

C1 3.9663596 0.5106480 0.0252388 0.0363444 0.0057381 0.0008666 0.0003000 0.0000791 0.0001961 0.0000216 0.0000143 0.0000054 0.0066082 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002808 0.0007323 0.0001389 0.0006378 0.0000596 0.0000152 0.0000019 0.0000032 0.0000006 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.4721085
C2 0.5106480 3.8762421 0.5137025 0.8587546 0.0309022 0.0109324 0.0059230 0.0014625 0.0025677 0.0002113 0.0001010 0.0000504 0.1058642 0.0000018 0.0000002 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000900 0.0002265 0.0000708 0.0000633 0.0000062 0.0000020 0.0000002 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0216355
C3 0.0252388 0.5137025 3.9713683 0.0328934 0.0094097 0.0009951 0.0003747 0.0032829 0.0001789 0.0000345 0.0000144 0.0000110 0.0081946 0.0000003 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000150 0.0000230 0.0000351 0.0000436 0.0000032 0.0000011 0.0000001 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0034211
C4 0.0363444 0.8587546 0.0328934 3.9559272 0.5130369 0.0273817 0.0163024 0.0018389 0.0075112 0.0008126 0.0003495 0.0001034 0.3955633 0.0000031 0.0000004 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002293 0.0005056 0.0004310 0.0000510 0.0000120 0.0000058 0.0000010 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0119515
C5 0.0057381 0.0309022 0.0094097 0.5130369 3.8728938 0.4706747 0.0250754 0.0073801 0.0121220 0.0006841 0.0005707 0.0004190 0.3413886 0.0000128 0.0000020 0.0000018 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002708 0.0000475 0.0000464 0.0000071 0.0000012 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0010357
C6 0.0008666 0.0109324 0.0009951 0.0273817 0.4706747 3.8782503 0.5093057 0.0234179 0.0304626 0.0088648 0.0015385 0.0032719 0.0379926 0.0001501 0.0000174 0.0000136 0.0000015 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0017306 0.0000781 0.0000435 0.0000037 0.0000020 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0007069
C7 0.0003000 0.0059230 0.0003747 0.0163024 0.0250754 0.5093057 3.8927683 0.4920920 0.8743381 0.0284312 0.0157385 0.0014951 0.0049050 0.0001402 0.0000096 0.0000098 0.0000016 0.0000007 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0090721 0.0006736 0.0000962 0.0000300 0.0000091 0.0000018 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002438
C8 0.0000791 0.0014625 0.0032829 0.0018389 0.0073801 0.0234179 0.4920920 3.9742381 0.0373647 0.0065616 0.0013122 0.0001470 0.0008218 0.0000198 0.0000023 0.0000015 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0012899 0.0000934 0.0000206 0.0000045 0.0000032 0.0000007 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000404
C9 0.0001961 0.0025677 0.0001789 0.0075112 0.0121220 0.0304626 0.8743381 0.0373647 3.9498137 0.4449483 0.0552117 0.0030759 0.0042103 0.0001505 0.0000478 0.0000219 0.0000019 0.0000012 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0500994 0.0032842 0.0008580 0.0001150 0.0000586 0.0000156 0.0000016 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0001398
C10 0.0000216 0.0002113 0.0000345 0.0008126 0.0006841 0.0088648 0.0284312 0.0065616 0.4449483 3.1243325 0.4074730 0.0128682 0.0266543 0.0006369 0.0001983 0.0001260 0.0000191 0.0000085 0.0000027 0.0000004 0.0000001 0.0000000 0.0000001 0.0000000 0.3988867 0.0116443 0.0051142 0.0006597 0.0003244 0.0000819 0.0000141 0.0000008 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000112
O11 0.0000143 0.0001010 0.0000144 0.0003495 0.0005707 0.0015385 0.0157385 0.0013122 0.0552117 0.4074730 7.9226243 0.4340484 0.0431286 0.0075388 0.0003780 0.0009229 0.0001298 0.0000355 0.0000125 0.0000012 0.0000003 0.0000001 0.0000003 0.0000001 0.0825806 0.0041788 0.0009475 0.0001634 0.0000799 0.0000171 0.0000032 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000159
C12 0.0000054 0.0000504 0.0000110 0.0001034 0.0004190 0.0032719 0.0014951 0.0001470 0.0030759 0.0128682 0.4340484 3.5299399 0.4881799 0.0228472 0.0026973 0.0056841 0.0006594 0.0001745 0.0000720 0.0000040 0.0000011 0.0000003 0.0000014 0.0000001 0.0041234 0.0004457 0.0002502 0.0000350 0.0000128 0.0000024 0.0000008 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000044
C13 0.0066082 0.1058642 0.0081946 0.3955633 0.3413886 0.0379926 0.0049050 0.0008218 0.0042103 0.0266543 0.0431286 0.4881799 4.0838199 0.5024875 0.0209683 0.0017691 0.0002001 0.0003320 0.0000748 0.0000194 0.0000067 0.0000004 0.0000003 0.0000001 0.0247656 0.1809749 0.0618727 0.0033312 0.0011720 0.0001771 0.0000224 0.0000021 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0018100
C14 0.0000002 0.0000018 0.0000003 0.0000031 0.0000128 0.0001501 0.0001402 0.0000198 0.0001505 0.0006369 0.0075388 0.0228472 0.5024875 3.8785984 0.5063674 0.0220156 0.0057217 0.0010612 0.0001384 0.0001247 0.0000293 0.0000056 0.0000013 0.0000006 0.0001719 0.0000171 0.0002792 0.0000438 0.0000077 0.0000027 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002
C15 0.0000001 0.0000002 0.0000000 0.0000004 0.0000020 0.0000174 0.0000096 0.0000023 0.0000478 0.0001983 0.0003780 0.0026973 0.0209683 0.5063674 3.8700172 0.4984803 0.0255103 0.0105663 0.0014305 0.0005077 0.0001262 0.0000162 0.0000057 0.0000016 0.0000303 0.0000049 0.0001144 0.0000179 0.0000044 0.0000013 0.0000005 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C16 0.0000001 0.0000003 0.0000001 0.0000005 0.0000018 0.0000136 0.0000098 0.0000015 0.0000219 0.0001260 0.0009229 0.0056841 0.0017691 0.0220156 0.4984803 3.8741258 0.4780722 0.0227912 0.0065011 0.0011438 0.0001009 0.0000681 0.0000932 0.0000113 0.0000573 0.0000063 0.0000053 0.0000007 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C17 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000015 0.0000016 0.0000002 0.0000019 0.0000191 0.0001298 0.0006594 0.0002001 0.0057217 0.0255103 0.4780722 3.8721054 0.5000441 0.0229099 0.0088550 0.0008913 0.0002980 0.0002671 0.0000306 0.0000122 0.0000015 0.0000031 0.0000006 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000007 0.0000001 0.0000012 0.0000085 0.0000355 0.0001745 0.0003320 0.0010612 0.0105663 0.0227912 0.5000441 3.8676175 0.4798061 0.0239283 0.0054203 0.0002542 0.0011599 0.0000501 0.0000028 0.0000004 0.0000024 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000004 0.0000027 0.0000125 0.0000720 0.0000748 0.0001384 0.0014305 0.0065011 0.0229099 0.4798061 3.8727778 0.4951484 0.0217909 0.0028449 0.0106107 0.0006136 0.0000011 0.0000002 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
