

C1 3.9698867 0.4984917 0.0246742 0.0095516 0.0013896 0.0007833 0.0007846 0.0070265 0.4809697
C2 0.4984917 3.8747740 0.4716161 0.0222007 0.0025223 0.0033357 0.0019351 0.0438007 0.0213589
C3 0.0246742 0.4716161 3.5685229 0.4738110 0.0221025 0.0138348 0.0086717 0.4092969 0.0018116
C4 0.0095516 0.0222007 0.4738110 3.9049780 0.4905501 0.0210081 0.0080277 0.0375077 0.0010549
C5 0.0013896 0.0025223 0.0221025 0.4905501 3.9261361 0.4706429 0.0544257 0.0483055 0.0002651
C6 0.0007833 0.0033357 0.0138348 0.0210081 0.4706429 2.8947551 0.6930285 0.4511850 0.0000932
O7 0.0007846 0.0019351 0.0086717 0.0080277 0.0544257 0.6930285 8.1384761 0.1254105 0.0001080
O8 0.0070265 0.0438007 0.4092969 0.0375077 0.0483055 0.4511850 0.1254105 7.8409956 0.0007562
