

C1 3.9688186 0.5028632 0.0241189 0.0024585 0.0110298 0.0011520 0.0006314 0.0001308 0.0000185 0.0000035 0.0000006 0.0000002 0.0000009 0.0000063 0.4759413
C2 0.5028632 3.8691537 0.4981574 0.0222851 0.0030727 0.0002317 0.0005308 0.0000549 0.0000093 0.0000012 0.0000004 0.0000001 0.0000003 0.0000020 0.0219849
C3 0.0241189 0.4981574 3.8688315 0.5030652 0.0238944 0.0051863 0.0031948 0.0009003 0.0002066 0.0000292 0.0000019 0.0000008 0.0000017 0.0000290 0.0018106
C4 0.0024585 0.0222851 0.5030652 3.8591127 0.4947921 0.0206532 0.0323670 0.0044662 0.0006846 0.0000848 0.0000114 0.0000035 0.0000115 0.0000832 0.0003613
C5 0.0110298 0.0030727 0.0238944 0.4947921 3.8961015 0.4616686 0.0508301 0.0359370 0.0041074 0.0005514 0.0000455 0.0000144 0.0000566 0.0005761 0.0034622
C6 0.0011520 0.0002317 0.0051863 0.0206532 0.4616686 2.9348786 0.6726875 0.4451144 0.0110646 0.0041090 0.0004584 0.0000977 0.0003548 0.0037946 0.0002700
O7 0.0006314 0.0005308 0.0031948 0.0323670 0.0508301 0.6726875 8.0959973 0.1274052 0.0205576 0.0027493 0.0007948 0.0001398 0.0008097 0.0023511 0.0002471
O8 0.0001308 0.0000549 0.0009003 0.0044662 0.0359370 0.4451144 0.1274052 7.8793902 0.4003546 0.0374067 0.0115629 0.0013687 0.0110407 0.0357296 0.0000508
C9 0.0000185 0.0000093 0.0002066 0.0006846 0.0041074 0.0110646 0.0205576 0.4003546 3.5664356 0.4642640 0.0226368 0.0038705 0.0217641 0.4756105 0.0000051
C10 0.0000035 0.0000012 0.0000292 0.0000848 0.0005514 0.0041090 0.0027493 0.0374067 0.4642640 3.8778823 0.4949053 0.0237702 0.0042819 0.0237286 0.0000024
C11 0.0000006 0.0000004 0.0000019 0.0000114 0.0000455 0.0004584 0.0007948 0.0115629 0.0226368 0.4949053 3.8817328 0.4889906 0.0254724 0.0051953 0.0000004
C12 0.0000002 0.0000001 0.0000008 0.0000035 0.0000144 0.0000977 0.0001398 0.0013687 0.0038705 0.0237702 0.4889906 3.8763019 0.4829525 0.0263498 0.0000008
C13 0.0000009 0.0000003 0.0000017 0.0000115 0.0000566 0.0003548 0.0008097 0.0110407 0.0217641 0.0042819 0.0254724 0.4829525 3.8841616 0.4866396 0.0000022
C14 0.0000063 0.0000020 0.0000290 0.0000832 0.0005761 0.0037946 0.0023511 0.0357296 0.4756105 0.0237286 0.0051953 0.0263498 0.4866396 3.8850572 0.0000035
