

C1 4.0758718 0.9127508 0.0342608 0.0165229 0.0018698 0.0020222 0.0001390 0.0000428 0.0000380 0.0000148 0.0000026 0.0000043 0.0000081 0.0001040 0.4888015
C2 0.9127508 3.9573575 0.5139007 0.0254762 0.0047864 0.0033824 0.0007395 0.0002644 0.0000539 0.0000050 0.0000048 0.0000026 0.0000083 0.0000572 0.0325548
C3 0.0342608 0.5139007 3.8648828 0.4845933 0.0210579 0.0324214 0.0038258 0.0008880 0.0006158 0.0000508 0.0000295 0.0000384 0.0001686 0.0009144 0.0065984
C4 0.0165229 0.0254762 0.4845933 3.9241281 0.4855502 0.0557515 0.0224600 0.0040108 0.0052537 0.0005564 0.0001921 0.0002006 0.0010081 0.0077452 0.0013896
C5 0.0018698 0.0047864 0.0210579 0.4855502 3.2807172 0.7018827 0.4997368 0.0437372 0.0183910 0.0041875 0.0006302 0.0001932 0.0002961 0.0030514 0.0001933
O6 0.0020222 0.0033824 0.0324214 0.0557515 0.7018827 8.0547151 0.0616461 0.0590347 0.0062397 0.0016066 0.0006212 0.0002189 0.0000745 0.0005063 0.0004360
C7 0.0001390 0.0007395 0.0038258 0.0224600 0.4997368 0.0616461 3.9179593 0.8582143 0.4925861 0.0244185 0.0062259 0.0010012 0.0036900 0.0253918 0.0000163
C8 0.0000428 0.0002644 0.0008880 0.0040108 0.0437372 0.0590347 0.8582143 4.0273983 0.0295247 0.0151194 0.0094013 0.0011753 0.0017804 0.0101684 0.0000072
C9 0.0000380 0.0000539 0.0006158 0.0052537 0.0183910 0.0062397 0.4925861 0.0295247 3.8178745 0.4845627 0.0244744 0.0039521 0.0200785 0.4779788 0.0000043
C10 0.0000148 0.0000050 0.0000508 0.0005564 0.0041875 0.0016066 0.0244185 0.0151194 0.4845627 3.8735386 0.4826440 0.0271551 0.0122242 0.0200498 0.0000028
C11 0.0000026 0.0000048 0.0000295 0.0001921 0.0006302 0.0006212 0.0062259 0.0094013 0.0244744 0.4826440 3.8912681 0.4830318 0.0214878 0.0127729 0.0000004
C12 0.0000043 0.0000026 0.0000384 0.0002006 0.0001932 0.0002189 0.0010012 0.0011753 0.0039521 0.0271551 0.4830318 3.8744551 0.4925078 0.0208186 0.0000006
C13 0.0000081 0.0000083 0.0001686 0.0010081 0.0002961 0.0000745 0.0036900 0.0017804 0.0200785 0.0122242 0.0214878 0.4925078 3.8786364 0.4887562 0.0000008
C14 0.0001040 0.0000572 0.0009144 0.0077452 0.0030514 0.0005063 0.0253918 0.0101684 0.4779788 0.0200498 0.0127729 0.0208186 0.4887562 3.8791147 0.0000088
