

C1 3.9703168 0.4995263 0.0418392 0.0045788 0.0009449 0.0002074 0.0005963 0.0002716 0.0000860 0.0000202 0.0000022 0.0000023 0.0000023 0.0000010 0.0000011 0.0000009 0.0000001 0.0000001 0.0000001 0.0015564 0.0038502 0.0011367 0.0241071 0.0043738 0.0012919 0.0355704 0.4606206
C2 0.4995263 3.4935818 0.6678438 0.0198564 0.0144394 0.0026031 0.0095433 0.0022960 0.0005138 0.0001239 0.0000094 0.0000106 0.0000113 0.0000022 0.0000021 0.0000028 0.0000002 0.0000002 0.0000001 0.0245717 0.0273485 0.0055722 0.6198452 0.0248001 0.0131797 0.0063079 0.0222846
N3 0.0418392 0.6678438 6.4967987 0.5979861 0.0512764 0.0171569 0.0045490 0.0077072 0.0019849 0.0003650 0.0000803 0.0000141 0.0000129 0.0000318 0.0000233 0.0000119 0.0000008 0.0000008 0.0000006 0.0481671 0.0500249 0.0059278 0.0551677 0.0078015 0.0040106 0.0012751 0.0079179
C4 0.0045788 0.0198564 0.5979861 3.4818980 0.6112235 0.0355000 0.0265757 0.0262830 0.0048099 0.0006332 0.0001530 0.0000235 0.0000212 0.0000372 0.0000276 0.0000108 0.0000009 0.0000008 0.0000005 0.5913583 0.0289073 0.0064137 0.0234486 0.0024927 0.0039033 0.0008761 0.0007208
C5 0.0009449 0.0144394 0.0512764 0.6112235 3.9466635 0.7307923 0.0369559 0.0462252 0.0128820 0.0006512 0.0001011 0.0000540 0.0000551 0.0000114 0.0000162 0.0000232 0.0000022 0.0000006 0.0000004 0.0288598 0.0039303 0.0011899 0.0027058 0.0007015 0.0006642 0.0002060 0.0006315
C6 0.0002074 0.0026031 0.0171569 0.0355000 0.7307923 3.9406601 0.6608661 0.0337951 0.0082188 0.0010290 0.0001254 0.0000461 0.0000458 0.0000168 0.0000097 0.0000098 0.0000008 0.0000007 0.0000003 0.0258681 0.0037924 0.0008549 0.0102339 0.0016117 0.0027336 0.0005453 0.0000966
C7 0.0005963 0.0095433 0.0045490 0.0265757 0.0369559 0.6608661 3.9632193 0.6917078 0.0573649 0.0127698 0.0014843 0.0003058 0.0003103 0.0000904 0.0000509 0.0000934 0.0000061 0.0000039 0.0000017 0.0319870 0.0122869 0.0014242 0.0025351 0.0002684 0.0003120 0.0000984 0.0005969
C8 0.0002716 0.0022960 0.0077072 0.0262830 0.0462252 0.0337951 0.6917078 3.5616508 0.4635739 0.0141714 0.0042476 0.0004229 0.0004029 0.0007005 0.0004652 0.0001489 0.0000146 0.0000086 0.0000040 0.5907705 0.0278974 0.0101143 0.0116625 0.0017263 0.0021646 0.0005162 0.0001158
O9 0.0000860 0.0005138 0.0019849 0.0048099 0.0128820 0.0082188 0.0573649 0.4635739 7.7639642 0.4272116 0.0309931 0.0107384 0.0102821 0.0052993 0.0023025 0.0022444 0.0001122 0.0000689 0.0000452 0.0366911 0.0073172 0.0743359 0.0028877 0.0006801 0.0015412 0.0002568 0.0000265
C10 0.0000202 0.0001239 0.0003650 0.0006332 0.0006512 0.0010290 0.0127698 0.0141714 0.4272116 3.5833119 0.4632351 0.0224317 0.0227869 0.0280349 0.0085637 0.0113676 0.0004630 0.0001845 0.0002598 0.0037709 0.0004767 0.0041558 0.0001788 0.0000321 0.0001713 0.0000244 0.0000078
C11 0.0000022 0.0000094 0.0000803 0.0001530 0.0001011 0.0001254 0.0014843 0.0042476 0.0309931 0.4632351 3.7560679 0.4746918 0.4846703 0.4544391 0.0481708 0.0293871 0.0032590 0.0004911 0.0005308 0.0005151 0.0000525 0.0002998 0.0000181 0.0000028 0.0000104 0.0000017 0.0000006
C12 0.0000023 0.0000106 0.0000141 0.0000235 0.0000540 0.0000461 0.0003058 0.0004229 0.0107384 0.0224317 0.4746918 3.9568631 0.0264690 0.0289543 0.0101917 0.0129143 0.0004556 0.0003107 0.0002149 0.0000957 0.0000851 0.0011465 0.0000273 0.0000029 0.0000095 0.0000012 0.0000005
C13 0.0000023 0.0000113 0.0000129 0.0000212 0.0000551 0.0000458 0.0003103 0.0004029 0.0102821 0.0227869 0.4846703 0.0264690 3.9574825 0.0191913 0.0326842 0.0040916 0.0005742 0.0000993 0.0000963 0.0000836 0.0000797 0.0013994 0.0000295 0.0000035 0.0000095 0.0000013 0.0000004
