

C1 3.7075609 0.4238858 0.0122518 0.0260373 0.0046310 0.0006073 0.0000463 0.0001298 0.0001839 0.0007644 0.0003077 0.0001627 0.0000116 0.0000130 0.0000018 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000008 0.0000048 0.4698652
O2 0.4238858 7.8909035 0.4406364 0.1330349 0.0347115 0.0141484 0.0012820 0.0020814 0.0011459 0.0056857 0.0027247 0.0012273 0.0000860 0.0001443 0.0000101 0.0000068 0.0000011 0.0000005 0.0000003 0.0000002 0.0000001 0.0000001 0.0000050 0.0000366 0.0285861
C3 0.0122518 0.4406364 2.9302030 0.6586256 0.5021651 0.0279237 0.0054622 0.0050582 0.0038819 0.0256326 0.0093843 0.0014560 0.0001553 0.0002484 0.0000199 0.0000148 0.0000025 0.0000010 0.0000004 0.0000003 0.0000001 0.0000000 0.0000072 0.0000468 0.0039978
O4 0.0260373 0.1330349 0.6586256 8.0091590 0.0502933 0.0169838 0.0031336 0.0078975 0.0017796 0.0167514 0.0720296 0.0130196 0.0009808 0.0045952 0.0003961 0.0001422 0.0000337 0.0000055 0.0000022 0.0000020 0.0000003 0.0000002 0.0000547 0.0003515 0.0026879
C5 0.0046310 0.0347115 0.5021651 0.0502933 3.8781512 0.6736704 0.0349609 0.0431975 0.0313336 0.6326003 0.0401930 0.0102895 0.0009014 0.0005111 0.0001252 0.0000396 0.0000046 0.0000016 0.0000005 0.0000002 0.0000001 0.0000001 0.0000273 0.0001283 0.0005962
C6 0.0006073 0.0141484 0.0279237 0.0169838 0.6736704 3.9336265 0.6983422 0.0388769 0.0474827 0.0322712 0.0060373 0.0014756 0.0002738 0.0000761 0.0000214 0.0000115 0.0000011 0.0000006 0.0000002 0.0000001 0.0000000 0.0000000 0.0000082 0.0000292 0.0000636
C7 0.0000463 0.0012820 0.0054622 0.0031336 0.0349609 0.6983422 3.9504765 0.6891199 0.0344576 0.0407939 0.0086740 0.0040516 0.0002689 0.0002396 0.0000494 0.0000175 0.0000018 0.0000005 0.0000002 0.0000002 0.0000000 0.0000000 0.0000144 0.0000670 0.0000087
C8 0.0001298 0.0020814 0.0050582 0.0078975 0.0431975 0.0388769 0.6891199 3.9565992 0.6939423 0.0373325 0.0081528 0.0019250 0.0001932 0.0000985 0.0000181 0.0000065 0.0000010 0.0000004 0.0000002 0.0000001 0.0000000 0.0000000 0.0000110 0.0000630 0.0000257
C9 0.0001839 0.0011459 0.0038819 0.0017796 0.0313336 0.0474827 0.0344576 0.6939423 3.9409709 0.6580354 0.0469581 0.0171825 0.0011885 0.0007036 0.0001644 0.0000603 0.0000068 0.0000024 0.0000006 0.0000005 0.0000001 0.0000001 0.0000424 0.0002571 0.0000416
C10 0.0007644 0.0056857 0.0256326 0.0167514 0.6326003 0.0322712 0.0407939 0.0373325 0.6580354 3.6072016 0.5277999 0.0235800 0.0064180 0.0006409 0.0001676 0.0001165 0.0000093 0.0000083 0.0000023 0.0000005 0.0000002 0.0000001 0.0002063 0.0009588 0.0001714
N11 0.0003077 0.0027247 0.0093843 0.0720296 0.0401930 0.0060373 0.0086740 0.0081528 0.0469581 0.5277999 6.3701883 0.7873052 0.0463625 0.0172075 0.0032634 0.0009079 0.0001280 0.0000367 0.0000093 0.0000042 0.0000007 0.0000007 0.0011275 0.0072609 0.0000547
C12 0.0001627 0.0012273 0.0014560 0.0130196 0.0102895 0.0014756 0.0040516 0.0019250 0.0171825 0.0235800 0.7873052 3.4479941 0.4815973 0.0316199 0.0059524 0.0027006 0.0002504 0.0001581 0.0000372 0.0000111 0.0000027 0.0000020 0.0038511 0.0265431 0.0000205
C13 0.0000116 0.0000860 0.0001553 0.0009808 0.0009014 0.0002738 0.0002689 0.0001932 0.0011885 0.0064180 0.0463625 0.4815973 3.8192271 0.4676218 0.0305402 0.0159060 0.0008110 0.0006521 0.0001288 0.0000617 0.0000101 0.0000067 0.0201819 0.4838992 0.0000019
C14 0.0000130 0.0001443 0.0002484 0.0045952 0.0005111 0.0000761 0.0002396 0.0000985 0.0007036 0.0006409 0.0172075 0.0316199 0.4676218 3.8952526 0.5012243 0.0327268 0.0057982 0.0009680 0.0002567 0.0001723 0.0000198 0.0000125 0.0143238 0.0219151 0.0000017
C15 0.0000018 0.0000101 0.0000199 0.0003961 0.0001252 0.0000214 0.0000494 0.0000181 0.0001644 0.0001676 0.0032634 0.0059524 0.0305402 0.5012243 3.9765575 0.8516334 0.0350558 0.0131924 0.0023459 0.0011731 0.0001760 0.0001825 0.0318071 0.0109306 0.0000003
C16 0.0000006 0.0000068 0.0000148 0.0001422 0.0000396 0.0000115 0.0000175 0.0000065 0.0000603 0.0001165 0.0009079 0.0027006 0.0159060 0.0327268 0.8516334 3.8909373 0.5102660 0.0296937 0.0055662 0.0023354 0.0002579 0.0002134 0.5020874 0.0225405 0.0000001
C17 0.0000001 0.0000011 0.0000025 0.0000337 0.0000046 0.0000011 0.0000018 0.0000010 0.0000068 0.0000093 0.0001280 0.0002504 0.0008110 0.0057982 0.0350558 0.5102660 3.8690267 0.4725106 0.0319434 0.0120836 0.0008861 0.0014520 0.0208290 0.0025237 0.0000001
C18 0.0000000 0.0000005 0.0000010 0.0000055 0.0000016 0.0000006 0.0000005 0.0000004 0.0000024 0.0000083 0.0000367 0.0001581 0.0006521 0.0009680 0.0131924 0.0296937 0.4725106 3.8846028 0.5082458 0.0326823 0.0059349 0.0153959 0.0077232 0.0010490 0.0000000
C19 0.0000000 0.0000003 0.0000004 0.0000022 0.0000005 0.0000002 0.0000002 0.0000002 0.0000006 0.0000023 0.0000093 0.0000372 0.0001288 0.0002567 0.0023459 0.0055662 0.0319434 0.5082458 3.9645212 0.8652187 0.0371374 0.0335254 0.0009279 0.0001509 0.0000000
