

C1 3.9591684 0.5005373 0.0238997 0.0073068 0.0012662 0.0003226 0.0000409 0.0000050 0.0000170 0.0000028 0.0000003 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4771152
C2 0.5005373 3.8685813 0.4932417 0.0218968 0.0071625 0.0014278 0.0001049 0.0000301 0.0001218 0.0000109 0.0000014 0.0000002 0.0000006 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0223679
C3 0.0238997 0.4932417 3.8605922 0.4921448 0.0219621 0.0076774 0.0008224 0.0002738 0.0004665 0.0000641 0.0000124 0.0000009 0.0000031 0.0000009 0.0000001 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0025905
C4 0.0073068 0.0218968 0.4921448 3.8663417 0.4917601 0.0241781 0.0053868 0.0006120 0.0012351 0.0001717 0.0000132 0.0000017 0.0000070 0.0000009 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0004996
C5 0.0012662 0.0071625 0.0219621 0.4917601 3.8717899 0.4879662 0.0244555 0.0045139 0.0190851 0.0008407 0.0000442 0.0000166 0.0000623 0.0000046 0.0000006 0.0000007 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002028
C6 0.0003226 0.0014278 0.0076774 0.0241781 0.4879662 3.8656937 0.4960178 0.0206537 0.0231263 0.0048807 0.0007897 0.0000426 0.0000446 0.0000401 0.0000047 0.0000047 0.0000017 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0001029
C7 0.0000409 0.0001049 0.0008224 0.0053868 0.0244555 0.4960178 3.8932945 0.4680808 0.0489620 0.0372892 0.0042470 0.0003820 0.0002433 0.0002360 0.0000304 0.0000231 0.0000097 0.0000019 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000080
C8 0.0000050 0.0000301 0.0002738 0.0006120 0.0045139 0.0206537 0.4680808 2.9167603 0.6556288 0.4286424 0.0114528 0.0026883 0.0027682 0.0006241 0.0000643 0.0000623 0.0000173 0.0000034 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000023
O9 0.0000170 0.0001218 0.0004665 0.0012351 0.0190851 0.0231263 0.0489620 0.6556288 8.0617098 0.1385669 0.0112267 0.0037094 0.0229700 0.0008111 0.0000980 0.0000874 0.0000310 0.0000074 0.0000007 0.0000004 0.0000002 0.0000001 0.0000001 0.0000059
O10 0.0000028 0.0000109 0.0000641 0.0001717 0.0008407 0.0048807 0.0372892 0.4286424 0.1385669 7.9774100 0.4134274 0.0384569 0.0066350 0.0079905 0.0008499 0.0006642 0.0002613 0.0000523 0.0000033 0.0000007 0.0000002 0.0000001 0.0000000 0.0000018
C11 0.0000003 0.0000014 0.0000124 0.0000132 0.0000442 0.0007897 0.0042470 0.0114528 0.0112267 0.4134274 3.5662245 0.4699250 0.0198833 0.0393216 0.0032549 0.0028962 0.0004849 0.0000925 0.0000130 0.0000020 0.0000003 0.0000001 0.0000001 0.0000003
C12 0.0000001 0.0000002 0.0000009 0.0000017 0.0000166 0.0000426 0.0003820 0.0026883 0.0037094 0.0384569 0.4699250 3.5831542 0.4874069 0.3983307 0.0115084 0.0245949 0.0041654 0.0008628 0.0000913 0.0000105 0.0000021 0.0000003 0.0000003 0.0000001
C13 0.0000001 0.0000006 0.0000031 0.0000070 0.0000623 0.0000446 0.0002433 0.0027682 0.0229700 0.0066350 0.0198833 0.4874069 3.9474980 0.0412461 0.0038900 0.0031821 0.0005118 0.0001027 0.0000154 0.0000091 0.0000028 0.0000005 0.0000002 0.0000001
O14 0.0000001 0.0000001 0.0000009 0.0000009 0.0000046 0.0000401 0.0002360 0.0006241 0.0008111 0.0079905 0.0393216 0.3983307 0.0412461 7.8624256 0.4469927 0.1326447 0.0346225 0.0048658 0.0007419 0.0001323 0.0000239 0.0000035 0.0000025 0.0000001
C15 0.0000000 0.0000000 0.0000001 0.0000001 0.0000006 0.0000047 0.0000304 0.0000643 0.0000980 0.0008499 0.0032549 0.0115084 0.0038900 0.4469927 2.9800551 0.6705127 0.4772911 0.0215797 0.0035525 0.0010390 0.0001154 0.0000113 0.0000049 0.0000000
O16 0.0000001 0.0000001 0.0000002 0.0000001 0.0000007 0.0000047 0.0000231 0.0000623 0.0000874 0.0006642 0.0028962 0.0245949 0.0031821 0.1326447 0.6705127 8.0370524 0.0457676 0.0198539 0.0189153 0.0014324 0.0002324 0.0000212 0.0000254 0.0000001
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000017 0.0000097 0.0000173 0.0000310 0.0002613 0.0004849 0.0041654 0.0005118 0.0346225 0.4772911 0.0457676 3.8941090 0.4928866 0.0216473 0.0077355 0.0010662 0.0000823 0.0000167 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000019 0.0000034 0.0000074 0.0000523 0.0000925 0.0008628 0.0001027 0.0048658 0.0215797 0.0198539 0.4928866 3.8703284 0.4942540 0.0248527 0.0054814 0.0013796 0.0000834 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000007 0.0000033 0.0000130 0.0000913 0.0000154 0.0007419 0.0035525 0.0189153 0.0216473 0.4942540 3.8747237 0.4861422 0.0280426 0.0055730 0.0011993 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000007 0.0000020 0.0000105 0.0000091 0.0001323 0.0010390 0.0014324 0.0077355 0.0248527 0.4861422 3.8789869 0.4850770 0.0244903 0.0104185 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000002 0.0000003 0.0000021 0.0000028 0.0000239 0.0001154 0.0002324 0.0010662 0.0054814 0.0280426 0.4850770 3.8591863 0.4920629 0.0256677 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000003 0.0000005 0.0000035 0.0000113 0.0000212 0.0000823 0.0013796 0.0055730 0.0244903 0.4920629 3.8785620 0.4952591 0.0000000
