

C1 3.9372034 0.4706837 0.0313418 0.0294400 0.0061422 0.0005330 0.0037112 0.0002895 0.0206690 0.0204396 0.0020656 0.0003732 0.0000639 0.0001522 0.0000236 0.0000220 0.0000644 0.0004797 0.4643525
C2 0.4706837 3.7613845 0.4689822 0.4793539 0.0227600 0.0062287 0.0180227 0.0014173 0.4762725 0.0204604 0.0015597 0.0002335 0.0000402 0.0003276 0.0000541 0.0000289 0.0002572 0.0034180 0.0198859
C3 0.0313418 0.4689822 3.9574024 0.0276898 0.0076699 0.0006534 0.0013779 0.0025419 0.0242649 0.0040293 0.0004292 0.0000707 0.0000172 0.0000516 0.0000084 0.0000051 0.0000282 0.0002576 0.0089220
C4 0.0294400 0.4793539 0.0276898 3.8650759 0.4843542 0.0278777 0.0052923 0.0006477 0.0188839 0.0011540 0.0013867 0.0001193 0.0000333 0.0000814 0.0000220 0.0000174 0.0000878 0.0004090 0.0076969
C5 0.0061422 0.0227600 0.0076699 0.4843542 3.8788354 0.4910956 0.0196471 0.0064545 0.0046782 0.0002341 0.0002343 0.0001934 0.0002267 0.0000997 0.0002561 0.0001509 0.0011366 0.0049384 0.0008467
C6 0.0005330 0.0062287 0.0006534 0.0278777 0.4910956 3.8701254 0.4709737 0.0284329 0.0185752 0.0012957 0.0028905 0.0025163 0.0021894 0.0004108 0.0006578 0.0003938 0.0045464 0.0274737 0.0002898
C7 0.0037112 0.0180227 0.0013779 0.0052923 0.0196471 0.4709737 3.7750927 0.4678871 0.4810586 0.0201236 0.0085070 0.0174806 0.0017195 0.0037439 0.0033314 0.0013361 0.0192895 0.4670091 0.0007544
C8 0.0002895 0.0014173 0.0025419 0.0006477 0.0064545 0.0284329 0.4678871 3.9482209 0.0250317 0.0039828 0.0007165 0.0042952 0.0004224 0.0011298 0.0017638 0.0005859 0.0172452 0.0268405 0.0000803
C9 0.0206690 0.4762725 0.0242649 0.0188839 0.0046782 0.0185752 0.4810586 0.0250317 3.8355284 0.4749960 0.0227759 0.0038038 0.0004332 0.0009423 0.0002070 0.0001188 0.0021534 0.0185556 0.0051388
C10 0.0204396 0.0204604 0.0040293 0.0011540 0.0002341 0.0012957 0.0201236 0.0039828 0.4749960 3.8906501 0.4896397 0.0229059 0.0050705 0.0113488 0.0007974 0.0004911 0.0032602 0.0100681 0.0034431
C11 0.0020656 0.0015597 0.0004292 0.0013867 0.0002343 0.0028905 0.0085070 0.0007165 0.0227759 0.4896397 3.8825879 0.4662688 0.0259740 0.0386397 0.0031644 0.0017188 0.0013849 0.0168181 0.0002267
C12 0.0003732 0.0002335 0.0000707 0.0001193 0.0001934 0.0025163 0.0174806 0.0042952 0.0038038 0.0229059 0.4662688 3.5301848 0.4702309 0.3934264 0.0134151 0.0081543 0.0197095 0.4637792 0.0000732
C13 0.0000639 0.0000402 0.0000172 0.0000333 0.0002267 0.0021894 0.0017195 0.0004224 0.0004332 0.0050705 0.0259740 0.4702309 3.9797537 0.0452920 0.0041035 0.0023819 0.0026438 0.0220833 0.0000238
O14 0.0001522 0.0003276 0.0000516 0.0000814 0.0000997 0.0004108 0.0037439 0.0011298 0.0009423 0.0113488 0.0386397 0.3934264 0.0452920 7.7955008 0.4527284 0.1138847 0.0498749 0.0381810 0.0000380
C15 0.0000236 0.0000541 0.0000084 0.0000220 0.0002561 0.0006578 0.0033314 0.0017638 0.0002070 0.0007974 0.0031644 0.0134151 0.0041035 0.4527284 2.9414393 0.7150013 0.4679898 0.0242795 0.0000095
O16 0.0000220 0.0000289 0.0000051 0.0000174 0.0001509 0.0003938 0.0013361 0.0005859 0.0001188 0.0004911 0.0017188 0.0081543 0.0023819 0.1138847 0.7150013 8.0889891 0.0513873 0.0078381 0.0000094
C17 0.0000644 0.0002572 0.0000282 0.0000878 0.0011366 0.0045464 0.0192895 0.0172452 0.0021534 0.0032602 0.0013849 0.0197095 0.0026438 0.0498749 0.4679898 0.0513873 3.8994007 0.4794226 0.0000384
C18 0.0004797 0.0034180 0.0002576 0.0004090 0.0049384 0.0274737 0.4670091 0.0268405 0.0185556 0.0100681 0.0168181 0.4637792 0.0220833 0.0381810 0.0242795 0.0078381 0.4794226 3.8235286 0.0002270
