

C1 4.0391044 0.9149973 0.0372733 0.0121687 0.0038320 0.0005069 0.0009667 0.0006060 0.0021490 0.0001690 0.0000223 0.0003335 0.4878360
C2 0.9149973 3.9469900 0.5015007 0.0328871 0.0100515 0.0012163 0.0024723 0.0009168 0.0075388 0.0001705 0.0000321 0.0007694 0.0328295
C3 0.0372733 0.5015007 3.8734463 0.4979787 0.0286822 0.0046830 0.0024308 0.0049514 0.0263806 0.0008742 0.0001709 0.0007394 0.0071982
C4 0.0121687 0.0328871 0.4979787 3.8608457 0.6708925 0.0348994 0.0418208 0.0359673 0.6799340 0.0062766 0.0007817 0.0112094 0.0011189
C5 0.0038320 0.0100515 0.0286822 0.6708925 3.9398092 0.6946377 0.0388762 0.0449596 0.0357359 0.0116604 0.0009160 0.0067083 0.0003039
C6 0.0005069 0.0012163 0.0046830 0.0348994 0.6946377 3.9423864 0.6673171 0.0299661 0.0442446 0.0071623 0.0040330 0.0470353 0.0000381
C7 0.0009667 0.0024723 0.0024308 0.0418208 0.0388762 0.6673171 3.5935318 0.6256831 0.0325108 0.0544932 0.0131064 0.4450732 0.0001466
C8 0.0006060 0.0009168 0.0049514 0.0359673 0.0449596 0.0299661 0.6256831 3.5883113 0.6680681 0.4510570 0.0130953 0.0568453 0.0000719
C9 0.0021490 0.0075388 0.0263806 0.6799340 0.0357359 0.0442446 0.0325108 0.6680681 3.9413717 0.0440868 0.0039554 0.0072650 0.0003297
O10 0.0001690 0.0001705 0.0008742 0.0062766 0.0116604 0.0071623 0.0544932 0.4510570 0.0440868 7.9100003 0.4120644 0.0764018 0.0000155
C11 0.0000223 0.0000321 0.0001709 0.0007817 0.0009160 0.0040330 0.0131064 0.0130953 0.0039554 0.4120644 3.2628474 0.4140251 0.0000041
O12 0.0003335 0.0007694 0.0007394 0.0112094 0.0067083 0.0470353 0.4450732 0.0568453 0.0072650 0.0764018 0.4140251 7.9289982 0.0000504
