

C1 3.9655579 0.4930997 0.0261449 0.0100003 0.0018183 0.0002171 0.0001217 0.0000064 0.0000040 0.0000008 0.0000016 0.0000006 0.0000036 0.0000117 0.0000114 0.0000006 0.0000016 0.0000002 0.0000000 0.0000000 0.0000000 0.4736071
C2 0.4930997 3.8759455 0.4906057 0.0217057 0.0091479 0.0010806 0.0005871 0.0000819 0.0000340 0.0000064 0.0000144 0.0000029 0.0000255 0.0000665 0.0000179 0.0000013 0.0000020 0.0000005 0.0000001 0.0000001 0.0000001 0.0210003
C3 0.0261449 0.4906057 3.8755414 0.4890442 0.0261539 0.0053891 0.0023044 0.0002002 0.0000711 0.0000075 0.0000451 0.0000200 0.0001201 0.0006526 0.0000831 0.0000076 0.0000165 0.0000009 0.0000002 0.0000001 0.0000001 0.0081188
C4 0.0100003 0.0217057 0.4890442 3.8659601 0.4945192 0.0221729 0.0154991 0.0011272 0.0002340 0.0000266 0.0001215 0.0000652 0.0003705 0.0043658 0.0010780 0.0000395 0.0001008 0.0000094 0.0000023 0.0000014 0.0000007 0.0019578
C5 0.0018183 0.0091479 0.0261539 0.4945192 3.8882844 0.4969641 0.0316041 0.0055247 0.0009611 0.0001845 0.0003024 0.0001454 0.0008994 0.0216560 0.0093318 0.0003083 0.0005232 0.0000400 0.0000076 0.0000055 0.0000017 0.0004365
C6 0.0002171 0.0010806 0.0053891 0.0221729 0.4969641 3.8679182 0.8581774 0.0306816 0.0132872 0.0016753 0.0054987 0.0016252 0.0148473 0.4932200 0.0385965 0.0039060 0.0022225 0.0005359 0.0001273 0.0000132 0.0000458 0.0000532
C7 0.0001217 0.0005871 0.0023044 0.0154991 0.0316041 0.8581774 3.9640309 0.5316955 0.0292709 0.0049158 0.0029627 0.0050088 0.0290244 0.0352354 0.0104029 0.0010969 0.0010490 0.0005587 0.0001181 0.0000077 0.0000358 0.0000196
C8 0.0000064 0.0000819 0.0002002 0.0011272 0.0055247 0.0306816 0.5316955 3.8710480 0.6623467 0.0342732 0.0454889 0.0343560 0.6763100 0.0084989 0.0013141 0.0001502 0.0001520 0.0000429 0.0000084 0.0000008 0.0000025 0.0000024
C9 0.0000040 0.0000340 0.0000711 0.0002340 0.0009611 0.0132872 0.0292709 0.6623467 3.9556140 0.7058458 0.0363409 0.0519664 0.0365820 0.0012081 0.0005221 0.0000780 0.0000768 0.0000255 0.0000055 0.0000007 0.0000019 0.0000015
C10 0.0000008 0.0000064 0.0000075 0.0000266 0.0001845 0.0016753 0.0049158 0.0342732 0.7058458 3.9464856 0.6880871 0.0379711 0.0486118 0.0006646 0.0001199 0.0000266 0.0000459 0.0000052 0.0000010 0.0000003 0.0000004 0.0000004
