

C1 3.9833902 0.5144800 0.0265581 0.0316910 0.0033511 0.0126408 0.0015010 0.0001244 0.0001812 0.0000549 0.0000213 0.0000026 0.0000006 0.0000024 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000105 0.0000009 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4694418
C2 0.5144800 3.8816736 0.4954522 0.8796155 0.0300385 0.0053858 0.0005799 0.0000749 0.0004444 0.0001084 0.0000121 0.0000023 0.0000015 0.0000129 0.0000025 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000447 0.0000040 0.0000016 0.0000002 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0197342
C3 0.0265581 0.4954522 3.9620599 0.0374619 0.0062581 0.0004772 0.0001178 0.0000231 0.0000507 0.0000096 0.0000014 0.0000003 0.0000002 0.0000021 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000054 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0120268
C4 0.0316910 0.8796155 0.0374619 3.9716432 0.5192458 0.0240078 0.0055922 0.0008941 0.0008113 0.0000952 0.0000220 0.0000036 0.0000023 0.0000200 0.0000028 0.0000005 0.0000002 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000716 0.0000069 0.0000019 0.0000004 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0053217
C5 0.0033511 0.0300385 0.0062581 0.5192458 3.8781008 0.5014724 0.0230427 0.0051785 0.0077280 0.0008493 0.0001235 0.0000158 0.0000180 0.0001349 0.0000177 0.0000028 0.0000008 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0004058 0.0000332 0.0000097 0.0000013 0.0000002 0.0000005 0.0000004 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002197
C6 0.0126408 0.0053858 0.0004772 0.0240078 0.5014724 3.8558740 0.4736420 0.0286922 0.0231371 0.0054357 0.0013678 0.0001321 0.0000333 0.0000552 0.0000071 0.0000016 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0008036 0.0000659 0.0000356 0.0000044 0.0000010 0.0000008 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0018370
C7 0.0015010 0.0005799 0.0001178 0.0055922 0.0230427 0.4736420 3.8082174 0.4840399 0.4859046 0.0190306 0.0142587 0.0007978 0.0001103 0.0006076 0.0000450 0.0000249 0.0000013 0.0000004 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0056071 0.0003612 0.0002357 0.0000224 0.0000066 0.0000024 0.0000007 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0004163
C8 0.0001244 0.0000749 0.0000231 0.0008941 0.0051785 0.0286922 0.4840399 3.9442929 0.0259472 0.0028510 0.0015974 0.0000884 0.0000194 0.0000639 0.0000037 0.0000023 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0352067 0.0010623 0.0003569 0.0000587 0.0000156 0.0000133 0.0000026 0.0000002 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000203
C9 0.0001812 0.0004444 0.0000507 0.0008113 0.0077280 0.0231371 0.4859046 0.0259472 3.8765891 0.4498954 0.0437595 0.0029365 0.0007048 0.0002526 0.0000477 0.0000114 0.0000107 0.0000016 0.0000006 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0419962 0.0029028 0.0023477 0.0002589 0.0000405 0.0000325 0.0000186 0.0000014 0.0000016 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000360
C10 0.0000549 0.0001084 0.0000096 0.0000952 0.0008493 0.0054357 0.0190306 0.0028510 0.4498954 3.1408168 0.4007796 0.0173403 0.0054387 0.0008884 0.0000987 0.0000412 0.0000605 0.0000052 0.0000032 0.0000012 0.0000002 0.0000000 0.0000000 0.0000000 0.4092818 0.0132009 0.0075436 0.0008275 0.0000507 0.0000269 0.0000305 0.0000047 0.0000023 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000172
