

O1 8.2099030 0.7114284 0.0650109 0.0074483 0.0011421 0.0002458 0.0001462 0.0000183 0.0000118 0.0000179 0.0000970 0.0134494 0.0640105 0.0110840
C2 0.7114284 3.1973196 0.4681213 0.0212019 0.0051657 0.0005622 0.0002779 0.0000357 0.0000165 0.0000300 0.0001861 0.0302346 0.4655000 0.0200906
C3 0.0650109 0.4681213 3.9355046 0.4965231 0.0211822 0.0041499 0.0006418 0.0000735 0.0000226 0.0000930 0.0005805 0.0054388 0.0256523 0.4659102
C4 0.0074483 0.0212019 0.4965231 3.8697506 0.4855985 0.0208413 0.0053686 0.0012133 0.0002424 0.0007811 0.0066388 0.0210314 0.0154235 0.0183232
C5 0.0011421 0.0051657 0.0211822 0.4855985 3.8085619 0.4808785 0.0254303 0.0050844 0.0003353 0.0020993 0.0213961 0.4728978 0.0208060 0.0011507
C6 0.0002458 0.0005622 0.0041499 0.0208413 0.4808785 3.8124513 0.4755658 0.0221323 0.0039568 0.0195637 0.4871123 0.0252916 0.0031636 0.0025099
C7 0.0001462 0.0002779 0.0006418 0.0053686 0.0254303 0.4755658 3.8713904 0.4885457 0.0244006 0.0182850 0.0226234 0.0143899 0.0020474 0.0003570
C8 0.0000183 0.0000357 0.0000735 0.0012133 0.0050844 0.0221323 0.4885457 3.8772257 0.4893296 0.0204360 0.0061395 0.0012545 0.0002486 0.0000206
C9 0.0000118 0.0000165 0.0000226 0.0002424 0.0003353 0.0039568 0.0244006 0.4893296 3.8818397 0.4943298 0.0224667 0.0003313 0.0001176 0.0000106
C10 0.0000179 0.0000300 0.0000930 0.0007811 0.0020993 0.0195637 0.0182850 0.0204360 0.4943298 3.8677298 0.4899521 0.0004946 0.0001006 0.0000849
C11 0.0000970 0.0001861 0.0005805 0.0066388 0.0213961 0.4871123 0.0226234 0.0061395 0.0224667 0.4899521 3.8845812 0.0051003 0.0007551 0.0004877
C12 0.0134494 0.0302346 0.0054388 0.0210314 0.4728978 0.0252916 0.0143899 0.0012545 0.0003313 0.0004946 0.0051003 3.8890359 0.4819026 0.0003354
C13 0.0640105 0.4655000 0.0256523 0.0154235 0.0208060 0.0031636 0.0020474 0.0002486 0.0001176 0.0001006 0.0007551 0.4819026 3.9332891 0.0034113
