

O1 8.0767179 0.6676044 0.0505866 0.0310324 0.0103636 0.0016796 0.0012738 0.0015730 0.0095459 0.1353976 0.0135307 0.0167873 0.0011986 0.0028203 0.0003194 0.0001949 0.0000945 0.0004395 0.0107455
C2 0.6676044 2.9376860 0.4678061 0.0214906 0.0062450 0.0006782 0.0023836 0.0006725 0.0059208 0.4427473 0.0119304 0.0032760 0.0005800 0.0024352 0.0002798 0.0000898 0.0001033 0.0000986 0.0237184
C3 0.0505866 0.4678061 3.9012185 0.4996449 0.0299868 0.0046921 0.0030058 0.0046991 0.0271266 0.0347626 0.0042619 0.0004846 0.0000979 0.0005781 0.0001089 0.0000150 0.0000356 0.0000321 0.4576301
C4 0.0310324 0.0214906 0.4996449 3.8447547 0.6684315 0.0343821 0.0490462 0.0354528 0.6801987 0.0046951 0.0007921 0.0000966 0.0000137 0.0000608 0.0000144 0.0000023 0.0000041 0.0000067 0.0176054
C5 0.0103636 0.0062450 0.0299868 0.6684315 3.9318458 0.6993818 0.0381859 0.0507796 0.0346587 0.0010985 0.0001977 0.0000334 0.0000053 0.0000347 0.0000082 0.0000012 0.0000018 0.0000026 0.0076801
C6 0.0016796 0.0006782 0.0046921 0.0343821 0.6993818 3.9448177 0.6915029 0.0354496 0.0492984 0.0001814 0.0000318 0.0000047 0.0000016 0.0000104 0.0000023 0.0000004 0.0000006 0.0000009 0.0007009
C7 0.0012738 0.0023836 0.0030058 0.0490462 0.0381859 0.6915029 3.9444179 0.6969678 0.0373960 0.0003257 0.0001005 0.0000067 0.0000018 0.0000094 0.0000022 0.0000003 0.0000003 0.0000011 0.0009344
C8 0.0015730 0.0006725 0.0046991 0.0354528 0.0507796 0.0354496 0.6969678 3.9442325 0.6933600 0.0001890 0.0000345 0.0000057 0.0000027 0.0000137 0.0000030 0.0000006 0.0000007 0.0000016 0.0008660
C9 0.0095459 0.0059208 0.0271266 0.6801987 0.0346587 0.0492984 0.0373960 0.6933600 3.9418066 0.0010840 0.0001956 0.0000282 0.0000178 0.0001182 0.0000193 0.0000043 0.0000027 0.0000098 0.0047422
O10 0.1353976 0.4427473 0.0347626 0.0046951 0.0010985 0.0001814 0.0003257 0.0001890 0.0010840 7.9017628 0.4090403 0.0365935 0.0116808 0.0098950 0.0010844 0.0006170 0.0007297 0.0013523 0.0052237
C11 0.0135307 0.0119304 0.0042619 0.0007921 0.0001977 0.0000318 0.0001005 0.0000345 0.0001956 0.4090403 3.6067260 0.4758317 0.0263540 0.0063791 0.0007626 0.0026477 0.0007886 0.0075556 0.0002185
C12 0.0167873 0.0032760 0.0004846 0.0000966 0.0000334 0.0000047 0.0000067 0.0000057 0.0000282 0.0365935 0.4758317 3.8894626 0.5016544 0.0257638 0.0047993 0.0025704 0.0046483 0.0277397 0.0001460
C13 0.0011986 0.0005800 0.0000979 0.0000137 0.0000053 0.0000016 0.0000018 0.0000027 0.0000178 0.0116808 0.0263540 0.5016544 3.8715282 0.6897642 0.0349496 0.0463047 0.0349591 0.6649800 0.0000166
C14 0.0028203 0.0024352 0.0005781 0.0000608 0.0000347 0.0000104 0.0000094 0.0000137 0.0001182 0.0098950 0.0063791 0.0257638 0.6897642 3.9398196 0.6809249 0.0354781 0.0498995 0.0370975 0.0000448
C15 0.0003194 0.0002798 0.0001089 0.0000144 0.0000082 0.0000023 0.0000022 0.0000030 0.0000193 0.0010844 0.0007626 0.0047993 0.0349496 0.6809249 3.9562778 0.7046325 0.0388914 0.0527698 0.0000076
C16 0.0001949 0.0000898 0.0000150 0.0000023 0.0000012 0.0000004 0.0000003 0.0000006 0.0000043 0.0006170 0.0026477 0.0025704 0.0463047 0.0354781 0.7046325 3.9479692 0.6879953 0.0355090 0.0000028
C17 0.0000945 0.0001033 0.0000356 0.0000041 0.0000018 0.0000006 0.0000003 0.0000007 0.0000027 0.0007297 0.0007886 0.0046483 0.0349591 0.0498995 0.0388914 0.6879953 3.9551379 0.7058531 0.0000039
C18 0.0004395 0.0000986 0.0000321 0.0000067 0.0000026 0.0000009 0.0000011 0.0000016 0.0000098 0.0013523 0.0075556 0.0277397 0.6649800 0.0370975 0.0527698 0.0355090 0.7058531 3.9563454 0.0000046
