

C1 3.9744313 0.4969977 0.0255983 0.0074028 0.0004478 0.0031154 0.0004247 0.0000555 0.0000124 0.0000033 0.0000051 0.0000383 0.0000037 0.0000017 0.0000002 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4650582
C2 0.4969977 3.8682197 0.5006474 0.0198066 0.0024401 0.0058973 0.0006212 0.0001990 0.0000230 0.0000034 0.0000006 0.0000052 0.0000004 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0196667
C3 0.0255983 0.5006474 3.8696395 0.5066019 0.0228061 0.0026091 0.0002671 0.0002984 0.0000389 0.0000064 0.0000016 0.0000018 0.0000002 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0065885
C4 0.0074028 0.0198066 0.5066019 3.8686017 0.5004051 0.0217402 0.0056458 0.0009525 0.0001262 0.0000498 0.0000162 0.0000073 0.0000013 0.0000003 0.0000004 0.0000000 0.0000004 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0097090
C5 0.0004478 0.0024401 0.0228061 0.5004051 3.8738589 0.4999572 0.0251320 0.0092830 0.0018207 0.0004255 0.0000532 0.0000587 0.0000063 0.0000020 0.0000005 0.0000001 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0006398
C6 0.0031154 0.0058973 0.0026091 0.0217402 0.4999572 3.8745484 0.4842793 0.0214639 0.0088000 0.0019292 0.0001684 0.0004472 0.0000541 0.0000200 0.0000023 0.0000006 0.0000007 0.0000006 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0026689
C7 0.0004247 0.0006212 0.0002671 0.0056458 0.0251320 0.4842793 3.8764823 0.4959614 0.0218681 0.0092314 0.0011524 0.0001288 0.0000233 0.0000168 0.0000133 0.0000019 0.0000021 0.0000006 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0003608
C8 0.0000555 0.0001990 0.0002984 0.0009525 0.0092830 0.0214639 0.4959614 3.8784242 0.4868663 0.0247842 0.0055715 0.0012548 0.0001943 0.0000216 0.0000323 0.0000031 0.0000043 0.0000011 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000190
C9 0.0000124 0.0000230 0.0000389 0.0001262 0.0018207 0.0088000 0.0218681 0.4868663 3.8743556 0.4948219 0.0236820 0.0091306 0.0011116 0.0001041 0.0002633 0.0000234 0.0000263 0.0000071 0.0000008 0.0000006 0.0000003 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000178
C10 0.0000033 0.0000034 0.0000064 0.0000498 0.0004255 0.0019292 0.0092314 0.0247842 0.4948219 3.8709388 0.4910318 0.0245653 0.0056931 0.0010050 0.0001541 0.0000151 0.0000073 0.0000143 0.0000005 0.0000009 0.0000002 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000067
C11 0.0000051 0.0000006 0.0000016 0.0000162 0.0000532 0.0001684 0.0011524 0.0055715 0.0236820 0.4910318 3.8663793 0.4948647 0.0231940 0.0077055 0.0013697 0.0001176 0.0000422 0.0000733 0.0000025 0.0000058 0.0000009 0.0000001 0.0000001 0.0000001 0.0000005 0.0000001 0.0000004 0.0000001 0.0000274
C12 0.0000383 0.0000052 0.0000018 0.0000073 0.0000587 0.0004472 0.0001288 0.0012548 0.0091306 0.0245653 0.4948647 3.8707181 0.4881285 0.0217183 0.0076912 0.0008613 0.0002712 0.0004808 0.0000472 0.0000135 0.0000060 0.0000004 0.0000003 0.0000009 0.0000053 0.0000005 0.0000015 0.0000006 0.0001415
C13 0.0000037 0.0000004 0.0000002 0.0000013 0.0000063 0.0000541 0.0000233 0.0001943 0.0011116 0.0056931 0.0231940 0.4881285 3.8674673 0.4965296 0.0235998 0.0046424 0.0015501 0.0022520 0.0000926 0.0000097 0.0000027 0.0000012 0.0000004 0.0000023 0.0000102 0.0000016 0.0000058 0.0000030 0.0000208
C14 0.0000017 0.0000001 0.0000000 0.0000003 0.0000020 0.0000200 0.0000168 0.0000216 0.0001041 0.0010050 0.0077055 0.0217183 0.4965296 3.8600000 0.4902614 0.0211084 0.0074590 0.0223283 0.0008014 0.0001257 0.0000272 0.0000058 0.0000039 0.0000167 0.0000987 0.0000140 0.0000365 0.0000148 0.0000061
C15 0.0000002 0.0000000 0.0000001 0.0000004 0.0000005 0.0000023 0.0000133 0.0000323 0.0002633 0.0001541 0.0013697 0.0076912 0.0235998 0.4902614 3.9003444 0.4717223 0.0530264 0.0318800 0.0045792 0.0004727 0.0002461 0.0000140 0.0000114 0.0001210 0.0004657 0.0000843 0.0001820 0.0000175 0.0000010
C16 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000019 0.0000031 0.0000234 0.0000151 0.0001176 0.0008613 0.0046424 0.0211084 0.4717223 2.9286772 0.6621820 0.4469577 0.0108654 0.0040099 0.0009566 0.0000500 0.0000615 0.0005100 0.0033570 0.0003789 0.0020608 0.0000772 0.0000003
O17 0.0000002 0.0000001 0.0000001 0.0000004 0.0000005 0.0000007 0.0000021 0.0000043 0.0000263 0.0000073 0.0000422 0.0002712 0.0015501 0.0074590 0.0530264 0.6621820 8.1315334 0.1382265 0.0193085 0.0029121 0.0006034 0.0001668 0.0000890 0.0002976 0.0022982 0.0010187 0.0083035 0.0002356 0.0000004
O18 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000006 0.0000011 0.0000071 0.0000143 0.0000733 0.0004808 0.0022520 0.0223283 0.0318800 0.4469577 0.1382265 7.8266784 0.3903637 0.0451389 0.0068714 0.0008139 0.0006158 0.0033709 0.0352839 0.0024116 0.0054127 0.0012290 0.0000003
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000008 0.0000005 0.0000025 0.0000472 0.0000926 0.0008014 0.0045792 0.0108654 0.0193085 0.3903637 3.6154826 0.4726736 0.0202866 0.0037968 0.0050878 0.0201512 0.4744587 0.0208128 0.0061581 0.0065189 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000006 0.0000009 0.0000058 0.0000135 0.0000097 0.0001257 0.0004727 0.0040099 0.0029121 0.0451389 0.4726736 3.8719043 0.4821790 0.0255476 0.0210477 0.0124328 0.0187829 0.0030298 0.0006083 0.0003183 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000002 0.0000009 0.0000060 0.0000027 0.0000272 0.0002461 0.0009566 0.0006034 0.0068714 0.0202866 0.4821790 3.8185476 0.4871827 0.4865201 0.0204591 0.0051103 0.0002553 0.0000580 0.0004658 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000012 0.0000058 0.0000140 0.0000500 0.0001668 0.0008139 0.0037968 0.0255476 0.4871827 3.9742638 0.0269257 0.0021685 0.0004399 0.0002770 0.0000490 0.0042844 0.0000000
C23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000004 0.0000039 0.0000114 0.0000615 0.0000890 0.0006158 0.0050878 0.0210477 0.4865201 0.0269257 3.8864285 0.4993843 0.0204382 0.0013620 0.0004418 0.0037394 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000009 0.0000023 0.0000167 0.0001210 0.0005100 0.0002976 0.0033709 0.0201512 0.0124328 0.0204591 0.0021685 0.4993843 3.8762674 0.4838595 0.0232957 0.0051553 0.0039276 0.0000000
C25 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000005 0.0000053 0.0000102 0.0000987 0.0004657 0.0033570 0.0022982 0.0352839 0.4744587 0.0187829 0.0051103 0.0004399 0.0204382 0.4838595 3.8292641 0.4720081 0.0257768 0.0224458 0.0000000
C26 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000016 0.0000140 0.0000843 0.0003789 0.0010187 0.0024116 0.0208128 0.0030298 0.0002553 0.0002770 0.0013620 0.0232957 0.4720081 3.7892110 0.4857680 0.4956285 0.0000000
C27 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000015 0.0000058 0.0000365 0.0001820 0.0020608 0.0083035 0.0054127 0.0061581 0.0006083 0.0000580 0.0000490 0.0004418 0.0051553 0.0257768 0.4857680 3.9695195 0.0285350 0.0000000
C28 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000030 0.0000148 0.0000175 0.0000772 0.0002356 0.0012290 0.0065189 0.0003183 0.0004658 0.0042844 0.0037394 0.0039276 0.0224458 0.4956285 0.0285350 3.9692425 0.0000000
