

C1 3.9647595 0.4917874 0.0293721 0.0059628 0.0011617 0.0002588 0.0002360 0.0000452 0.0000042 0.0000624 0.4835090
C2 0.4917874 3.8863410 0.4911563 0.0234345 0.0090188 0.0012141 0.0004823 0.0000710 0.0000089 0.0001262 0.0210673
C3 0.0293721 0.4911563 3.8622796 0.4928459 0.0229722 0.0056642 0.0022809 0.0003340 0.0000337 0.0005877 0.0027805
C4 0.0059628 0.0234345 0.4928459 3.8700970 0.4737616 0.0351165 0.0123857 0.0018921 0.0001835 0.0030754 0.0007966
C5 0.0011617 0.0090188 0.0229722 0.4737616 3.9000298 0.5187945 0.0285162 0.0046152 0.0005744 0.0211343 0.0001805
C6 0.0002588 0.0012141 0.0056642 0.0351165 0.5187945 3.9337773 0.8549801 0.0411060 0.0050406 0.0424107 0.0000405
C7 0.0002360 0.0004823 0.0022809 0.0123857 0.0285162 0.8549801 3.9819633 0.5281251 0.0277129 0.0637276 0.0000347
C8 0.0000452 0.0000710 0.0003340 0.0018921 0.0046152 0.0411060 0.5281251 3.2451506 0.4905098 0.6965613 0.0000069
C9 0.0000042 0.0000089 0.0000337 0.0001835 0.0005744 0.0050406 0.0277129 0.4905098 4.0220521 0.0668150 0.0000007
O10 0.0000624 0.0001262 0.0005877 0.0030754 0.0211343 0.0424107 0.0637276 0.6965613 0.0668150 8.1027161 0.0000102
