

O1 8.0984614 0.6634812 0.0559583 0.0316249 0.0029628 0.0030471 0.0003220 0.0027133 0.0004012 0.0034724 0.1315554 0.0152213 0.0158573 0.0021201 0.0009988 0.0009060 0.0025073 0.0185646 0.0090693
C2 0.6634812 2.9463654 0.5094537 0.0400923 0.0065445 0.0028469 0.0002854 0.0017030 0.0004126 0.0025202 0.4250484 0.0116016 0.0029530 0.0004701 0.0001921 0.0001966 0.0004947 0.0043808 0.0180926
C3 0.0559583 0.5094537 3.9514275 0.8371302 0.0330720 0.0234099 0.0024814 0.0113861 0.0023279 0.0203850 0.0354675 0.0041637 0.0005235 0.0001953 0.0000454 0.0000606 0.0000845 0.0006303 0.4613809
C4 0.0316249 0.0400923 0.8371302 3.9292090 0.5510827 0.0295474 0.0068938 0.0037682 0.0050448 0.0328087 0.0174312 0.0006969 0.0004305 0.0001013 0.0000446 0.0000424 0.0000527 0.0002480 0.0245869
C5 0.0029628 0.0065445 0.0330720 0.5510827 3.8597820 0.6671994 0.0361171 0.0421997 0.0339877 0.6651410 0.0013857 0.0000476 0.0000355 0.0000087 0.0000033 0.0000042 0.0000046 0.0000240 0.0037396
C6 0.0030471 0.0028469 0.0234099 0.0295474 0.6671994 3.9445446 0.6948244 0.0356986 0.0507188 0.0340563 0.0010602 0.0000838 0.0000473 0.0000120 0.0000056 0.0000058 0.0000053 0.0000235 0.0090254
C7 0.0003220 0.0002854 0.0024814 0.0068938 0.0361171 0.6948244 3.9505205 0.6953961 0.0361143 0.0483403 0.0001565 0.0000153 0.0000056 0.0000017 0.0000007 0.0000008 0.0000006 0.0000028 0.0010106
C8 0.0027133 0.0017030 0.0113861 0.0037682 0.0421997 0.0356986 0.6953961 3.9513066 0.6916969 0.0379829 0.0005629 0.0000314 0.0000401 0.0000092 0.0000052 0.0000056 0.0000048 0.0000204 0.0005936
C9 0.0004012 0.0004126 0.0023279 0.0050448 0.0339877 0.0507188 0.0361143 0.6916969 3.9452300 0.6984279 0.0000911 0.0000056 0.0000060 0.0000014 0.0000008 0.0000009 0.0000009 0.0000038 0.0001645
C10 0.0034724 0.0025202 0.0203850 0.0328087 0.6651410 0.0340563 0.0483403 0.0379829 0.6984279 3.9545007 0.0007370 0.0000437 0.0000495 0.0000114 0.0000060 0.0000064 0.0000062 0.0000255 0.0010255
O11 0.1315554 0.4250484 0.0354675 0.0174312 0.0013857 0.0010602 0.0001565 0.0005629 0.0000911 0.0007370 7.9118946 0.4138234 0.0361419 0.0057278 0.0014066 0.0006442 0.0014432 0.0146273 0.0040496
C12 0.0152213 0.0116016 0.0041637 0.0006969 0.0000476 0.0000838 0.0000153 0.0000314 0.0000056 0.0000437 0.4138234 3.5865828 0.4901115 0.0290156 0.0048034 0.0029020 0.0046726 0.0244611 0.0006466
C13 0.0158573 0.0029530 0.0005235 0.0004305 0.0000355 0.0000473 0.0000056 0.0000401 0.0000060 0.0000495 0.0361419 0.4901115 3.8744428 0.6634611 0.0369121 0.0492826 0.0365936 0.6855978 0.0000460
C14 0.0021201 0.0004701 0.0001953 0.0001013 0.0000087 0.0000120 0.0000017 0.0000092 0.0000014 0.0000114 0.0057278 0.0290156 0.6634611 3.9550870 0.7124192 0.0354114 0.0515219 0.0334014 0.0000209
C15 0.0009988 0.0001921 0.0000454 0.0000446 0.0000033 0.0000056 0.0000007 0.0000052 0.0000008 0.0000060 0.0014066 0.0048034 0.0369121 0.7124192 3.9365247 0.6849284 0.0381138 0.0478684 0.0000065
C16 0.0009060 0.0001966 0.0000606 0.0000424 0.0000042 0.0000058 0.0000008 0.0000056 0.0000009 0.0000064 0.0006442 0.0029020 0.0492826 0.0354114 0.6849284 3.9560847 0.7034412 0.0354410 0.0000048
C17 0.0025073 0.0004947 0.0000845 0.0000527 0.0000046 0.0000053 0.0000006 0.0000048 0.0000009 0.0000062 0.0014432 0.0046726 0.0365936 0.0515219 0.0381138 0.7034412 3.9540842 0.6827214 0.0000052
C18 0.0185646 0.0043808 0.0006303 0.0002480 0.0000240 0.0000235 0.0000028 0.0000204 0.0000038 0.0000255 0.0146273 0.0244611 0.6855978 0.0334014 0.0478684 0.0354410 0.6827214 3.9222977 0.0000262
