

C1 4.0660529 0.8842299 0.0383943 0.0363963 0.0122763 0.0020695 0.0003039 0.0000672 0.0020283 0.0012565 0.0121437 0.4847376
C2 0.8842299 3.8836038 0.5072209 0.4967372 0.0257643 0.0054492 0.0005325 0.0001115 0.0035330 0.0014429 0.0304632 0.0312075
C3 0.0383943 0.5072209 3.9746142 0.0188463 0.0045864 0.0007261 0.0001499 0.0000329 0.0004595 0.0003878 0.0074760 0.0066039
C4 0.0363963 0.4967372 0.0188463 3.7982392 0.4773996 0.0260633 0.0040053 0.0005334 0.0203566 0.0095320 0.4741053 0.0077124
C5 0.0122763 0.0257643 0.0045864 0.4773996 3.8928739 0.4887915 0.0228380 0.0024097 0.0139581 0.0032586 0.0221010 0.0007852
C6 0.0020695 0.0054492 0.0007261 0.0260633 0.4887915 3.8836540 0.4821418 0.0256048 0.0209971 0.0083659 0.0047524 0.0001509
C7 0.0003039 0.0005325 0.0001499 0.0040053 0.0228380 0.4821418 3.8616809 0.4879914 0.4683043 0.0577206 0.0231506 0.0000161
C8 0.0000672 0.0001115 0.0000329 0.0005334 0.0024097 0.0256048 0.4879914 3.9816716 0.0228333 0.0325155 0.0038258 0.0000055
C9 0.0020283 0.0035330 0.0004595 0.0203566 0.0139581 0.0209971 0.4683043 0.0228333 3.2428044 0.7060082 0.4815826 0.0001217
O10 0.0012565 0.0014429 0.0003878 0.0095320 0.0032586 0.0083659 0.0577206 0.0325155 0.7060082 8.1248540 0.0651033 0.0000929
C11 0.0121437 0.0304632 0.0074760 0.4741053 0.0221010 0.0047524 0.0231506 0.0038258 0.4815826 0.0651033 3.9446158 0.0007967
