

C1 4.0869610 0.5530935 0.0384799 0.0018641 0.4744637
S2 0.5530935 14.6650773 0.6462460 0.0392375 0.0265069
S3 0.0384799 0.6462460 14.6642904 0.5513670 0.0102527
C4 0.0018641 0.0392375 0.5513670 4.0948500 0.0006389
