

C1 3.9506706 0.4999036 0.0237030 0.0029281 0.0258384 0.4763060
C2 0.4999036 3.8613393 0.4946460 0.0226157 0.0055483 0.0209673
C3 0.0237030 0.4946460 3.8648395 0.4810502 0.0374434 0.0013942
C4 0.0029281 0.0226157 0.4810502 3.5151967 0.4451120 0.0005184
O5 0.0258384 0.0055483 0.0374434 0.4451120 8.0884388 0.0110734
