

C1 3.9546146 0.4964691 0.0272065 0.0126374 0.0012850 0.0000870 0.0000288 0.0000045 0.0000228 0.0000011 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.4813860
C2 0.4964691 3.8804242 0.4857333 0.0262974 0.0057066 0.0011555 0.0003725 0.0000461 0.0000439 0.0000108 0.0000051 0.0000008 0.0000003 0.0000001 0.0000000 0.0000000 0.0000001 0.0206196
C3 0.0272065 0.4857333 3.8736982 0.4840624 0.0250244 0.0057040 0.0013937 0.0001077 0.0001416 0.0000454 0.0000102 0.0000014 0.0000009 0.0000002 0.0000002 0.0000001 0.0000003 0.0042386
C4 0.0126374 0.0262974 0.4840624 3.8776765 0.4866146 0.0274446 0.0073610 0.0006560 0.0012144 0.0002158 0.0000501 0.0000081 0.0000037 0.0000008 0.0000010 0.0000003 0.0000017 0.0020880
C5 0.0012850 0.0057066 0.0250244 0.4866146 3.8796888 0.4819504 0.0385919 0.0033383 0.0126289 0.0003974 0.0002181 0.0000374 0.0000092 0.0000027 0.0000019 0.0000015 0.0000051 0.0003111
C6 0.0000870 0.0011555 0.0057040 0.0274446 0.4819504 3.6044227 0.4075688 0.0116680 0.0119156 0.0044169 0.0003493 0.0000864 0.0000483 0.0000054 0.0000222 0.0000053 0.0000308 0.0000313
O7 0.0000288 0.0003725 0.0013937 0.0073610 0.0385919 0.4075688 7.9305788 0.4350283 0.1371587 0.0364275 0.0104843 0.0014160 0.0004515 0.0000961 0.0001217 0.0000421 0.0002352 0.0000076
C8 0.0000045 0.0000461 0.0001077 0.0006560 0.0033383 0.0116680 0.4350283 2.9059327 0.6619401 0.4707068 0.0312249 0.0053429 0.0012305 0.0001791 0.0005442 0.0001690 0.0011084 0.0000014
O9 0.0000228 0.0000439 0.0001416 0.0012144 0.0126289 0.0119156 0.1371587 0.6619401 8.1600591 0.0543868 0.0139815 0.0024098 0.0005873 0.0001097 0.0003338 0.0001752 0.0007892 0.0000108
C10 0.0000011 0.0000108 0.0000454 0.0002158 0.0003974 0.0044169 0.0364275 0.4707068 0.0543868 3.8902417 0.4753654 0.0270549 0.0078830 0.0009175 0.0029331 0.0009207 0.0078563 0.0000004
C11 0.0000003 0.0000051 0.0000102 0.0000501 0.0002181 0.0003493 0.0104843 0.0312249 0.0139815 0.4753654 3.8833933 0.5019527 0.0280558 0.0050227 0.0027474 0.0046273 0.0277187 0.0000001
C12 0.0000001 0.0000008 0.0000014 0.0000081 0.0000374 0.0000864 0.0014160 0.0053429 0.0024098 0.0270549 0.5019527 3.8733087 0.6943585 0.0367330 0.0479554 0.0358576 0.6635542 0.0000001
C13 0.0000001 0.0000003 0.0000009 0.0000037 0.0000092 0.0000483 0.0004515 0.0012305 0.0005873 0.0078830 0.0280558 0.6943585 3.9485673 0.6888669 0.0356367 0.0475832 0.0351936 0.0000001
C14 0.0000000 0.0000001 0.0000002 0.0000008 0.0000027 0.0000054 0.0000961 0.0001791 0.0001097 0.0009175 0.0050227 0.0367330 0.6888669 3.9652679 0.6987150 0.0379884 0.0540667 0.0000000
C15 0.0000000 0.0000000 0.0000002 0.0000010 0.0000019 0.0000222 0.0001217 0.0005442 0.0003338 0.0029331 0.0027474 0.0479554 0.0356367 0.6987150 3.9647179 0.6911148 0.0361716 0.0000000
C16 0.0000000 0.0000000 0.0000001 0.0000003 0.0000015 0.0000053 0.0000421 0.0001690 0.0001752 0.0009207 0.0046273 0.0358576 0.0475832 0.0379884 0.6911148 3.9493565 0.7067444 0.0000000
C17 0.0000001 0.0000001 0.0000003 0.0000017 0.0000051 0.0000308 0.0002352 0.0011084 0.0007892 0.0078563 0.0277187 0.6635542 0.0351936 0.0540667 0.0361716 0.7067444 3.9665958 0.0000001
