

C1 3.9649082 0.5038253 0.0245065 0.0055908 0.0009957 0.0001477 0.0000194 0.0000033 0.0000032 0.0000004 0.0000001 0.0000001 0.0000001 0.0000001 0.4772002
C2 0.5038253 3.8712839 0.4918662 0.0235122 0.0079565 0.0009898 0.0000914 0.0000157 0.0000213 0.0000032 0.0000004 0.0000004 0.0000001 0.0000003 0.0227175
C3 0.0245065 0.4918662 3.8671540 0.4912797 0.0229223 0.0054899 0.0007767 0.0001354 0.0000203 0.0000032 0.0000014 0.0000009 0.0000003 0.0000004 0.0031327
C4 0.0055908 0.0235122 0.4912797 3.8731274 0.4949903 0.0236153 0.0059562 0.0008172 0.0001273 0.0000204 0.0000110 0.0000063 0.0000012 0.0000013 0.0004402
C5 0.0009957 0.0079565 0.0229223 0.4949903 3.8609357 0.4919256 0.0220508 0.0059842 0.0009633 0.0001602 0.0000250 0.0000107 0.0000075 0.0000052 0.0000636
C6 0.0001477 0.0009898 0.0054899 0.0236153 0.4919256 3.8594142 0.5018065 0.0250164 0.0085840 0.0012018 0.0001203 0.0000559 0.0000291 0.0000303 0.0000127
C7 0.0000194 0.0000914 0.0007767 0.0059562 0.0220508 0.5018065 3.8677916 0.4852748 0.0251712 0.0058505 0.0012379 0.0004137 0.0001024 0.0000812 0.0000062
C8 0.0000033 0.0000157 0.0001354 0.0008172 0.0059842 0.0250164 0.4852748 3.8724256 0.4968798 0.0241293 0.0072365 0.0029455 0.0006064 0.0005133 0.0000009
C9 0.0000032 0.0000213 0.0000203 0.0001273 0.0009633 0.0085840 0.0251712 0.4968798 3.8614490 0.4835960 0.0257481 0.0104325 0.0012254 0.0020343 0.0000004
C10 0.0000004 0.0000032 0.0000032 0.0000204 0.0001602 0.0012018 0.0058505 0.0241293 0.4835960 3.8828991 0.5188651 0.0331077 0.0075486 0.0042216 0.0000002
C11 0.0000001 0.0000004 0.0000014 0.0000110 0.0000250 0.0001203 0.0012379 0.0072365 0.0257481 0.5188651 3.8735527 0.8575822 0.0385711 0.0521478 0.0000001
C12 0.0000001 0.0000004 0.0000009 0.0000063 0.0000107 0.0000559 0.0004137 0.0029455 0.0104325 0.0331077 0.8575822 3.9520665 0.5703555 0.0534018 0.0000001
C13 0.0000001 0.0000001 0.0000003 0.0000012 0.0000075 0.0000291 0.0001024 0.0006064 0.0012254 0.0075486 0.0385711 0.5703555 3.3947194 1.2089231 0.0000000
N14 0.0000001 0.0000003 0.0000004 0.0000013 0.0000052 0.0000303 0.0000812 0.0005133 0.0020343 0.0042216 0.0521478 0.0534018 1.2089231 6.6616272 0.0000001
