

C1 3.9853455 0.5037418 0.0386953 0.0232645 0.5471087 0.4622454
C2 0.5037418 3.9832691 0.5497042 0.0222581 0.0399353 0.0194350
S3 0.0386953 0.5497042 14.6563890 0.5392625 0.0721060 0.0077565
C4 0.0232645 0.0222581 0.5392625 4.0883050 0.5464434 0.0055114
S5 0.5471087 0.0399353 0.0721060 0.5464434 14.6375921 0.0277253
