

C1 3.6777023 0.4325710 0.0143723 0.0125603 0.0011144 0.0000857 0.0000427 0.0000098 0.0000170 0.0005973 0.0009262 0.0003006 0.0000558 0.0043884 0.0010828 0.4660751
O2 0.4325710 7.9056599 0.4560064 0.0546973 0.0075884 0.0011135 0.0003147 0.0001652 0.0001160 0.0100909 0.0065710 0.0016938 0.0002939 0.0456766 0.0249260 0.0278303
C3 0.0143723 0.4560064 3.5535725 0.6628960 0.0325862 0.0050744 0.0022980 0.0006769 0.0007635 0.0372967 0.0350213 0.0070607 0.0009850 0.6261317 0.0511274 0.0045113
C4 0.0125603 0.0546973 0.6628960 3.9539486 0.6558276 0.0330397 0.0190087 0.0029038 0.0050027 0.0383079 0.0361828 0.0102833 0.0006063 0.0304726 0.0073714 0.0015990
C5 0.0011144 0.0075884 0.0325862 0.6558276 3.8482170 0.5562573 0.0316975 0.0075792 0.0041546 0.6704461 0.0339766 0.0077451 0.0010558 0.0336152 0.0101613 0.0001365
C6 0.0000857 0.0011135 0.0050744 0.0330397 0.5562573 3.9520475 0.8247862 0.0472677 0.0437636 0.0286156 0.0068113 0.0019089 0.0000913 0.0038771 0.0019036 0.0000319
C7 0.0000427 0.0003147 0.0022980 0.0190087 0.0316975 0.8247862 3.9640264 0.5363442 0.0708185 0.0213925 0.0023888 0.0003044 0.0000893 0.0097006 0.0037871 0.0000051
C8 0.0000098 0.0001652 0.0006769 0.0029038 0.0075792 0.0472677 0.5363442 3.2972891 0.7316542 0.0034866 0.0005047 0.0000828 0.0000119 0.0022860 0.0010952 0.0000017
O9 0.0000170 0.0001160 0.0007635 0.0050027 0.0041546 0.0437636 0.0708185 0.7316542 8.1020501 0.0047388 0.0006226 0.0000739 0.0000173 0.0040710 0.0017756 0.0000017
C10 0.0005973 0.0100909 0.0372967 0.0383079 0.6704461 0.0286156 0.0213925 0.0034866 0.0047388 3.9599540 0.6498494 0.0581394 0.0120245 0.0300364 0.0064886 0.0001010
C11 0.0009262 0.0065710 0.0350213 0.0361828 0.0339766 0.0068113 0.0023888 0.0005047 0.0006226 0.6498494 3.5194332 0.4568529 0.0141629 0.6267710 0.0460819 0.0001735
O12 0.0003006 0.0016938 0.0070607 0.0102833 0.0077451 0.0019089 0.0003044 0.0000828 0.0000739 0.0581394 0.4568529 7.9118310 0.4333348 0.0468239 0.0242825 0.0000514
C13 0.0000558 0.0002939 0.0009850 0.0006063 0.0010558 0.0000913 0.0000893 0.0000119 0.0000173 0.0120245 0.0141629 0.4333348 3.6505607 0.0043350 0.0008639 0.0000114
C14 0.0043884 0.0456766 0.6261317 0.0304726 0.0336152 0.0038771 0.0097006 0.0022860 0.0040710 0.0300364 0.6267710 0.0468239 0.0043350 3.4975893 0.4632952 0.0005235
O15 0.0010828 0.0249260 0.0511274 0.0073714 0.0101613 0.0019036 0.0037871 0.0010952 0.0017756 0.0064886 0.0460819 0.0242825 0.0008639 0.4632952 8.1258381 0.0000755
