

C1 3.9703550 0.5041694 0.0337541 0.0048853 0.0113039 0.0054719 0.0003088 0.0007072 0.0006503 0.0002632 0.0000503 0.0000462 0.0000246 0.0001781 0.0010761 0.0060979 0.0085189 0.0258813 0.0045560 0.0004033 0.0000657 0.0000080 0.0000243 0.0000163 0.0000021 0.0000004 0.0000002 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4691565
C2 0.5041694 3.8667169 0.8693498 0.0308106 0.0039522 0.0007198 0.0007779 0.0001609 0.0001563 0.0000957 0.0000212 0.0000321 0.0000108 0.0000734 0.0002789 0.0008234 0.0050961 0.4948362 0.0204813 0.0052090 0.0008827 0.0000986 0.0002105 0.0001534 0.0000232 0.0000043 0.0000020 0.0000016 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0196748
C3 0.0337541 0.8693498 3.9672375 0.5183445 0.0226080 0.0076755 0.0016353 0.0010999 0.0014784 0.0002436 0.0001057 0.0000890 0.0000794 0.0001228 0.0003529 0.0019287 0.0088423 0.0306630 0.0098459 0.0079400 0.0006098 0.0000761 0.0003201 0.0000716 0.0000090 0.0000063 0.0000022 0.0000010 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0051045
C4 0.0048853 0.0308106 0.5183445 3.8902893 0.5090309 0.0275278 0.0152318 0.0045167 0.0027967 0.0004464 0.0001435 0.0001192 0.0002161 0.0006258 0.0031205 0.0174197 0.0144286 0.0053613 0.0007597 0.0003676 0.0000396 0.0000048 0.0000312 0.0000038 0.0000004 0.0000005 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0016987
C5 0.0113039 0.0039522 0.0226080 0.5090309 3.8826792 0.7761283 0.0289864 0.0376522 0.0345776 0.0077814 0.0021143 0.0017211 0.0020589 0.0040801 0.0236724 0.5049239 0.0569345 0.0003983 0.0002570 0.0000863 0.0000078 0.0000011 0.0000084 0.0000013 0.0000001 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0169351
C6 0.0054719 0.0007198 0.0076755 0.0275278 0.7761283 3.9036071 0.5113769 0.5193023 0.0563056 0.0243192 0.0041261 0.0017461 0.0015756 0.0019383 0.0082034 0.0412949 0.0314458 0.0003589 0.0000886 0.0000231 0.0000034 0.0000004 0.0000043 0.0000006 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0091062
C7 0.0003088 0.0007779 0.0016353 0.0152318 0.0289864 0.5113769 3.9837230 0.0193098 0.0217699 0.0035594 0.0007328 0.0002286 0.0001238 0.0001523 0.0004813 0.0054707 0.0029664 0.0000588 0.0000100 0.0000070 0.0000008 0.0000002 0.0000006 0.0000002 0.0000001 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0008892
C8 0.0007072 0.0001609 0.0010999 0.0045167 0.0376522 0.5193023 0.0193098 3.3011824 0.6949878 0.5115843 0.0268499 0.0047251 0.0051809 0.0050953 0.0282230 0.0082769 0.0064042 0.0000997 0.0000226 0.0000052 0.0000007 0.0000001 0.0000010 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0010218
O9 0.0006503 0.0001563 0.0014784 0.0027967 0.0345776 0.0563056 0.0217699 0.6949878 8.0003504 0.0556870 0.0297511 0.0027372 0.0089277 0.0043660 0.0163188 0.0065402 0.0168889 0.0001085 0.0000178 0.0000057 0.0000013 0.0000002 0.0000015 0.0000004 0.0000002 0.0000001 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0006597
C10 0.0002632 0.0000957 0.0002436 0.0004464 0.0077814 0.0243192 0.0035594 0.5115843 0.0556870 3.8999670 0.6631673 0.0359026 0.0438169 0.0336957 0.6534739 0.0265823 0.0159952 0.0000167 0.0000074 0.0000010 0.0000004 0.0000002 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0005117
C11 0.0000503 0.0000212 0.0001057 0.0001435 0.0021143 0.0041261 0.0007328 0.0268499 0.0297511 0.6631673 3.9363420 0.7043255 0.0380913 0.0464571 0.0320986 0.0047106 0.0041964 0.0000099 0.0000014 0.0000005 0.0000002 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000582
C12 0.0000462 0.0000321 0.0000890 0.0001192 0.0017211 0.0017461 0.0002286 0.0047251 0.0027372 0.0359026 0.7043255 3.9437325 0.6821473 0.0352059 0.0426168 0.0045893 0.0083126 0.0000022 0.0000013 0.0000002 0.0000002 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000726
C13 0.0000246 0.0000108 0.0000794 0.0002161 0.0020589 0.0015756 0.0001238 0.0051809 0.0089277 0.0438169 0.0380913 0.6821473 3.9451848 0.7016891 0.0364190 0.0045522 0.0029168 0.0000044 0.0000009 0.0000007 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000546
C14 0.0001781 0.0000734 0.0001228 0.0006258 0.0040801 0.0019383 0.0001523 0.0050953 0.0043660 0.0336957 0.0464571 0.0352059 0.7016891 3.9407467 0.6648554 0.0259156 0.0302878 0.0000052 0.0000028 0.0000011 0.0000004 0.0000002 0.0000002 0.0000001 0.0000001 0.0000000 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000799
C15 0.0010761 0.0002789 0.0003529 0.0031205 0.0236724 0.0082034 0.0004813 0.0282230 0.0163188 0.6534739 0.0320986 0.0426168 0.0364190 0.6648554 3.8996173 0.5073126 0.0581729 0.0000365 0.0000165 0.0000064 0.0000010 0.0000006 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0008268
C16 0.0060979 0.0008234 0.0019287 0.0174197 0.5049239 0.0412949 0.0054707 0.0082769 0.0065402 0.0265823 0.0047106 0.0045893 0.0045522 0.0259156 0.5073126 3.2832249 0.6920407 0.0000840 0.0000292 0.0000087 0.0000025 0.0000014 0.0000009 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0036551
O17 0.0085189 0.0050961 0.0088423 0.0144286 0.0569345 0.0314458 0.0029664 0.0064042 0.0168889 0.0159952 0.0041964 0.0083126 0.0029168 0.0302878 0.0581729 0.6920407 8.0197670 0.0001952 0.0000501 0.0001273 0.0000920 0.0001459 0.0000198 0.0000119 0.0000038 0.0000005 0.0000006 0.0000003 0.0000002 0.0000001 0.0000000 0.0000000 0.0000001 0.0012956
C18 0.0258813 0.4948362 0.0306630 0.0053613 0.0003983 0.0003589 0.0000588 0.0000997 0.0001085 0.0000167 0.0000099 0.0000022 0.0000044 0.0000052 0.0000365 0.0000840 0.0001952 3.8820133 0.4994692 0.0215709 0.0069185 0.0008632 0.0013320 0.0002904 0.0000341 0.0000038 0.0000017 0.0000037 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0041348
C19 0.0045560 0.0204813 0.0098459 0.0007597 0.0002570 0.0000886 0.0000100 0.0000226 0.0000178 0.0000074 0.0000014 0.0000013 0.0000009 0.0000028 0.0000165 0.0000292 0.0000501 0.4994692 3.8712800 0.4940362 0.0214668 0.0050746 0.0081137 0.0017831 0.0001412 0.0000494 0.0000135 0.0000240 0.0000026 0.0000004 0.0000001 0.0000000 0.0000002 0.0010086
C20 0.0004033 0.0052090 0.0079400 0.0003676 0.0000863 0.0000231 0.0000070 0.0000052 0.0000057 0.0000010 0.0000005 0.0000002 0.0000007 0.0000011 0.0000064 0.0000087 0.0001273 0.0215709 0.4940362 3.8673233 0.4730983 0.0274086 0.0207305 0.0088090 0.0009713 0.0004182 0.0000969 0.0000791 0.0000073 0.0000010 0.0000001 0.0000001 0.0000002 0.0000827
C21 0.0000657 0.0008827 0.0006098 0.0000396 0.0000078 0.0000034 0.0000008 0.0000007 0.0000013 0.0000004 0.0000002 0.0000002 0.0000002 0.0000004 0.0000010 0.0000025 0.0000920 0.0069185 0.0214668 0.4730983 3.7982335 0.4923490 0.4824087 0.0222074 0.0052094 0.0008207 0.0001292 0.0001525 0.0000123 0.0000021 0.0000003 0.0000001 0.0000013 0.0000102
