

C1 3.9676631 0.5083927 0.0235719 0.0322360 0.0133955 0.0012727 0.0001729 0.0000400 0.0000179 0.0000200 0.0000934 0.4708640
C2 0.5083927 3.8968142 0.5085996 0.8634195 0.0335897 0.0116904 0.0020688 0.0005144 0.0001663 0.0001602 0.0004978 0.0222245
C3 0.0235719 0.5085996 3.9635117 0.0369310 0.0057042 0.0009130 0.0002470 0.0000729 0.0000156 0.0000377 0.0001023 0.0022053
C4 0.0322360 0.8634195 0.0369310 3.9603991 0.5152775 0.0282999 0.0056719 0.0009950 0.0001890 0.0005099 0.0016955 0.0112405
C5 0.0133955 0.0335897 0.0057042 0.5152775 3.8633617 0.4808040 0.0302198 0.0060589 0.0010513 0.0023573 0.0097205 0.0043635
C6 0.0012727 0.0116904 0.0009130 0.0282999 0.4808040 3.8732368 0.5035834 0.0227829 0.0047723 0.0074830 0.0259670 0.0008765
C7 0.0001729 0.0020688 0.0002470 0.0056719 0.0302198 0.5035834 3.8817947 0.6377537 0.0419930 0.0791952 0.7149336 0.0001600
C8 0.0000400 0.0005144 0.0000729 0.0009950 0.0060589 0.0227829 0.6377537 3.9913621 0.7266931 0.0885555 0.0453870 0.0000436
C9 0.0000179 0.0001663 0.0000156 0.0001890 0.0010513 0.0047723 0.0419930 0.7266931 3.6480779 0.4956223 0.0889188 0.0000383
O10 0.0000200 0.0001602 0.0000377 0.0005099 0.0023573 0.0074830 0.0791952 0.0885555 0.4956223 7.8925117 0.4869910 0.0000285
C11 0.0000934 0.0004978 0.0001023 0.0016955 0.0097205 0.0259670 0.7149336 0.0453870 0.0889188 0.4869910 3.6745000 0.0001822
