

C1 4.0434674 0.9156271 0.0408918 0.0154536 0.0010647 0.0025456 0.0004828 0.0000768 0.0000208 0.0001768 0.4844982
C2 0.9156271 3.9465279 0.5015425 0.0411171 0.0038899 0.0185784 0.0004305 0.0001522 0.0000353 0.0001875 0.0330060
C3 0.0408918 0.5015425 3.6178284 0.4072384 0.0120638 0.0162115 0.0043034 0.0003684 0.0000604 0.0003477 0.0077956
O4 0.0154536 0.0411171 0.4072384 7.8674862 0.4430760 0.1394477 0.0288827 0.0103780 0.0012960 0.0143919 0.0010317
C5 0.0010647 0.0038899 0.0120638 0.4430760 2.9587064 0.6667669 0.4731278 0.0205155 0.0053351 0.0039126 0.0001116
O6 0.0025456 0.0185784 0.0162115 0.1394477 0.6667669 8.1177030 0.0564001 0.0084720 0.0016847 0.0007757 0.0005972
C7 0.0004828 0.0004305 0.0043034 0.0288827 0.4731278 0.0564001 3.8655078 0.4854413 0.0293091 0.0261505 0.0000320
C8 0.0000768 0.0001522 0.0003684 0.0103780 0.0205155 0.0084720 0.4854413 3.8055887 0.4847444 0.4866625 0.0000098
C9 0.0000208 0.0000353 0.0000604 0.0012960 0.0053351 0.0016847 0.0293091 0.4847444 3.9612950 0.0302311 0.0000031
C10 0.0001768 0.0001875 0.0003477 0.0143919 0.0039126 0.0007757 0.0261505 0.4866625 0.0302311 3.9686316 0.0000107
