

C1 3.9519263 0.4917262 0.0282624 0.0239165 0.0160441 0.0012215 0.0003419 0.0000270 0.0000061 0.0000009 0.0000016 0.0000002 0.0000007 0.0000002 0.0000000 0.0000003 0.0000000 0.0000001 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000001 0.0000013 0.0000042 0.0000233 0.0000623 0.0000192 0.0002477 0.0008342 0.0043371 0.4781544
C2 0.4917262 3.8024917 0.4904405 0.4902274 0.0289173 0.0053486 0.0020144 0.0002741 0.0000323 0.0000061 0.0000124 0.0000008 0.0000020 0.0000008 0.0000001 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000054 0.0000133 0.0000850 0.0000997 0.0000241 0.0003341 0.0044065 0.0215847 0.0202131
C3 0.0282624 0.4904405 3.9540431 0.0261018 0.0091042 0.0007829 0.0012247 0.0001010 0.0000257 0.0000069 0.0000058 0.0000010 0.0000017 0.0000004 0.0000001 0.0000003 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000012 0.0000037 0.0000129 0.0000614 0.0000032 0.0002918 0.0006449 0.0077224 0.0042350
C4 0.0239165 0.4902274 0.0261018 3.9015781 0.8400595 0.0318876 0.0337868 0.0024961 0.0003957 0.0000767 0.0001437 0.0000089 0.0000318 0.0000055 0.0000010 0.0000011 0.0000002 0.0000001 0.0000002 0.0000000 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000269 0.0001045 0.0004392 0.0007174 0.0001376 0.0071942 0.0219561 0.5083754 0.0056372
C5 0.0160441 0.0289173 0.0091042 0.8400595 3.9761816 0.5344418 0.0368311 0.0056638 0.0004940 0.0000998 0.0001309 0.0000143 0.0000183 0.0000073 0.0000013 0.0000010 0.0000004 0.0000001 0.0000003 0.0000001 0.0000004 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000002 0.0000001 0.0000002 0.0000268 0.0000999 0.0002903 0.0040697 0.0007105 0.0220169 0.0086719 0.0310357 0.0022814
C6 0.0012215 0.0053486 0.0007829 0.0318876 0.5344418 3.8998622 0.8441810 0.0302912 0.0079887 0.0006448 0.0008687 0.0000940 0.0001717 0.0000348 0.0000051 0.0000051 0.0000012 0.0000005 0.0000010 0.0000001 0.0000012 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000002 0.0000003 0.0000001 0.0000003 0.0001222 0.0003841 0.0025279 0.0189715 0.0043595 0.4944930 0.0272762 0.0060105 0.0002027
C7 0.0003419 0.0020144 0.0012247 0.0337868 0.0368311 0.8441810 3.9561088 0.5164235 0.0226296 0.0043769 0.0025577 0.0005097 0.0003046 0.0001936 0.0000357 0.0000153 0.0000105 0.0000006 0.0000029 0.0000003 0.0000058 0.0000009 0.0000001 0.0000004 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000002 0.0000003 0.0000005 0.0000005 0.0000021 0.0004740 0.0002230 0.0018657 0.0062275 0.0007945 0.0295138 0.0091123 0.0020512 0.0000683
C8 0.0000270 0.0002741 0.0001010 0.0024961 0.0056638 0.0302912 0.5164235 3.8713043 0.4815492 0.0237065 0.0252780 0.0022370 0.0025471 0.0006102 0.0001001 0.0000554 0.0000244 0.0000027 0.0000087 0.0000005 0.0000175 0.0000016 0.0000001 0.0000006 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000003 0.0000009 0.0000050 0.0021032 0.0003402 0.0044500 0.0194913 0.0050729 0.0058437 0.0006132 0.0001795 0.0000042
C9 0.0000061 0.0000323 0.0000257 0.0003957 0.0004940 0.0079887 0.0226296 0.4815492 3.8358179 0.4680570 0.0177370 0.0206751 0.0286448 0.0035105 0.0005242 0.0003956 0.0001561 0.0000080 0.0000170 0.0000013 0.0000244 0.0000100 0.0000005 0.0000038 0.0000011 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000003 0.0000005 0.0000014 0.0000053 0.0000419 0.0165449 0.0044408 0.0221908 0.4710699 0.0246953 0.0197823 0.0042560 0.0007033 0.0000017
C10 0.0000009 0.0000061 0.0000069 0.0000767 0.0000998 0.0006448 0.0043769 0.0237065 0.4680570 3.7715797 0.4722911 0.4473965 0.0441326 0.0271352 0.0029049 0.0013994 0.0009131 0.0000592 0.0000621 0.0000047 0.0005113 0.0000475 0.0000027 0.0000174 0.0000049 0.0000009 0.0000006 0.0000001 0.0000000 0.0000000 0.0000013 0.0000034 0.0000070 0.0000297 0.0001625 0.4722898 0.0195827 0.0065599 0.0194173 0.0037737 0.0041265 0.0007302 0.0002230 0.0000003
