

C1 3.9672092 0.4958069 0.0265161 0.0057783 0.0010115 0.0001323 0.0001145 0.0000574 0.0000035 0.0000019 0.0000001 0.0000001 0.0000005 0.4817506
C2 0.4958069 3.8634582 0.4923188 0.0246150 0.0080793 0.0009085 0.0004468 0.0001833 0.0000190 0.0000053 0.0000004 0.0000002 0.0000020 0.0215490
C3 0.0265161 0.4923188 3.8644518 0.4955455 0.0220712 0.0054790 0.0008642 0.0001683 0.0000249 0.0000048 0.0000005 0.0000003 0.0000058 0.0019092
C4 0.0057783 0.0246150 0.4955455 3.8670075 0.4939378 0.0252383 0.0086133 0.0016148 0.0000972 0.0000515 0.0000034 0.0000015 0.0000198 0.0004499
C5 0.0010115 0.0080793 0.0220712 0.4939378 3.8754819 0.4876496 0.0253365 0.0107214 0.0010417 0.0003694 0.0000254 0.0000132 0.0000623 0.0002429
C6 0.0001323 0.0009085 0.0054790 0.0252383 0.4876496 3.8781690 0.5109849 0.0343779 0.0058066 0.0012624 0.0001275 0.0000368 0.0002586 0.0000364
C7 0.0001145 0.0004468 0.0008642 0.0086133 0.0253365 0.5109849 3.9743629 0.8811529 0.0405537 0.0147281 0.0011101 0.0004459 0.0027153 0.0000158
C8 0.0000574 0.0001833 0.0001683 0.0016148 0.0107214 0.0343779 0.8811529 3.9495304 0.5021158 0.0418459 0.0043386 0.0005135 0.0213819 0.0000106
C9 0.0000035 0.0000190 0.0000249 0.0000972 0.0010417 0.0058066 0.0405537 0.5021158 3.6029621 0.4087411 0.0121615 0.0041979 0.0181900 0.0000009
O10 0.0000019 0.0000053 0.0000048 0.0000515 0.0003694 0.0012624 0.0147281 0.0418459 0.4087411 7.8882409 0.4505204 0.0345784 0.1382454 0.0000007
C11 0.0000001 0.0000004 0.0000005 0.0000034 0.0000254 0.0001275 0.0011101 0.0043386 0.0121615 0.4505204 2.9447191 0.4894909 0.6701907 0.0000001
C12 0.0000001 0.0000002 0.0000003 0.0000015 0.0000132 0.0000368 0.0004459 0.0005135 0.0041979 0.0345784 0.4894909 3.9796883 0.0575659 0.0000000
O13 0.0000005 0.0000020 0.0000058 0.0000198 0.0000623 0.0002586 0.0027153 0.0213819 0.0181900 0.1382454 0.6701907 0.0575659 8.1004505 0.0000002
