

C1 3.9709075 0.5024510 0.0240445 0.0326145 0.0130037 0.0017880 0.0001709 0.0001939 0.0000413 0.0000285 0.0000036 0.0000034 0.4734722
C2 0.5024510 3.8946403 0.5127659 0.8685478 0.0348233 0.0121811 0.0015763 0.0013630 0.0005199 0.0001164 0.0000261 0.0000402 0.0216093
C3 0.0240445 0.5127659 3.9730425 0.0357815 0.0057070 0.0009988 0.0002140 0.0001258 0.0000513 0.0000141 0.0000022 0.0000048 0.0021236
C4 0.0326145 0.8685478 0.0357815 3.9483250 0.4965714 0.0478828 0.0044479 0.0027707 0.0005298 0.0001543 0.0000341 0.0000442 0.0102054
C5 0.0130037 0.0348233 0.0057070 0.4965714 3.6059519 0.4124099 0.0116047 0.0213495 0.0041469 0.0011408 0.0001430 0.0002014 0.0040728
O6 0.0017880 0.0121811 0.0009988 0.0478828 0.4124099 7.8740144 0.4369284 0.1315863 0.0395850 0.0120133 0.0019453 0.0013071 0.0010167
C7 0.0001709 0.0015763 0.0002140 0.0044479 0.0116047 0.4369284 2.9517458 0.6440590 0.5266096 0.0423103 0.0073758 0.0062153 0.0000690
O8 0.0001939 0.0013630 0.0001258 0.0027707 0.0213495 0.1315863 0.6440590 8.0879876 0.0522924 0.0353156 0.0429559 0.0025524 0.0002000
C9 0.0000413 0.0005199 0.0000513 0.0005298 0.0041469 0.0395850 0.5266096 0.0522924 3.9731471 0.8267273 0.0310445 0.0359377 0.0000236
C10 0.0000285 0.0001164 0.0000141 0.0001543 0.0011408 0.0120133 0.0423103 0.0353156 0.8267273 3.8644180 0.5175183 0.5054258 0.0000072
C11 0.0000036 0.0000261 0.0000022 0.0000341 0.0001430 0.0019453 0.0073758 0.0429559 0.0310445 0.5175183 3.9611447 0.0215876 0.0000033
C12 0.0000034 0.0000402 0.0000048 0.0000442 0.0002014 0.0013071 0.0062153 0.0025524 0.0359377 0.5054258 0.0215876 3.9919686 0.0000016
