

C1 3.6426594 0.4312499 0.0138162 0.0096826 0.0008346 0.0000612 0.0000368 0.0005492 0.0007444 0.0001831 0.0000438 0.0000108 0.0000021 0.0000026 0.0000150 0.0000055 0.0000018 0.0000004 0.0000378 0.0000165 0.0039407 0.0009893 0.4596019
O2 0.4312499 7.9384890 0.4534912 0.0548984 0.0075025 0.0010240 0.0007687 0.0110068 0.0054452 0.0009054 0.0002032 0.0000449 0.0000094 0.0000126 0.0000619 0.0000339 0.0000129 0.0000016 0.0001639 0.0001832 0.0431081 0.0251420 0.0370061
C3 0.0138162 0.4534912 3.5523595 0.6688731 0.0326006 0.0052848 0.0035283 0.0408138 0.0299982 0.0037063 0.0007301 0.0001502 0.0000286 0.0000291 0.0001517 0.0001075 0.0000394 0.0000059 0.0005959 0.0006692 0.6242090 0.0524408 0.0023957
C4 0.0096826 0.0548984 0.6688731 3.9512036 0.6686241 0.0318078 0.0213911 0.0363318 0.0391729 0.0021779 0.0017429 0.0002971 0.0000497 0.0000534 0.0002814 0.0001276 0.0000587 0.0000144 0.0013390 0.0007900 0.0356965 0.0089669 0.0055107
C5 0.0008346 0.0075025 0.0326006 0.6686241 3.9007186 0.5213369 0.0632129 0.6574933 0.0340913 0.0043866 0.0011582 0.0001784 0.0000246 0.0000310 0.0003400 0.0001404 0.0000447 0.0000104 0.0010138 0.0005263 0.0362252 0.0110513 0.0005107
C6 0.0000612 0.0010240 0.0052848 0.0318078 0.5213369 3.2714800 0.7333067 0.0294716 0.0061602 0.0006284 0.0001804 0.0000274 0.0000051 0.0000055 0.0000601 0.0000286 0.0000115 0.0000023 0.0001815 0.0001102 0.0061246 0.0030919 0.0000537
O7 0.0000368 0.0007687 0.0035283 0.0213911 0.0632129 0.7333067 8.0947541 0.0318871 0.0030141 0.0002387 0.0000865 0.0000212 0.0000034 0.0000059 0.0000196 0.0000141 0.0000097 0.0000013 0.0000466 0.0000903 0.0102860 0.0044234 0.0000487
C8 0.0005492 0.0110068 0.0408138 0.0363318 0.6574933 0.0294716 0.0318871 3.9375271 0.6792243 0.0296184 0.0114286 0.0011657 0.0001600 0.0001510 0.0019447 0.0007058 0.0002251 0.0000491 0.0071248 0.0039921 0.0353889 0.0075275 0.0007097
C9 0.0007444 0.0054452 0.0299982 0.0391729 0.0340913 0.0061602 0.0030141 0.6792243 3.8539961 0.5050318 0.0282108 0.0043581 0.0006113 0.0004453 0.0022626 0.0034314 0.0008713 0.0001848 0.0248346 0.0196709 0.6399435 0.0497501 0.0002396
C10 0.0001831 0.0009054 0.0037063 0.0021779 0.0043866 0.0006284 0.0002387 0.0296184 0.5050318 3.8374050 0.6688512 0.0332703 0.0058699 0.0039496 0.0394794 0.0296269 0.0058955 0.0008543 0.6495188 0.0567999 0.0237952 0.0168913 0.0000187
C11 0.0000438 0.0002032 0.0007301 0.0017429 0.0011582 0.0001804 0.0000865 0.0114286 0.0282108 0.6688512 3.9333588 0.6751911 0.0356918 0.0247482 0.0347127 0.0361080 0.0105766 0.0005193 0.0356538 0.0089515 0.0062965 0.0030254 0.0000113
C12 0.0000108 0.0000449 0.0001502 0.0002971 0.0001784 0.0000274 0.0000212 0.0011657 0.0043581 0.0332703 0.6751911 3.9057796 0.5279298 0.0633020 0.6426151 0.0354233 0.0085907 0.0010040 0.0362328 0.0108247 0.0009008 0.0004769 0.0000028
C13 0.0000021 0.0000094 0.0000286 0.0000497 0.0000246 0.0000051 0.0000034 0.0001600 0.0006113 0.0058699 0.0356918 0.5279298 3.2914808 0.7278767 0.0283701 0.0065206 0.0017240 0.0000718 0.0073856 0.0036371 0.0001557 0.0000762 0.0000006
O14 0.0000026 0.0000126 0.0000291 0.0000534 0.0000310 0.0000055 0.0000059 0.0001510 0.0004453 0.0039496 0.0247482 0.0633020 0.7278767 8.1026776 0.0307652 0.0033022 0.0005594 0.0001411 0.0109179 0.0046618 0.0001329 0.0001101 0.0000010
C15 0.0000150 0.0000619 0.0001517 0.0002814 0.0003400 0.0000601 0.0000196 0.0019447 0.0022626 0.0394794 0.0347127 0.6426151 0.0283701 0.0307652 3.9496206 0.6810367 0.0604010 0.0113887 0.0353891 0.0079638 0.0012785 0.0006108 0.0000029
C16 0.0000055 0.0000339 0.0001075 0.0001276 0.0001404 0.0000286 0.0000141 0.0007058 0.0034314 0.0296269 0.0361080 0.0354233 0.0065206 0.0033022 0.6810367 3.5326580 0.4585446 0.0141639 0.6080375 0.0446564 0.0005688 0.0005954 0.0000016
O17 0.0000018 0.0000129 0.0000394 0.0000587 0.0000447 0.0000115 0.0000097 0.0002251 0.0008713 0.0058955 0.0105766 0.0085907 0.0017240 0.0005594 0.0604010 0.4585446 7.9038770 0.4339478 0.0422465 0.0228245 0.0001696 0.0001763 0.0000019
C18 0.0000004 0.0000016 0.0000059 0.0000144 0.0000104 0.0000023 0.0000013 0.0000491 0.0001848 0.0008543 0.0005193 0.0010040 0.0000718 0.0001411 0.0113887 0.0141639 0.4339478 3.6596704 0.0041579 0.0008354 0.0000360 0.0000168 0.0000001
C19 0.0000378 0.0001639 0.0005959 0.0013390 0.0010138 0.0001815 0.0000466 0.0071248 0.0248346 0.6495188 0.0356538 0.0362328 0.0073856 0.0109179 0.0353891 0.6080375 0.0422465 0.0041579 3.5227562 0.4648338 0.0054420 0.0064412 0.0000087
O20 0.0000165 0.0001832 0.0006692 0.0007900 0.0005263 0.0001102 0.0000903 0.0039921 0.0196709 0.0567999 0.0089515 0.0108247 0.0036371 0.0046618 0.0079638 0.0446564 0.0228245 0.0008354 0.4648338 8.0668009 0.0072712 0.0108830 0.0000124
C21 0.0039407 0.0431081 0.6242090 0.0356965 0.0362252 0.0061246 0.0102860 0.0353889 0.6399435 0.0237952 0.0062965 0.0009008 0.0001557 0.0001329 0.0012785 0.0005688 0.0001696 0.0000360 0.0054420 0.0072712 3.5415660 0.4655285 0.0006674
