

C1 3.9946934 0.4895820 0.0538670 0.0385967 0.0040996 0.0009672 0.0002112 0.0000792 0.0000078 0.0000453 0.0000126 0.0000776 0.4701105
C2 0.4895820 2.9587220 0.6977410 0.4345631 0.0115777 0.0091845 0.0007879 0.0006417 0.0000754 0.0004693 0.0000773 0.0006773 0.0219351
O3 0.0538670 0.6977410 8.0966517 0.1319188 0.0252006 0.0111908 0.0006763 0.0004154 0.0000635 0.0002538 0.0000543 0.0004213 0.0116774
O4 0.0385967 0.4345631 0.1319188 7.8808820 0.4296628 0.0666889 0.0079373 0.0031627 0.0003609 0.0018830 0.0004226 0.0031860 0.0079664
C5 0.0040996 0.0115777 0.0252006 0.4296628 3.6269026 0.8459071 0.0343222 0.0203773 0.0020701 0.0111639 0.0022207 0.0196391 0.0004150
C6 0.0009672 0.0091845 0.0111908 0.0666889 0.8459071 3.9154890 0.5412076 0.0263350 0.0060348 0.0029000 0.0046728 0.0300967 0.0002371
C7 0.0002112 0.0007879 0.0006763 0.0079373 0.0343222 0.5412076 3.8689637 0.6727833 0.0340645 0.0438087 0.0336092 0.6649800 0.0000194
C8 0.0000792 0.0006417 0.0004154 0.0031627 0.0203773 0.0263350 0.6727833 3.9366572 0.6945684 0.0363259 0.0504107 0.0367622 0.0000231
C9 0.0000078 0.0000754 0.0000635 0.0003609 0.0020701 0.0060348 0.0340645 0.6945684 3.9504029 0.6947031 0.0371560 0.0494318 0.0000027
C10 0.0000453 0.0004693 0.0002538 0.0018830 0.0111639 0.0029000 0.0438087 0.0363259 0.6947031 3.9558897 0.6926850 0.0368369 0.0000152
C11 0.0000126 0.0000773 0.0000543 0.0004226 0.0022207 0.0046728 0.0336092 0.0504107 0.0371560 0.6926850 3.9493651 0.7014906 0.0000027
C12 0.0000776 0.0006773 0.0004213 0.0031860 0.0196391 0.0300967 0.6649800 0.0367622 0.0494318 0.0368369 0.7014906 3.9570801 0.0000207
