

C1 3.9660682 0.4910084 0.0390402 0.0040612 0.0207065 0.0004324 0.0000815 0.0002326 0.0005055 0.0003106 0.4659713
C2 0.4910084 3.5830933 0.4137475 0.0116541 0.0184816 0.0038680 0.0006617 0.0004207 0.0008712 0.0000480 0.0186436
O3 0.0390402 0.4137475 7.8674970 0.4393566 0.1311778 0.0308633 0.0040558 0.0125540 0.0314942 0.0010721 0.0050510
C4 0.0040612 0.0116541 0.4393566 2.9407754 0.6627100 0.4575455 0.0205648 0.0257698 0.0469859 0.0030942 0.0022014
O5 0.0207065 0.0184816 0.1311778 0.6627100 8.0828635 0.0445233 0.0246264 0.0084243 0.0203012 0.0022602 0.0229555
C6 0.0004324 0.0038680 0.0308633 0.4575455 0.0445233 3.8462692 0.4875659 0.4809565 0.5074839 0.0187641 0.0002679
C7 0.0000815 0.0006617 0.0040558 0.0205648 0.0246264 0.4875659 3.9686885 0.0230161 0.0369728 0.0047904 0.0000567
C8 0.0002326 0.0004207 0.0125540 0.0257698 0.0084243 0.4809565 0.0230161 3.9704518 0.0382483 0.0062249 0.0000377
S9 0.0005055 0.0008712 0.0314942 0.0469859 0.0203012 0.5074839 0.0369728 0.0382483 14.6117551 0.5504223 0.0003544
C10 0.0003106 0.0000480 0.0010721 0.0030942 0.0022602 0.0187641 0.0047904 0.0062249 0.5504223 4.0803423 0.0005614
