

C1 3.9633672 0.4997392 0.0240681 0.0086858 0.0071078 0.0010521 0.0006950 0.4728655
C2 0.4997392 3.8667234 0.4716894 0.0226664 0.0439467 0.0048120 0.0032547 0.0198650
C3 0.0240681 0.4716894 3.5820024 0.4789707 0.3937837 0.0122238 0.0248813 0.0028161
C4 0.0086858 0.0226664 0.4789707 3.9726344 0.0454588 0.0049680 0.0034790 0.0094742
O5 0.0071078 0.0439467 0.3937837 0.0454588 7.8483598 0.4680717 0.1437264 0.0005479
C6 0.0010521 0.0048120 0.0122238 0.0049680 0.4680717 2.9892415 0.7042045 0.0000644
O7 0.0006950 0.0032547 0.0248813 0.0034790 0.1437264 0.7042045 8.0950746 0.0000668
