

O1 8.1772042 0.7114846 0.0653387 0.0194856 0.0032014 0.0002153 0.0001038 0.0000175 0.0000149 0.0000071 0.0000050 0.0000254 0.0001005 0.0003433 0.0017938 0.0096738 0.0629631 0.0129686
C2 0.7114846 3.2267797 0.4725446 0.0250261 0.0044229 0.0003530 0.0000573 0.0000169 0.0000106 0.0000173 0.0000047 0.0000483 0.0001411 0.0005666 0.0048068 0.0259714 0.4772304 0.0214204
C3 0.0653387 0.4725446 3.9168053 0.4816613 0.0276239 0.0020803 0.0008322 0.0001078 0.0000852 0.0000202 0.0000103 0.0000080 0.0000243 0.0001854 0.0018791 0.0127562 0.0243583 0.4606929
C4 0.0194856 0.0250261 0.4816613 3.8698785 0.4880251 0.0249232 0.0021667 0.0006113 0.0003507 0.0000451 0.0000229 0.0000065 0.0000152 0.0000852 0.0002436 0.0024968 0.0022353 0.0191027
C5 0.0032014 0.0044229 0.0276239 0.4880251 3.8843343 0.4881425 0.0252339 0.0052490 0.0024827 0.0002600 0.0000847 0.0000253 0.0000047 0.0000051 0.0000394 0.0001956 0.0003465 0.0019559
C6 0.0002153 0.0003530 0.0020803 0.0249232 0.4881425 3.8768736 0.4846206 0.0290697 0.0135690 0.0019799 0.0007465 0.0000974 0.0000296 0.0000233 0.0000854 0.0010916 0.0001294 0.0004104
C7 0.0001038 0.0000573 0.0008322 0.0021667 0.0252339 0.4846206 3.8748723 0.5065381 0.0317748 0.0095343 0.0020360 0.0002266 0.0000495 0.0000231 0.0001038 0.0022927 0.0003484 0.0001195
C8 0.0000175 0.0000169 0.0001078 0.0006113 0.0052490 0.0290697 0.5065381 3.9693305 0.8861535 0.0318461 0.0138415 0.0027702 0.0003920 0.0000230 0.0000504 0.0002256 0.0000348 0.0000202
C9 0.0000149 0.0000106 0.0000852 0.0003507 0.0024827 0.0135690 0.0317748 0.8861535 3.9710624 0.5034839 0.0319823 0.0056330 0.0007632 0.0000603 0.0002175 0.0001464 0.0000204 0.0000104
C10 0.0000071 0.0000173 0.0000202 0.0000451 0.0002600 0.0019799 0.0095343 0.0318461 0.5034839 3.8680144 0.4891676 0.0241192 0.0031510 0.0003017 0.0018186 0.0010049 0.0001236 0.0000025
C11 0.0000050 0.0000047 0.0000103 0.0000229 0.0000847 0.0007465 0.0020360 0.0138415 0.0319823 0.4891676 3.8732308 0.4857231 0.0266414 0.0045140 0.0016426 0.0003773 0.0000474 0.0000016
C12 0.0000254 0.0000483 0.0000080 0.0000065 0.0000253 0.0000974 0.0002266 0.0027702 0.0056330 0.0241192 0.4857231 3.8726791 0.4940105 0.0206892 0.0105027 0.0006917 0.0001892 0.0000015
C13 0.0001005 0.0001411 0.0000243 0.0000152 0.0000047 0.0000296 0.0000495 0.0003920 0.0007632 0.0031510 0.0266414 0.4940105 3.8586632 0.5016950 0.0209562 0.0033061 0.0003846 0.0000097
C14 0.0003433 0.0005666 0.0001854 0.0000852 0.0000051 0.0000233 0.0000231 0.0000230 0.0000603 0.0003017 0.0045140 0.0206892 0.5016950 3.8762190 0.4971564 0.0263248 0.0023467 0.0000366
C15 0.0017938 0.0048068 0.0018791 0.0002436 0.0000394 0.0000854 0.0001038 0.0000504 0.0002175 0.0018186 0.0016426 0.0105027 0.0209562 0.4971564 3.8892886 0.4832243 0.0251426 0.0004385
C16 0.0096738 0.0259714 0.0127562 0.0024968 0.0001956 0.0010916 0.0022927 0.0002256 0.0001464 0.0010049 0.0003773 0.0006917 0.0033061 0.0263248 0.4832243 3.8629179 0.4896810 0.0014506
C17 0.0629631 0.4772304 0.0243583 0.0022353 0.0003465 0.0001294 0.0003484 0.0000348 0.0000204 0.0001236 0.0000474 0.0001892 0.0003846 0.0023467 0.0251426 0.4896810 3.9233561 0.0023300
