

C1 4.0387631 0.8996344 0.0348002 0.0126685 0.0428061 0.0030975 0.0004477 0.0002398 0.0001277 0.0000198 0.4771059
C2 0.8996344 3.9435486 0.5344297 0.0229900 0.0421327 0.0056111 0.0005121 0.0003021 0.0000653 0.0000390 0.0300714
C3 0.0348002 0.5344297 3.8722099 0.5123464 0.8445571 0.0298045 0.0056880 0.0008295 0.0005475 0.0001320 0.0045282
C4 0.0126685 0.0229900 0.5123464 3.9779094 0.0312878 0.0043364 0.0189157 0.0074073 0.0004107 0.0006747 0.0098462
C5 0.0428061 0.0421327 0.8445571 0.0312878 3.9706208 0.5240599 0.0242277 0.0093059 0.0012682 0.0008091 0.0027409
C6 0.0030975 0.0056111 0.0298045 0.0043364 0.5240599 3.8881437 0.5181087 0.0324221 0.0127500 0.0051564 0.0001845
C7 0.0004477 0.0005121 0.0056880 0.0189157 0.0242277 0.5181087 3.9441409 0.8418674 0.0331722 0.0367159 0.0001342
C8 0.0002398 0.0003021 0.0008295 0.0074073 0.0093059 0.0324221 0.8418674 3.8828589 0.5117540 0.5231106 0.0001141
C9 0.0001277 0.0000653 0.0005475 0.0004107 0.0012682 0.0127500 0.0331722 0.5117540 3.9698185 0.0242849 0.0000125
C10 0.0000198 0.0000390 0.0001320 0.0006747 0.0008091 0.0051564 0.0367159 0.5231106 0.0242849 3.9696277 0.0000064
