

C1 3.6852979 0.4314948 0.0119801 0.0179397 0.0007186 0.0005883 0.0001243 0.0016302 0.0040633 0.0008264 0.4661657
O2 0.4314948 7.8779111 0.4447556 0.0771789 0.0080715 0.0118124 0.0010351 0.0105564 0.0439976 0.0182451 0.0326914
C3 0.0119801 0.4447556 3.1559290 0.6314432 0.0256336 0.0363028 0.0025397 0.0512840 0.6039980 0.0231530 0.0042248
N4 0.0179397 0.0771789 0.6314432 6.5207412 0.6415291 0.0509793 0.0063669 0.0581435 0.0541976 0.0066434 0.0018477
C5 0.0007186 0.0080715 0.0256336 0.6415291 3.5589039 0.6432354 0.0279757 0.0574446 0.0508244 0.0031044 0.0000924
C6 0.0005883 0.0118124 0.0363028 0.0509793 0.6432354 3.5092711 0.5008397 0.6368754 0.0245878 0.0049368 0.0001913
C7 0.0001243 0.0010351 0.0025397 0.0063669 0.0279757 0.5008397 3.9782552 0.0394245 0.0052570 0.0004185 0.0000214
N8 0.0016302 0.0105564 0.0512840 0.0581435 0.0574446 0.6368754 0.0394245 6.4552399 0.6525881 0.0426758 0.0004079
C9 0.0040633 0.0439976 0.6039980 0.0541976 0.0508244 0.0245878 0.0052570 0.6525881 3.4996967 0.4998765 0.0006303
C10 0.0008264 0.0182451 0.0231530 0.0066434 0.0031044 0.0049368 0.0004185 0.0426758 0.4998765 3.9853727 0.0000614
