

C1 3.9617409 0.5027399 0.0260677 0.0056509 0.0019333 0.4796170
C2 0.5027399 3.8800376 0.4883884 0.0249498 0.0205686 0.0231119
C3 0.0260677 0.4883884 3.8793642 0.4756744 0.0437890 0.0048036
C4 0.0056509 0.0249498 0.4756744 3.6303250 0.4902116 0.0010100
N5 0.0019333 0.0205686 0.0437890 0.4902116 6.4270306 0.0003398
