

C1 3.9379818 0.4969109 0.0422182 0.0189336 0.0295193 0.0044089 0.0007359 0.0000767 0.0000128 0.0000030 0.0000075 0.0000507 0.4654343
C2 0.4969109 3.8969248 0.5257353 0.4624091 0.0513923 0.0342232 0.0043609 0.0003747 0.0000827 0.0000177 0.0000373 0.0002604 0.0208807
S3 0.0422182 0.5257353 14.7698925 0.0372208 0.0181087 0.0181048 0.0006206 0.0002968 0.0000616 0.0000110 0.0000075 0.0001194 0.0149275
C4 0.0189336 0.4624091 0.0372208 2.9058759 0.6705100 0.4487830 0.0120093 0.0034872 0.0010088 0.0001813 0.0001597 0.0007674 0.0021250
O5 0.0295193 0.0513923 0.0181087 0.6705100 8.0550834 0.1335799 0.0142697 0.0167032 0.0015449 0.0002573 0.0003648 0.0021109 0.0085679
O6 0.0044089 0.0342232 0.0181048 0.4487830 0.1335799 7.8913947 0.4071012 0.0337551 0.0116467 0.0017791 0.0007768 0.0095480 0.0005673
C7 0.0007359 0.0043609 0.0006206 0.0120093 0.0142697 0.4071012 3.6191016 0.4550048 0.0234942 0.0030251 0.0052676 0.0499382 0.0000330
C8 0.0000767 0.0003747 0.0002968 0.0034872 0.0167032 0.0337551 0.4550048 3.5108430 0.4695258 0.0237510 0.0174543 0.4271139 0.0000270
C9 0.0000128 0.0000827 0.0000616 0.0010088 0.0015449 0.0116467 0.0234942 0.4695258 3.9113986 0.4824004 0.0282637 0.0388216 0.0000042
C10 0.0000030 0.0000177 0.0000110 0.0001813 0.0002573 0.0017791 0.0030251 0.0237510 0.4824004 3.9035945 0.4670762 0.0569824 0.0000005
C11 0.0000075 0.0000373 0.0000075 0.0001597 0.0003648 0.0007768 0.0052676 0.0174543 0.0282637 0.4670762 3.5446096 0.4360407 0.0000013
O12 0.0000507 0.0002604 0.0001194 0.0007674 0.0021109 0.0095480 0.0499382 0.4271139 0.0388216 0.0569824 0.4360407 7.9235654 0.0000061
