

C1 3.9752630 0.4920911 0.0420932 0.0024532 0.0125070 0.0006687 0.0000806 0.0000155 0.0009956 0.0005586 0.0000993 0.0000501 0.0000650 0.0002306 0.4709248
C2 0.4920911 3.4944700 0.4277558 0.0103795 0.0026314 0.0064928 0.0003854 0.0001092 0.0057204 0.0068678 0.0009113 0.0003586 0.0005076 0.0006441 0.0243238
O3 0.0420932 0.4277558 7.9838113 0.3977601 0.0430529 0.0691638 0.0134581 0.0017282 0.0397513 0.0160589 0.0013875 0.0009766 0.0011960 0.0052759 0.0083034
C4 0.0024532 0.0103795 0.3977601 3.1152929 0.4467347 0.3982058 0.0107900 0.0058692 0.4546054 0.0218073 0.0043032 0.0021480 0.0042460 0.0225507 0.0003491
C5 0.0125070 0.0026314 0.0430529 0.4467347 3.9672193 0.0476572 0.0117677 0.0011622 0.0217205 0.0038717 0.0009189 0.0009829 0.0015911 0.0159219 0.0018521
O6 0.0006687 0.0064928 0.0691638 0.3982058 0.0476572 7.8571967 0.4323030 0.0486776 0.0466345 0.0098044 0.0013223 0.0025529 0.0014530 0.0112228 0.0002720
C7 0.0000806 0.0003854 0.0134581 0.0107900 0.0117677 0.4323030 3.5318430 0.4776231 0.0039551 0.0010100 0.0001452 0.0004561 0.0001344 0.0010621 0.0000261
C8 0.0000155 0.0001092 0.0017282 0.0058692 0.0011622 0.0486776 0.4776231 3.9744418 0.0006395 0.0002436 0.0000361 0.0001313 0.0000361 0.0002761 0.0000065
C9 0.0009956 0.0057204 0.0397513 0.4546054 0.0217205 0.0466345 0.0039551 0.0006395 3.8535127 0.6771943 0.0362530 0.0466484 0.0342050 0.6811665 0.0001221
C10 0.0005586 0.0068678 0.0160589 0.0218073 0.0038717 0.0098044 0.0010100 0.0002436 0.6771943 3.9322346 0.6909651 0.0366381 0.0518610 0.0357065 0.0000561
C11 0.0000993 0.0009113 0.0013875 0.0043032 0.0009189 0.0013223 0.0001452 0.0000361 0.0362530 0.6909651 3.9425483 0.7013197 0.0360701 0.0510976 0.0000085
C12 0.0000501 0.0003586 0.0009766 0.0021480 0.0009829 0.0025529 0.0004561 0.0001313 0.0466484 0.0366381 0.7013197 3.9625833 0.6939527 0.0381094 0.0000079
C13 0.0000650 0.0005076 0.0011960 0.0042460 0.0015911 0.0014530 0.0001344 0.0000361 0.0342050 0.0518610 0.0360701 0.6939527 3.9641726 0.6899409 0.0000062
C14 0.0002306 0.0006441 0.0052759 0.0225507 0.0159219 0.0112228 0.0010621 0.0002761 0.6811665 0.0357065 0.0510976 0.0381094 0.6899409 3.9532155 0.0000252
