

C1 4.0789809 0.5593770 0.0219680 0.0040682 0.4788288
S2 0.5593770 14.6101554 0.5568188 0.0716655 0.0329570
C3 0.0219680 0.5568188 4.0845025 0.5459598 0.0012652
S4 0.0040682 0.0716655 0.5459598 14.8340820 0.0013324
