

C1 4.0559952 0.9167234 0.0314925 0.0160079 0.0162600 0.0022176 0.0001444 0.0000544 0.4877914
C2 0.9167234 3.9631746 0.4807185 0.0553686 0.0243037 0.0047581 0.0009371 0.0000744 0.0334148
C3 0.0314925 0.4807185 3.4574954 0.4317237 0.4686020 0.0223884 0.0051898 0.0010126 0.0064364
O4 0.0160079 0.0553686 0.4317237 8.0945455 0.0436094 0.0167637 0.0017684 0.0002154 0.0016903
C5 0.0162600 0.0243037 0.4686020 0.0436094 3.8826723 0.4886117 0.0235510 0.0084406 0.0013960
C6 0.0022176 0.0047581 0.0223884 0.0167637 0.4886117 3.8696078 0.4924842 0.0246908 0.0002811
C7 0.0001444 0.0009371 0.0051898 0.0017684 0.0235510 0.4924842 3.8477675 0.5004808 0.0000217
C8 0.0000544 0.0000744 0.0010126 0.0002154 0.0084406 0.0246908 0.5004808 3.9611953 0.0000065
