

C1 3.9705714 0.5015102 0.0205215 0.0053572 0.0066699 0.0131972 0.4667877
C2 0.5015102 3.8734138 0.4604315 0.0288755 0.0234052 0.0449901 0.0188866
C3 0.0205215 0.4604315 3.4259424 0.4599296 0.4694852 0.4204410 0.0059551
C4 0.0053572 0.0288755 0.4599296 3.9591846 0.0295235 0.0494643 0.0008110
C5 0.0066699 0.0234052 0.4694852 0.0295235 3.9658292 0.0419433 0.0042962
O6 0.0131972 0.0449901 0.4204410 0.0494643 0.0419433 8.1221065 0.0133954
