

O1 8.0916869 0.6733861 0.0504810 0.0285606 0.0089773 0.0014248 0.0011597 0.0014072 0.0085621 0.1345698 0.0180829 0.0024629 0.0003675 0.0000852 0.0005413 0.0030063 0.0116993
C2 0.6733861 2.9239860 0.4741091 0.0209859 0.0055590 0.0006119 0.0020307 0.0006051 0.0052942 0.4439274 0.0111508 0.0039412 0.0002809 0.0000888 0.0008303 0.0044314 0.0221507
C3 0.0504810 0.4741091 3.9045887 0.4971860 0.0284119 0.0046582 0.0028087 0.0046782 0.0269126 0.0376809 0.0039876 0.0005131 0.0000404 0.0000126 0.0002107 0.0005182 0.4561535
C4 0.0285606 0.0209859 0.4971860 3.8449573 0.6767796 0.0339337 0.0485158 0.0352005 0.6761677 0.0049655 0.0007856 0.0000970 0.0000133 0.0000029 0.0000405 0.0000849 0.0192083
C5 0.0089773 0.0055590 0.0284119 0.6767796 3.9415536 0.6967396 0.0374775 0.0511677 0.0368104 0.0010293 0.0001656 0.0000402 0.0000053 0.0000009 0.0000066 0.0000179 0.0049492
C6 0.0014248 0.0006119 0.0046582 0.0339337 0.6967396 3.9562806 0.6962254 0.0373982 0.0503346 0.0001727 0.0000279 0.0000066 0.0000009 0.0000002 0.0000013 0.0000023 0.0009162
C7 0.0011597 0.0020307 0.0028087 0.0485158 0.0374775 0.6962254 3.9511276 0.6952519 0.0361491 0.0002709 0.0000726 0.0000121 0.0000026 0.0000004 0.0000046 0.0000114 0.0008776
C8 0.0014072 0.0006051 0.0046782 0.0352005 0.0511677 0.0373982 0.6952519 3.9554736 0.6970003 0.0001738 0.0000288 0.0000027 0.0000007 0.0000002 0.0000026 0.0000063 0.0006223
C9 0.0085621 0.0052942 0.0269126 0.6761677 0.0368104 0.0503346 0.0361491 0.6970003 3.9341966 0.0010000 0.0001610 0.0000177 0.0000040 0.0000008 0.0000132 0.0000387 0.0068524
O10 0.1345698 0.4439274 0.0376809 0.0049655 0.0010293 0.0001727 0.0002709 0.0001738 0.0010000 7.9048315 0.3988571 0.0386838 0.0028200 0.0008568 0.0066733 0.0422815 0.0054259
C11 0.0180829 0.0111508 0.0039876 0.0007856 0.0001656 0.0000279 0.0000726 0.0000288 0.0001610 0.3988571 3.5585961 0.4708441 0.0207238 0.0036081 0.0254615 0.4639444 0.0002280
C12 0.0024629 0.0039412 0.0005131 0.0000970 0.0000402 0.0000066 0.0000121 0.0000027 0.0000177 0.0386838 0.4708441 3.8886743 0.4885267 0.0254626 0.0121816 0.0211605 0.0001481
C13 0.0003675 0.0002809 0.0000404 0.0000133 0.0000053 0.0000009 0.0000026 0.0000007 0.0000040 0.0028200 0.0207238 0.4885267 3.8753306 0.4864413 0.0216001 0.0183312 0.0000107
C14 0.0000852 0.0000888 0.0000126 0.0000029 0.0000009 0.0000002 0.0000004 0.0000002 0.0000008 0.0008568 0.0036081 0.0254626 0.4864413 3.8795874 0.4850590 0.0239114 0.0000040
C15 0.0005413 0.0008303 0.0002107 0.0000405 0.0000066 0.0000013 0.0000046 0.0000026 0.0000132 0.0066733 0.0254615 0.0121816 0.0216001 0.4850590 3.8835748 0.4852199 0.0000255
C16 0.0030063 0.0044314 0.0005182 0.0000849 0.0000179 0.0000023 0.0000114 0.0000063 0.0000387 0.0422815 0.4639444 0.0211605 0.0183312 0.0239114 0.4852199 3.8868540 0.0001559
