

C1 3.9774801 0.4868531 0.0328453 0.0133793 0.0011443 0.0004275 0.0001175 0.0000172 0.0000268 0.0000045 0.0000068 0.0000020 0.0000002 0.0000001 0.4794576
C2 0.4868531 3.8742607 0.5135246 0.0323186 0.0102302 0.0009925 0.0005231 0.0000825 0.0001193 0.0000212 0.0000305 0.0000087 0.0000007 0.0000001 0.0220133
C3 0.0328453 0.5135246 3.9581707 0.8923568 0.0331304 0.0110271 0.0030372 0.0003746 0.0006460 0.0001063 0.0001555 0.0000450 0.0000039 0.0000006 0.0024636
C4 0.0133793 0.0323186 0.8923568 3.9635875 0.5101256 0.0323426 0.0099040 0.0011188 0.0017572 0.0002739 0.0003986 0.0001147 0.0000085 0.0000011 0.0007767
C5 0.0011443 0.0102302 0.0331304 0.5101256 3.8806858 0.5104252 0.0353035 0.0062226 0.0026962 0.0004379 0.0004844 0.0001645 0.0000177 0.0000035 0.0002767
C6 0.0004275 0.0009925 0.0110271 0.0323426 0.5104252 3.9355526 0.8515086 0.0401254 0.0410516 0.0058114 0.0082004 0.0023416 0.0001783 0.0000200 0.0000377
C7 0.0001175 0.0005231 0.0030372 0.0099040 0.0353035 0.8515086 3.9457560 0.5597633 0.0380769 0.0071132 0.0038486 0.0014093 0.0001815 0.0000499 0.0000146
C8 0.0000172 0.0000825 0.0003746 0.0011188 0.0062226 0.0401254 0.5597633 3.9298864 0.8294829 0.0403577 0.0446283 0.0114142 0.0011162 0.0001797 0.0000037
C9 0.0000268 0.0001193 0.0006460 0.0017572 0.0026962 0.0410516 0.0380769 0.8294829 3.9382173 0.5189030 0.0571370 0.0365884 0.0038901 0.0006028 0.0000028
C10 0.0000045 0.0000212 0.0001063 0.0002739 0.0004379 0.0058114 0.0071132 0.0403577 0.5189030 2.9473363 0.6557311 0.4436776 0.0118266 0.0044162 0.0000006
O11 0.0000068 0.0000305 0.0001555 0.0003986 0.0004844 0.0082004 0.0038486 0.0446283 0.0571370 0.6557311 8.1097991 0.1285942 0.0241504 0.0025944 0.0000007
O12 0.0000020 0.0000087 0.0000450 0.0001147 0.0001645 0.0023416 0.0014093 0.0114142 0.0365884 0.4436776 0.1285942 7.8902142 0.4132139 0.0392153 0.0000004
C13 0.0000002 0.0000007 0.0000039 0.0000085 0.0000177 0.0001783 0.0001815 0.0011162 0.0038901 0.0118266 0.0241504 0.4132139 3.5878892 0.4968554 0.0000001
C14 0.0000001 0.0000001 0.0000006 0.0000011 0.0000035 0.0000200 0.0000499 0.0001797 0.0006028 0.0044162 0.0025944 0.0392153 0.4968554 3.9631728 0.0000001
