

C1 4.0337564 0.8943997 0.0293991 0.0038922 0.0150304 0.0059925 0.0005427 0.0001601 0.0000277 0.0009134 0.0256333 0.0045183 0.0145181 0.0010685 0.0001475 0.0000540 0.0000205 0.0000127 0.0000308 0.0001907 0.4868699
C2 0.8943997 3.9104801 0.4708021 0.0210794 0.0246838 0.0106769 0.0010799 0.0006383 0.0000598 0.0029323 0.0425145 0.0056761 0.0323430 0.0006586 0.0001174 0.0000434 0.0000063 0.0000085 0.0000084 0.0000598 0.0320176
C3 0.0293991 0.4708021 3.5596465 0.4813573 0.4705820 0.0220644 0.0037562 0.0009083 0.0001301 0.0001777 0.3780752 0.0103776 0.0129821 0.0043681 0.0007833 0.0001987 0.0000337 0.0001071 0.0000330 0.0002093 0.0063426
C4 0.0038922 0.0210794 0.4813573 3.9572755 0.0218161 0.0032264 0.0163551 0.0084998 0.0006787 0.0006492 0.0376094 0.0042890 0.0200664 0.0004972 0.0000995 0.0000324 0.0000062 0.0000072 0.0000048 0.0000372 0.0007628
C5 0.0150304 0.0246838 0.4705820 0.0218161 3.8707342 0.4930585 0.0238451 0.0095663 0.0008274 0.0009491 0.0361588 0.0034348 0.0016583 0.0005006 0.0001187 0.0000398 0.0000060 0.0000222 0.0000064 0.0000428 0.0010840
C6 0.0059925 0.0106769 0.0220644 0.0032264 0.4930585 3.8837953 0.5144246 0.0330044 0.0059448 0.0102618 0.0058538 0.0008883 0.0003080 0.0002583 0.0000552 0.0000161 0.0000028 0.0000102 0.0000030 0.0000184 0.0002339
C7 0.0005427 0.0010799 0.0037562 0.0163551 0.0238451 0.5144246 3.9487482 0.8585542 0.0366343 0.0316949 0.0005509 0.0000751 0.0001772 0.0000173 0.0000037 0.0000016 0.0000004 0.0000006 0.0000003 0.0000013 0.0000370
C8 0.0001601 0.0006383 0.0009083 0.0084998 0.0095663 0.0330044 0.8585542 3.8908029 0.5001812 0.5125089 0.0004316 0.0000857 0.0001566 0.0000268 0.0000055 0.0000016 0.0000004 0.0000006 0.0000004 0.0000020 0.0000204
C9 0.0000277 0.0000598 0.0001301 0.0006787 0.0008274 0.0059448 0.0366343 0.5001812 3.9663249 0.0243381 0.0000612 0.0000071 0.0000107 0.0000019 0.0000005 0.0000002 0.0000001 0.0000001 0.0000001 0.0000002 0.0000059
C10 0.0009134 0.0029323 0.0001777 0.0006492 0.0009491 0.0102618 0.0316949 0.5125089 0.0243381 3.9716323 0.0001070 0.0000127 0.0000262 0.0000027 0.0000008 0.0000003 0.0000001 0.0000001 0.0000001 0.0000003 0.0000657
O11 0.0256333 0.0425145 0.3780752 0.0376094 0.0361588 0.0058538 0.0005509 0.0004316 0.0000612 0.0001070 7.8354530 0.4494487 0.1322694 0.0346310 0.0045750 0.0010394 0.0001808 0.0003037 0.0001837 0.0010948 0.0016453
C12 0.0045183 0.0056761 0.0103776 0.0042890 0.0034348 0.0008883 0.0000751 0.0000857 0.0000071 0.0000127 0.4494487 2.9194676 0.6589784 0.4691140 0.0207365 0.0058359 0.0006616 0.0022772 0.0006624 0.0059957 0.0001634
O13 0.0145181 0.0323430 0.0129821 0.0200664 0.0016583 0.0003080 0.0001772 0.0001566 0.0000107 0.0000262 0.1322694 0.6589784 8.0437280 0.0517413 0.0318061 0.0101692 0.0017256 0.0013319 0.0016929 0.0104147 0.0005884
C14 0.0010685 0.0006586 0.0043681 0.0004972 0.0005006 0.0002583 0.0000173 0.0000268 0.0000019 0.0000027 0.0346310 0.4691140 0.0517413 3.9003802 0.5009194 0.0281500 0.0047289 0.0029777 0.0047322 0.0294272 0.0000500
C15 0.0001475 0.0001174 0.0007833 0.0000995 0.0001187 0.0000552 0.0000037 0.0000055 0.0000005 0.0000008 0.0045750 0.0207365 0.0318061 0.5009194 3.8323535 0.6741731 0.0357687 0.0485022 0.0342780 0.6749928 0.0000102
C16 0.0000540 0.0000434 0.0001987 0.0000324 0.0000398 0.0000161 0.0000016 0.0000016 0.0000002 0.0000003 0.0010394 0.0058359 0.0101692 0.0281500 0.6741731 3.9374794 0.6974648 0.0363534 0.0496514 0.0350139 0.0000036
C17 0.0000205 0.0000063 0.0000337 0.0000062 0.0000060 0.0000028 0.0000004 0.0000004 0.0000001 0.0000001 0.0001808 0.0006616 0.0017256 0.0047289 0.0357687 0.6974648 3.9547086 0.6923862 0.0360948 0.0509790 0.0000033
C18 0.0000127 0.0000085 0.0001071 0.0000072 0.0000222 0.0000102 0.0000006 0.0000006 0.0000001 0.0000001 0.0003037 0.0022772 0.0013319 0.0029777 0.0485022 0.0363534 0.6923862 3.9496101 0.6957516 0.0378875 0.0000017
C19 0.0000308 0.0000084 0.0000330 0.0000048 0.0000064 0.0000030 0.0000003 0.0000004 0.0000001 0.0000001 0.0001837 0.0006624 0.0016929 0.0047322 0.0342780 0.0496514 0.0360948 0.6957516 3.9566942 0.6954691 0.0000042
C20 0.0001907 0.0000598 0.0002093 0.0000372 0.0000428 0.0000184 0.0000013 0.0000020 0.0000002 0.0000003 0.0010948 0.0059957 0.0104147 0.0294272 0.6749928 0.0350139 0.0509790 0.0378875 0.6954691 3.9410273 0.0000187
