

C1 3.9645116 0.4972516 0.0289185 0.0053059 0.0008903 0.0000692 0.0002952 0.0000386 0.0000072 0.0000028 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4797649
C2 0.4972516 3.8736653 0.4828804 0.0238316 0.0063821 0.0004004 0.0024607 0.0003641 0.0000310 0.0000157 0.0000011 0.0000003 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0223767
C3 0.0289185 0.4828804 3.8620330 0.5021271 0.0202058 0.0024680 0.0052001 0.0006159 0.0001767 0.0000560 0.0000030 0.0000010 0.0000013 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0021306
C4 0.0053059 0.0238316 0.5021271 3.8711163 0.5016676 0.0223767 0.0026014 0.0002561 0.0003146 0.0000631 0.0000169 0.0000059 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0005050
C5 0.0008903 0.0063821 0.0202058 0.5016676 3.8697662 0.5038660 0.0212345 0.0057602 0.0008831 0.0001034 0.0001242 0.0000320 0.0000063 0.0000007 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000834
C6 0.0000692 0.0004004 0.0024680 0.0223767 0.5038660 3.8695873 0.5025999 0.0251188 0.0088383 0.0011127 0.0004982 0.0001283 0.0000192 0.0000019 0.0000007 0.0000006 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000709
C7 0.0002952 0.0024607 0.0052001 0.0026014 0.0212345 0.5025999 3.8678340 0.4811436 0.0220153 0.0059215 0.0011634 0.0001234 0.0001390 0.0000169 0.0000018 0.0000034 0.0000009 0.0000002 0.0000002 0.0000001 0.0000000 0.0000000 0.0004285
C8 0.0000386 0.0003641 0.0006159 0.0002561 0.0057602 0.0251188 0.4811436 3.8647097 0.4973991 0.0243928 0.0097592 0.0011455 0.0005114 0.0000500 0.0000083 0.0000069 0.0000014 0.0000004 0.0000004 0.0000002 0.0000000 0.0000000 0.0000647
C9 0.0000072 0.0000310 0.0001767 0.0003146 0.0008831 0.0088383 0.0220153 0.4973991 3.8756099 0.4878935 0.0238527 0.0056781 0.0010175 0.0001322 0.0000545 0.0000353 0.0000044 0.0000009 0.0000029 0.0000004 0.0000001 0.0000000 0.0000103
C10 0.0000028 0.0000157 0.0000560 0.0000631 0.0001034 0.0011127 0.0059215 0.0243928 0.4878935 3.8727207 0.4967657 0.0243656 0.0091939 0.0016235 0.0003696 0.0002038 0.0000334 0.0000051 0.0000073 0.0000019 0.0000003 0.0000001 0.0000041
