

C1 3.6638103 0.4390165 0.0147035 0.0129482 0.0012145 0.0006532 0.0011568 0.0045194 0.0006435 0.0000620 0.0000824 0.0000432 0.0001205 0.0006679 0.4584195
O2 0.4390165 7.8508883 0.4576637 0.0532820 0.0077020 0.0115517 0.0067919 0.0460648 0.0130956 0.0017366 0.0009469 0.0010950 0.0024402 0.0220953 0.0368342
C3 0.0147035 0.4576637 3.5746182 0.6655562 0.0355659 0.0424824 0.0347077 0.6324890 0.0237254 0.0072526 0.0009939 0.0026723 0.0007923 0.0079397 0.0033022
C4 0.0129482 0.0532820 0.6655562 3.9650115 0.6908456 0.0360358 0.0465345 0.0323666 0.0039282 0.0010174 0.0001997 0.0003210 0.0001040 0.0007526 0.0089115
C5 0.0012145 0.0077020 0.0355659 0.6908456 3.9366340 0.6973397 0.0384688 0.0465873 0.0026581 0.0032397 0.0004084 0.0020558 0.0003934 0.0031328 0.0007722
C6 0.0006532 0.0115517 0.0424824 0.0360358 0.6973397 3.9629819 0.6916297 0.0344578 0.0048051 0.0013395 0.0001849 0.0004375 0.0002528 0.0011528 0.0007780
C7 0.0011568 0.0067919 0.0347077 0.0465345 0.0384688 0.6916297 3.9464295 0.6811769 0.0280080 0.0139851 0.0014197 0.0034426 0.0012854 0.0086108 0.0003600
C8 0.0045194 0.0460648 0.6324890 0.0323666 0.0465873 0.0344578 0.6811769 3.8701668 0.5191405 0.0273794 0.0048414 0.0026851 0.0049615 0.0273681 0.0006023
C9 0.0006435 0.0130956 0.0237254 0.0039282 0.0026581 0.0048051 0.0280080 0.5191405 3.8671753 0.6676434 0.0352713 0.0468653 0.0345509 0.6726799 0.0000890
C10 0.0000620 0.0017366 0.0072526 0.0010174 0.0032397 0.0013395 0.0139851 0.0273794 0.6676434 3.9507203 0.7000985 0.0357634 0.0495060 0.0352683 0.0000495
C11 0.0000824 0.0009469 0.0009939 0.0001997 0.0004084 0.0001849 0.0014197 0.0048414 0.0352713 0.7000985 3.9564098 0.6899558 0.0365230 0.0496069 0.0000245
C12 0.0000432 0.0010950 0.0026723 0.0003210 0.0020558 0.0004375 0.0034426 0.0026851 0.0468653 0.0357634 0.6899558 3.9564392 0.6930745 0.0368524 0.0000414
C13 0.0001205 0.0024402 0.0007923 0.0001040 0.0003934 0.0002528 0.0012854 0.0049615 0.0345509 0.0495060 0.0365230 0.6930745 3.9587163 0.6955859 0.0000444
C14 0.0006679 0.0220953 0.0079397 0.0007526 0.0031328 0.0011528 0.0086108 0.0273681 0.6726799 0.0352683 0.0496069 0.0368524 0.6955859 3.9359911 0.0002089
