

C1 3.9867020 0.4816605 0.0541355 0.0355907 0.0040769 0.0005328 0.0001287 0.0000361 0.0005150 0.0002179 0.0000590 0.0000075 0.0000048 0.0000142 0.4717509
C2 0.4816605 2.9267167 0.6683427 0.4362900 0.0114381 0.0043620 0.0006557 0.0003043 0.0039687 0.0006004 0.0001566 0.0000297 0.0000256 0.0000590 0.0238853
O3 0.0541355 0.6683427 8.1398430 0.1438396 0.0216445 0.0031343 0.0003666 0.0006907 0.0026789 0.0007981 0.0001295 0.0000379 0.0000228 0.0000748 0.0112149
O4 0.0355907 0.4362900 0.1438396 7.9217900 0.4005085 0.0400105 0.0041911 0.0040242 0.0351044 0.0056701 0.0011320 0.0002166 0.0002207 0.0008352 0.0040735
C5 0.0040769 0.0114381 0.0216445 0.4005085 3.5539546 0.4584660 0.0219707 0.0269603 0.4728346 0.0263964 0.0044110 0.0006823 0.0006557 0.0040560 0.0002453
C6 0.0005328 0.0043620 0.0031343 0.0400105 0.4584660 3.8975585 0.4820275 0.0303052 0.0212580 0.0034475 0.0005720 0.0023274 0.0052503 0.0244545 0.0001987
C7 0.0001287 0.0006557 0.0003666 0.0041911 0.0219707 0.4820275 3.8274353 0.4677524 0.0292595 0.0212488 0.0023986 0.0113028 0.0270674 0.4721463 0.0000275
C8 0.0000361 0.0003043 0.0006907 0.0040242 0.0269603 0.0303052 0.4677524 3.9084481 0.4696675 0.0271793 0.0056419 0.0073844 0.0099950 0.0272267 0.0000098
C9 0.0005150 0.0039687 0.0026789 0.0351044 0.4728346 0.0212580 0.0292595 0.4696675 3.8220493 0.4656605 0.0229590 0.0025281 0.0026423 0.0216613 0.0001158
C10 0.0002179 0.0006004 0.0007981 0.0056701 0.0263964 0.0034475 0.0212488 0.0271793 0.4656605 3.8395345 0.4849353 0.0257453 0.0246909 0.4597812 0.0000161
C11 0.0000590 0.0001566 0.0001295 0.0011320 0.0044110 0.0005720 0.0023986 0.0056419 0.0229590 0.4849353 3.8935280 0.5100265 0.0374995 0.0225952 0.0000054
C12 0.0000075 0.0000297 0.0000379 0.0002166 0.0006823 0.0023274 0.0113028 0.0073844 0.0025281 0.0257453 0.5100265 3.9870161 0.8793498 0.0364771 0.0000018
C13 0.0000048 0.0000256 0.0000228 0.0002207 0.0006557 0.0052503 0.0270674 0.0099950 0.0026423 0.0246909 0.0374995 0.8793498 3.9693747 0.4977366 0.0000022
C14 0.0000142 0.0000590 0.0000748 0.0008352 0.0040560 0.0244545 0.4721463 0.0272267 0.0216613 0.4597812 0.0225952 0.0364771 0.4977366 3.8316552 0.0000048
