

C1 3.9694753 0.5249608 0.0321063 0.0056638 0.0061018 0.0028702 0.0334558 0.4826671
C2 0.5249608 3.9360317 0.8351566 0.0346072 0.0457717 0.0371575 0.0129380 0.0233027
C3 0.0321063 0.8351566 3.8855310 0.5012945 0.5108799 0.0528746 0.0329596 0.0048341
C4 0.0056638 0.0346072 0.5012945 3.9690333 0.0200661 0.0173296 0.0043917 0.0009250
C5 0.0061018 0.0457717 0.5108799 0.0200661 2.9549091 0.6637139 0.4332610 0.0004248
O6 0.0028702 0.0371575 0.0528746 0.0173296 0.6637139 8.1277501 0.1472908 0.0002731
O7 0.0334558 0.0129380 0.0329596 0.0043917 0.4332610 0.1472908 8.0510406 0.0036332
