

C1 3.9638969 0.5048160 0.0373411 0.0057312 0.0005004 0.0036026 0.0004379 0.0008784 0.0002933 0.0000773 0.0000532 0.0002575 0.0000800 0.0015584 0.0144584 0.0191351 0.0039125 0.4726524
C2 0.5048160 3.8853650 0.8538382 0.0303568 0.0071661 0.0232885 0.0121914 0.0044702 0.0010489 0.0002983 0.0002286 0.0003119 0.0001013 0.0040235 0.0249208 0.4762462 0.0328087 0.0230220
C3 0.0373411 0.8538382 3.9563076 0.5093783 0.0226288 0.0090359 0.0116782 0.0009173 0.0005150 0.0000938 0.0000733 0.0002446 0.0000635 0.0011872 0.0059679 0.0260818 0.0126246 0.0127926
C4 0.0057312 0.0303568 0.5093783 3.8815269 0.4857511 0.0215305 0.0120977 0.0052321 0.0016692 0.0001601 0.0001738 0.0008275 0.0003016 0.0001377 0.0004652 0.0046525 0.0009877 0.0007833
C5 0.0005004 0.0071661 0.0226288 0.4857511 3.8790749 0.4800543 0.0230211 0.0207296 0.0162521 0.0012171 0.0011039 0.0038252 0.0008764 0.0004785 0.0044028 0.0199422 0.0091973 0.0001491
C6 0.0036026 0.0232885 0.0090359 0.0215305 0.4800543 3.7601487 0.4737072 0.4557043 0.0315830 0.0047292 0.0026798 0.0200924 0.0043162 0.0052410 0.0193723 0.4576985 0.0192444 0.0003508
C7 0.0004379 0.0121914 0.0116782 0.0120977 0.0230211 0.4737072 3.9560502 0.0229692 0.0061488 0.0003151 0.0006969 0.0208091 0.0020974 0.0041305 0.0115082 0.0217516 0.0045983 0.0001899
C8 0.0008784 0.0044702 0.0009173 0.0052321 0.0207296 0.4557043 0.0229692 3.5813133 0.3968258 0.0124672 0.0228273 0.4525206 0.0259425 0.0228918 0.0049443 0.0228843 0.0081933 0.0001024
O9 0.0002933 0.0010489 0.0005150 0.0016692 0.0162521 0.0315830 0.0061488 0.3968258 7.8406118 0.4594419 0.1419400 0.0346697 0.0155459 0.0050838 0.0004461 0.0045028 0.0009677 0.0000352
C10 0.0000773 0.0002983 0.0000938 0.0001601 0.0012171 0.0047292 0.0003151 0.0124672 0.4594419 2.9957989 0.7057130 0.0052405 0.0027537 0.0008679 0.0000856 0.0006836 0.0000912 0.0000072
O11 0.0000532 0.0002286 0.0000733 0.0001738 0.0011039 0.0026798 0.0006969 0.0228273 0.1419400 0.7057130 8.0712550 0.0033451 0.0052888 0.0006654 0.0000737 0.0006587 0.0008805 0.0000102
C12 0.0002575 0.0003119 0.0002446 0.0008275 0.0038252 0.0200924 0.0208091 0.4525206 0.0346697 0.0052405 0.0033451 3.8095017 0.4805032 0.4894376 0.0187306 0.0043576 0.0006556 0.0000254
C13 0.0000800 0.0001013 0.0000635 0.0003016 0.0008764 0.0043162 0.0020974 0.0259425 0.0155459 0.0027537 0.0052888 0.4805032 3.9598086 0.0287424 0.0051221 0.0003518 0.0000946 0.0000087
C14 0.0015584 0.0040235 0.0011872 0.0001377 0.0004785 0.0052410 0.0041305 0.0228918 0.0050838 0.0008679 0.0006654 0.4894376 0.0287424 3.8815863 0.4982013 0.0194057 0.0020876 0.0001411
C15 0.0144584 0.0249208 0.0059679 0.0004652 0.0044028 0.0193723 0.0115082 0.0049443 0.0004461 0.0000856 0.0000737 0.0187306 0.0051221 0.4982013 3.8733206 0.4699162 0.0238949 0.0017190
C16 0.0191351 0.4762462 0.0260818 0.0046525 0.0199422 0.4576985 0.0217516 0.0228843 0.0045028 0.0006836 0.0006587 0.0043576 0.0003518 0.0194057 0.4699162 3.7691876 0.4787443 0.0018462
C17 0.0039125 0.0328087 0.0126246 0.0009877 0.0091973 0.0192444 0.0045983 0.0081933 0.0009677 0.0000912 0.0008805 0.0006556 0.0000946 0.0020876 0.0238949 0.4787443 3.9658187 0.0006787
