

C1 3.9689949 0.4904913 0.0274469 0.0057252 0.0011879 0.0003347 0.0025196 0.4840717
C2 0.4904913 3.8757263 0.4935738 0.0225328 0.0059297 0.0029631 0.0245479 0.0206392
C3 0.0274469 0.4935738 3.8616607 0.4933301 0.0255963 0.0219047 0.0041396 0.0045480
C4 0.0057252 0.0225328 0.4933301 3.8063578 0.4832783 0.4699608 0.0373806 0.0010552
C5 0.0011879 0.0059297 0.0255963 0.4832783 3.9592087 0.0308053 0.0074090 0.0002343
C6 0.0003347 0.0029631 0.0219047 0.4699608 0.0308053 3.5067536 0.4425496 0.0000527
O7 0.0025196 0.0245479 0.0041396 0.0373806 0.0074090 0.4425496 8.1153958 0.0001979
