

C1 3.9718165 0.4870867 0.0408027 0.0048848 0.0240080 0.0012237 0.0008101 0.0007255 0.0009403 0.0000950 0.0000256 0.0002090 0.4772400
C2 0.4870867 3.6147356 0.4183692 0.0119115 0.0169057 0.0006626 0.0006038 0.0016241 0.0038407 0.0003266 0.0000364 0.0006735 0.0213311
O3 0.0408027 0.4183692 7.8346302 0.4524128 0.0738588 0.0076415 0.0132923 0.0117651 0.0433944 0.0091373 0.0010875 0.0239914 0.0069234
C4 0.0048848 0.0119115 0.4524128 3.1983510 0.6214650 0.0245692 0.0408927 0.0551749 0.6120956 0.0218212 0.0043053 0.0046242 0.0004349
N5 0.0240080 0.0169057 0.0738588 0.6214650 6.4544956 0.6446166 0.0566377 0.0603985 0.0498093 0.0060814 0.0015134 0.0007753 0.0024847
C6 0.0012237 0.0006626 0.0076415 0.0245692 0.6446166 3.5597949 0.6470067 0.0551208 0.0454739 0.0028762 0.0009076 0.0015112 0.0000820
C7 0.0008101 0.0006038 0.0132923 0.0408927 0.0566377 0.6470067 3.5515877 0.6588545 0.0252386 0.0042703 0.0013628 0.0008535 0.0000964
N8 0.0007255 0.0016241 0.0117651 0.0551749 0.0603985 0.0551208 0.6588545 6.4224144 0.6330975 0.0356546 0.0326938 0.0061378 0.0000772
C9 0.0009403 0.0038407 0.0433944 0.6120956 0.0498093 0.0454739 0.0252386 0.6330975 3.4948647 0.4931962 0.0224416 0.0235949 0.0001363
C10 0.0000950 0.0003266 0.0091373 0.0218212 0.0060814 0.0028762 0.0042703 0.0356546 0.4931962 3.8090052 0.4819820 0.4945805 0.0000242
C11 0.0000256 0.0000364 0.0010875 0.0043053 0.0015134 0.0009076 0.0013628 0.0326938 0.0224416 0.4819820 3.9682770 0.0264324 0.0000059
C12 0.0002090 0.0006735 0.0239914 0.0046242 0.0007753 0.0015112 0.0008535 0.0061378 0.0235949 0.4945805 0.0264324 3.9485552 0.0000598
