

C1 3.9631579 0.4966623 0.0234097 0.0045339 0.0046296 0.0239133 0.0041665 0.0007920 0.0002654 0.0214188 0.0130761 0.0010311 0.0013020 0.4730058
C2 0.4966623 3.7660856 0.4749254 0.0206981 0.0286533 0.4535457 0.0200014 0.0026857 0.0016216 0.4587181 0.0342768 0.0039535 0.0024175 0.0186968
C3 0.0234097 0.4749254 3.8868929 0.4800191 0.0239896 0.0289560 0.0052014 0.0007293 0.0040269 0.0216134 0.0056303 0.0008033 0.0004769 0.0051987
C4 0.0045339 0.0206981 0.4800191 3.8943120 0.4785623 0.0293626 0.0222016 0.0045975 0.0169903 0.0022125 0.0005771 0.0000775 0.0000739 0.0010811
C5 0.0046296 0.0286533 0.0239896 0.4785623 3.8262910 0.4706038 0.4673575 0.0233971 0.0218189 0.0208582 0.0023948 0.0003641 0.0004720 0.0008870
C6 0.0239133 0.4535457 0.0289560 0.0293626 0.4706038 3.9109596 0.0241943 0.0026422 0.0046881 0.0277009 0.0207473 0.0007887 0.0011498 0.0076549
C7 0.0041665 0.0200014 0.0052014 0.0222016 0.4673575 0.0241943 3.7661445 0.4771932 0.4825223 0.4462198 0.0348747 0.0046918 0.0028127 0.0002674
C8 0.0007920 0.0026857 0.0007293 0.0045975 0.0233971 0.0026422 0.4771932 3.9461774 0.0302517 0.0192587 0.0345795 0.0032641 0.0024368 0.0000713
C9 0.0002654 0.0016216 0.0040269 0.0169903 0.0218189 0.0046881 0.4825223 0.0302517 3.9374455 0.0238276 0.0042273 0.0007299 0.0006906 0.0000551
C10 0.0214188 0.4587181 0.0216134 0.0022125 0.0208582 0.0277009 0.4462198 0.0192587 0.0238276 3.6111919 0.3887222 0.0116424 0.0194230 0.0010245
O11 0.0130761 0.0342768 0.0056303 0.0005771 0.0023948 0.0207473 0.0348747 0.0345795 0.0042273 0.3887222 7.7962119 0.4527247 0.1480580 0.0061407
C12 0.0010311 0.0039535 0.0008033 0.0000775 0.0003641 0.0007887 0.0046918 0.0032641 0.0007299 0.0116424 0.4527247 2.9500639 0.6938394 0.0005141
O13 0.0013020 0.0024175 0.0004769 0.0000739 0.0004720 0.0011498 0.0028127 0.0024368 0.0006906 0.0194230 0.1480580 0.6938394 8.1234185 0.0002945
