

C1 3.9648391 0.4953092 0.0284944 0.0083396 0.0008474 0.0002806 0.0000353 0.0000077 0.0003165 0.0000431 0.0000393 0.4798769
C2 0.4953092 3.8664975 0.4798012 0.0420826 0.0065600 0.0014904 0.0001184 0.0000391 0.0024462 0.0002410 0.0002660 0.0226977
C3 0.0284944 0.4798012 3.5056058 0.4344381 0.0139465 0.0035210 0.0004065 0.0001225 0.0025426 0.0004793 0.0007026 0.0059237
O4 0.0083396 0.0420826 0.4344381 7.9201623 0.4029894 0.0793785 0.0034109 0.0016294 0.0435449 0.0069503 0.0151204 0.0018773
C5 0.0008474 0.0065600 0.0139465 0.4029894 3.1829691 0.4032598 0.0138240 0.0067558 0.4498860 0.0204455 0.0195916 0.0000617
O6 0.0002806 0.0014904 0.0035210 0.0793785 0.4032598 7.9029339 0.4343547 0.0440873 0.0392338 0.0105499 0.0193533 0.0000493
C7 0.0000353 0.0001184 0.0004065 0.0034109 0.0138240 0.4343547 3.5079274 0.4871792 0.0026336 0.0005252 0.0010487 0.0000060
C8 0.0000077 0.0000391 0.0001225 0.0016294 0.0067558 0.0440873 0.4871792 3.9694901 0.0007928 0.0074574 0.0002505 0.0000023
C9 0.0003165 0.0024462 0.0025426 0.0435449 0.4498860 0.0392338 0.0026336 0.0007928 3.8070250 0.4949393 0.4788263 0.0000187
C10 0.0000431 0.0002410 0.0004793 0.0069503 0.0204455 0.0105499 0.0005252 0.0074574 0.4949393 3.9534524 0.0299142 0.0000038
C11 0.0000393 0.0002660 0.0007026 0.0151204 0.0195916 0.0193533 0.0010487 0.0002505 0.4788263 0.0299142 3.9723854 0.0000106
