

C1 3.9580696 0.4925887 0.0284095 0.0059387 0.0012362 0.0001606 0.0000627 0.0000242 0.0000172 0.0000038 0.0000026 0.0000006 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4729916
C2 0.4925887 3.8563927 0.4900142 0.0236006 0.0086858 0.0015747 0.0003902 0.0000565 0.0000442 0.0000055 0.0000011 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0198310
C3 0.0284095 0.4900142 3.8618755 0.4931707 0.0221700 0.0080481 0.0015462 0.0001406 0.0003345 0.0000442 0.0000019 0.0000007 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0130357
C4 0.0059387 0.0236006 0.4931707 3.8802927 0.4903430 0.0219894 0.0086729 0.0011794 0.0001171 0.0000322 0.0000070 0.0000011 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0012925
C5 0.0012362 0.0086858 0.0221700 0.4903430 3.8786531 0.4911634 0.0239173 0.0055703 0.0011598 0.0002108 0.0000340 0.0000048 0.0000041 0.0000009 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002368
C6 0.0001606 0.0015747 0.0080481 0.0219894 0.4911634 3.8747649 0.4934147 0.0243824 0.0094977 0.0012868 0.0000763 0.0000232 0.0000202 0.0000038 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000407
C7 0.0000627 0.0003902 0.0015462 0.0086729 0.0239173 0.4934147 3.8683334 0.4906980 0.0233114 0.0059253 0.0013143 0.0002685 0.0000188 0.0000047 0.0000011 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000121
C8 0.0000242 0.0000565 0.0001406 0.0011794 0.0055703 0.0243824 0.4906980 3.8646482 0.4932689 0.0285553 0.0054050 0.0011169 0.0000777 0.0000319 0.0000062 0.0000007 0.0000005 0.0000001 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000084
C9 0.0000172 0.0000442 0.0003345 0.0001171 0.0011598 0.0094977 0.0233114 0.4932689 3.8721388 0.4812431 0.0255174 0.0060632 0.0012509 0.0001945 0.0000286 0.0000054 0.0000040 0.0000006 0.0000007 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000407
C10 0.0000038 0.0000055 0.0000442 0.0000322 0.0002108 0.0012868 0.0059253 0.0285553 0.4812431 3.8740958 0.4927864 0.0243854 0.0095760 0.0011732 0.0001270 0.0000225 0.0000239 0.0000036 0.0000027 0.0000014 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000106
C11 0.0000026 0.0000011 0.0000019 0.0000070 0.0000340 0.0000763 0.0013143 0.0054050 0.0255174 0.4927864 3.8690778 0.4862693 0.0232589 0.0056050 0.0012476 0.0001839 0.0000257 0.0000053 0.0000027 0.0000042 0.0000002 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000009 0.0000100
C12 0.0000006 0.0000002 0.0000007 0.0000011 0.0000048 0.0000232 0.0002685 0.0011169 0.0060632 0.0243854 0.4862693 3.8713107 0.4937227 0.0232489 0.0093518 0.0011538 0.0001268 0.0000194 0.0000121 0.0000176 0.0000008 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000002 0.0000001 0.0000010 0.0000031
C13 0.0000002 0.0000001 0.0000003 0.0000003 0.0000041 0.0000202 0.0000188 0.0000777 0.0012509 0.0095760 0.0232589 0.4937227 3.8625657 0.4916641 0.0244292 0.0057640 0.0013017 0.0001821 0.0000971 0.0001032 0.0000122 0.0000036 0.0000004 0.0000003 0.0000000 0.0000001 0.0000005 0.0000050 0.0000015 0.0000309 0.0000009
C14 0.0000001 0.0000000 0.0000001 0.0000001 0.0000009 0.0000038 0.0000047 0.0000319 0.0001945 0.0011732 0.0056050 0.0232489 0.4916641 3.8738742 0.4945051 0.0229324 0.0098987 0.0010565 0.0003518 0.0003308 0.0000430 0.0000142 0.0000014 0.0000010 0.0000002 0.0000004 0.0000027 0.0000148 0.0000039 0.0001020 0.0000002
C15 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000011 0.0000062 0.0000286 0.0001270 0.0012476 0.0093518 0.0244292 0.4945051 3.8629544 0.4833269 0.0264710 0.0055688 0.0016125 0.0016104 0.0000482 0.0000091 0.0000008 0.0000003 0.0000004 0.0000014 0.0000097 0.0000302 0.0000090 0.0002230 0.0000001
