

C1 3.9612349 0.4822917 0.0263856 0.0307953 0.0052783 0.0025467 0.0009538 0.0002287 0.0000415 0.0000157 0.0000017 0.0000044 0.0000036 0.4746905
C2 0.4822917 3.7876194 0.4941290 0.4784689 0.0194807 0.0189654 0.0048323 0.0008562 0.0001233 0.0000513 0.0000060 0.0000124 0.0000082 0.0208019
C3 0.0263856 0.4941290 3.9568954 0.0237403 0.0038870 0.0250269 0.0007955 0.0000645 0.0000113 0.0000039 0.0000005 0.0000007 0.0000025 0.0076147
C4 0.0307953 0.4784689 0.0237403 3.8920616 0.4774438 0.0483106 0.0369686 0.0043938 0.0004409 0.0002278 0.0000355 0.0000493 0.0000538 0.0032353
C5 0.0052783 0.0194807 0.0038870 0.4774438 2.9392472 0.6648312 0.4426978 0.0117900 0.0041487 0.0009197 0.0001073 0.0002027 0.0003170 0.0003152
O6 0.0025467 0.0189654 0.0250269 0.0483106 0.6648312 8.0917584 0.1365193 0.0183959 0.0023523 0.0003404 0.0001282 0.0000701 0.0003908 0.0005681
O7 0.0009538 0.0048323 0.0007955 0.0369686 0.4426978 0.1365193 7.9123559 0.4096262 0.0434306 0.0060392 0.0015115 0.0008957 0.0025858 0.0000710
C8 0.0002287 0.0008562 0.0000645 0.0043938 0.0117900 0.0183959 0.4096262 3.6123572 0.4718106 0.0220212 0.0104035 0.0052031 0.0177993 0.0000108
C9 0.0000415 0.0001233 0.0000113 0.0004409 0.0041487 0.0023523 0.0434306 0.4718106 3.8673338 0.4730732 0.0254306 0.0276488 0.0385307 0.0000017
C10 0.0000157 0.0000513 0.0000039 0.0002278 0.0009197 0.0003404 0.0060392 0.0220212 0.4730732 3.8425620 0.4835472 0.4870320 0.5239772 0.0000007
C11 0.0000017 0.0000060 0.0000005 0.0000355 0.0001073 0.0001282 0.0015115 0.0104035 0.0254306 0.4835472 3.9581792 0.0242920 0.0422608 0.0000002
C12 0.0000044 0.0000124 0.0000007 0.0000493 0.0002027 0.0000701 0.0008957 0.0052031 0.0276488 0.4870320 0.0242920 3.9615855 0.0388312 0.0000002
S13 0.0000036 0.0000082 0.0000025 0.0000538 0.0003170 0.0003908 0.0025858 0.0177993 0.0385307 0.5239772 0.0422608 0.0388312 14.7583474 0.0000010
