

C1 4.0302680 0.9149072 0.0378182 0.0157354 0.0015321 0.0008972 0.0001852 0.0001081 0.0002944 0.0000787 0.0001625 0.0001717 0.0000137 0.0000285 0.4829615
C2 0.9149072 3.9620134 0.4960916 0.0457341 0.0094554 0.0031574 0.0004516 0.0001664 0.0010349 0.0002966 0.0002770 0.0001361 0.0000191 0.0000832 0.0325708
C3 0.0378182 0.4960916 3.5164946 0.4357040 0.0165111 0.0025600 0.0003782 0.0006087 0.0025603 0.0002646 0.0009867 0.0006334 0.0000479 0.0000451 0.0081656
O4 0.0157354 0.0457341 0.4357040 7.9117875 0.4230369 0.0410911 0.0045203 0.0073070 0.0395866 0.0040065 0.0296037 0.0085566 0.0006305 0.0004581 0.0012319
C5 0.0015321 0.0094554 0.0165111 0.4230369 3.4677893 0.4581313 0.0197961 0.0319077 0.4606179 0.0194082 0.0067090 0.0015603 0.0006337 0.0019658 0.0003196
C6 0.0008972 0.0031574 0.0025600 0.0410911 0.4581313 3.9069445 0.4784567 0.0269623 0.0245116 0.0071977 0.0086376 0.0097710 0.0076138 0.0211782 0.0000857
C7 0.0001852 0.0004516 0.0003782 0.0045203 0.0197961 0.4784567 3.8225093 0.4675163 0.0291294 0.0242832 0.0023964 0.0030330 0.0219774 0.4749233 0.0000195
C8 0.0001081 0.0001664 0.0006087 0.0073070 0.0319077 0.0269623 0.4675163 3.9005754 0.4674299 0.0265849 0.0050650 0.0022645 0.0055134 0.0311060 0.0000113
C9 0.0002944 0.0010349 0.0025603 0.0395866 0.4606179 0.0245116 0.0291294 0.4674299 3.8382732 0.4694053 0.0222036 0.0107379 0.0029105 0.0196674 0.0000642
C10 0.0000787 0.0002966 0.0002646 0.0040065 0.0194082 0.0071977 0.0242832 0.0265849 0.4694053 3.8256862 0.5047875 0.0373469 0.0226475 0.4599021 0.0000123
C11 0.0001625 0.0002770 0.0009867 0.0296037 0.0067090 0.0086376 0.0023964 0.0050650 0.0222036 0.5047875 3.9565301 0.8660396 0.0366696 0.0255899 0.0000109
C12 0.0001717 0.0001361 0.0006334 0.0085566 0.0015603 0.0097710 0.0030330 0.0022645 0.0107379 0.0373469 0.8660396 3.9928593 0.5069592 0.0264184 0.0000118
C13 0.0000137 0.0000191 0.0000479 0.0006305 0.0006337 0.0076138 0.0219774 0.0055134 0.0029105 0.0226475 0.0366696 0.5069592 3.8942389 0.4868630 0.0000014
C14 0.0000285 0.0000832 0.0000451 0.0004581 0.0019658 0.0211782 0.4749233 0.0311060 0.0196674 0.4599021 0.0255899 0.0264184 0.4868630 3.8237586 0.0000037
