

C1 3.9614302 0.4961610 0.0244748 0.0091316 0.0017576 0.0001470 0.0000505 0.0000175 0.0000021 0.0000018 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4719999
C2 0.4961610 3.8691764 0.4948697 0.0235528 0.0087854 0.0009325 0.0004751 0.0001271 0.0000206 0.0000138 0.0000009 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0199186
C3 0.0244748 0.4948697 3.8606347 0.4919666 0.0228740 0.0053035 0.0009720 0.0001170 0.0001230 0.0001345 0.0000082 0.0000033 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0077064
C4 0.0091316 0.0235528 0.4919666 3.8782090 0.4910654 0.0229738 0.0092792 0.0011461 0.0005386 0.0004914 0.0000274 0.0000135 0.0000024 0.0000004 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0033703
C5 0.0017576 0.0087854 0.0228740 0.4910654 3.8706624 0.4952291 0.0241504 0.0057873 0.0013919 0.0006286 0.0001682 0.0000229 0.0000041 0.0000017 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0004352
C6 0.0001470 0.0009325 0.0053035 0.0229738 0.4952291 3.8754962 0.4929085 0.0245454 0.0135827 0.0068925 0.0012411 0.0002410 0.0000438 0.0000123 0.0000007 0.0000011 0.0000006 0.0000001 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000504
C7 0.0000505 0.0004751 0.0009720 0.0092792 0.0241504 0.4929085 3.8660205 0.4772960 0.0283561 0.0121036 0.0010531 0.0004206 0.0000540 0.0000143 0.0000018 0.0000020 0.0000018 0.0000003 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000090
C8 0.0000175 0.0001271 0.0001170 0.0011461 0.0057873 0.0245454 0.4772960 3.8762217 0.5119728 0.0318788 0.0102212 0.0009546 0.0004182 0.0001013 0.0000062 0.0000043 0.0000032 0.0000006 0.0000011 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000023
C9 0.0000021 0.0000206 0.0001230 0.0005386 0.0013919 0.0135827 0.0283561 0.5119728 3.9486944 0.8808261 0.0327118 0.0114496 0.0017535 0.0002147 0.0000247 0.0000499 0.0000421 0.0000068 0.0000114 0.0000020 0.0000002 0.0000001 0.0000000 0.0000000 0.0000008
C10 0.0000018 0.0000138 0.0001345 0.0004914 0.0006286 0.0068925 0.0121036 0.0318788 0.8808261 3.9525545 0.5146647 0.0254565 0.0098283 0.0011073 0.0000867 0.0000610 0.0000681 0.0000133 0.0000117 0.0000028 0.0000003 0.0000001 0.0000000 0.0000001 0.0000006
