

C1 3.9436535 0.4994609 0.0245643 0.0112064 0.0010970 0.0004587 0.0001118 0.0000230 0.0000021 0.0000005 0.0000024 0.0000019 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4795230
C2 0.4994609 3.8711737 0.4841916 0.0259414 0.0056040 0.0009419 0.0001512 0.0000268 0.0000061 0.0000013 0.0000103 0.0000359 0.0000029 0.0000015 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0217944
C3 0.0245643 0.4841916 3.8717107 0.4876531 0.0234101 0.0085847 0.0010611 0.0000635 0.0000383 0.0000149 0.0000974 0.0002402 0.0000274 0.0000131 0.0000005 0.0000002 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0058045
C4 0.0112064 0.0259414 0.4876531 3.8681700 0.4925693 0.0234108 0.0056630 0.0012201 0.0000630 0.0000073 0.0000192 0.0000746 0.0000072 0.0000022 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0018974
C5 0.0010970 0.0056040 0.0234101 0.4925693 3.8583119 0.4897560 0.0273809 0.0050821 0.0009582 0.0000530 0.0001636 0.0012278 0.0001077 0.0000488 0.0000046 0.0000009 0.0000011 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0002419
C6 0.0004587 0.0009419 0.0085847 0.0234108 0.4897560 3.8656653 0.4870533 0.0233043 0.0072661 0.0004355 0.0011399 0.0020065 0.0002518 0.0001031 0.0000185 0.0000030 0.0000020 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0001814
C7 0.0001118 0.0001512 0.0010611 0.0056630 0.0273809 0.4870533 3.8794492 0.5018084 0.0215651 0.0021926 0.0009291 0.0051827 0.0021140 0.0002245 0.0001127 0.0000392 0.0000032 0.0000003 0.0000001 0.0000001 0.0000000 0.0000001 0.0000587
C8 0.0000230 0.0000268 0.0000635 0.0012201 0.0050821 0.0233043 0.5018084 3.8647051 0.5105001 0.0205427 0.0014186 0.0005277 0.0004575 0.0000431 0.0000242 0.0000056 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000079
C9 0.0000021 0.0000061 0.0000383 0.0000630 0.0009582 0.0072661 0.0215651 0.5105001 3.8800799 0.5090357 0.0206934 0.0015102 0.0002295 0.0001099 0.0000645 0.0000053 0.0000013 0.0000008 0.0000002 0.0000000 0.0000000 0.0000000 0.0000008
C10 0.0000005 0.0000013 0.0000149 0.0000073 0.0000530 0.0004355 0.0021926 0.0205427 0.5090357 3.8744643 0.5131995 0.0200858 0.0044868 0.0010583 0.0002648 0.0000363 0.0000071 0.0000019 0.0000009 0.0000002 0.0000001 0.0000001 0.0000003
C11 0.0000024 0.0000103 0.0000974 0.0000192 0.0001636 0.0011399 0.0009291 0.0014186 0.0206934 0.5131995 3.8719908 0.5056820 0.0225181 0.0056275 0.0013960 0.0001196 0.0000455 0.0000203 0.0000026 0.0000011 0.0000002 0.0000006 0.0000010
C12 0.0000019 0.0000359 0.0002402 0.0000746 0.0012278 0.0020065 0.0051827 0.0005277 0.0015102 0.0200858 0.5056820 3.8683691 0.4958890 0.0212327 0.0079726 0.0011997 0.0005185 0.0000454 0.0000050 0.0000041 0.0000005 0.0000032 0.0000011
C13 0.0000002 0.0000029 0.0000274 0.0000072 0.0001077 0.0002518 0.0021140 0.0004575 0.0002295 0.0044868 0.0225181 0.4958890 3.8746580 0.4915233 0.0228414 0.0053382 0.0009733 0.0001252 0.0000346 0.0000246 0.0000021 0.0000012 0.0000002
