

C1 3.8822831 0.5007570 0.0202474 0.0081269 0.0206848 0.4987259 0.4654778
C2 0.5007570 3.8820570 0.4906023 0.0312018 0.0056601 0.0203199 0.0222354
C3 0.0202474 0.4906023 3.5966990 0.4915301 0.0161760 0.0054929 0.0040759
N4 0.0081269 0.0312018 0.4915301 6.3549852 0.4909141 0.0321836 0.0006312
C5 0.0206848 0.0056601 0.0161760 0.4909141 3.6090136 0.4898189 0.0044722
C6 0.4987259 0.0203199 0.0054929 0.0321836 0.4898189 3.8794955 0.0226473
