

O11 0.0000003 0.0000003 0.0000006 0.0000063 0.0000242 0.0001097 0.0009006 0.0064173 0.0721700 0.4080242 7.8627684 0.4185160 0.0355825 0.0211718 0.0058411 0.0144427 0.0041221 0.0025452 0.0181507 0.0025654 0.0002326 0.0000200 0.0000138 0.0000007 0.0000030 0.0000004 0.0000002 0.0000003 0.0000044 0.0000019 0.0000004 0.0000003 0.0000019 0.0000011 0.0000058 0.0000034 0.0370177 0.0045661 0.0331369 0.0202132 0.0050462 0.0020156 0.0009489 0.0016291 0.0000001
C12 0.0000001 0.0000000 0.0000000 0.0000006 0.0000009 0.0000074 0.0000275 0.0001730 0.0028482 0.0113632 0.4185160 3.5047175 0.4397527 0.0448002 0.0186678 0.0014242 0.0005243 0.0055018 0.0200764 0.0043507 0.0007472 0.0001103 0.0000555 0.0000008 0.0000016 0.0000001 0.0000000 0.0000001 0.0000001 0.0000002 0.0000025 0.0000009 0.0000039 0.0000026 0.0000158 0.0000131 0.4434383 0.0396090 0.0087014 0.0087147 0.0010695 0.0001475 0.0000862 0.0003780 0.0000000
C13 0.0000000 0.0000000 0.0000000 0.0000002 0.0000005 0.0000050 0.0000138 0.0001337 0.0006854 0.0037258 0.0355825 0.4397527 3.4560395 0.4454458 0.4482845 0.0180151 0.0035093 0.0383838 0.0032430 0.0005376 0.0001562 0.0000284 0.0000156 0.0000017 0.0000007 0.0000001 0.0000000 0.0000000 0.0000002 0.0000001 0.0000003 0.0000002 0.0000005 0.0000004 0.0000018 0.0000033 0.0221287 0.0057453 0.0006847 0.0006115 0.0001159 0.0000208 0.0000266 0.0000397 0.0000000
O14 0.0000002 0.0000000 0.0000000 0.0000006 0.0000004 0.0000032 0.0000116 0.0000531 0.0003840 0.0005179 0.0211718 0.0448002 0.4454458 7.9663749 0.0339582 0.0050084 0.0688494 0.0074194 0.0005312 0.0002768 0.0000465 0.0000062 0.0000102 0.0000008 0.0000006 0.0000001 0.0000001 0.0000002 0.0000001 0.0000004 0.0000002 0.0000005 0.0000003 0.0000006 0.0000009 0.0000018 0.0069272 0.0022344 0.0003522 0.0134725 0.0002217 0.0000422 0.0000435 0.0000178 0.0000000
C15 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000005 0.0000013 0.0000075 0.0000616 0.0002613 0.0058411 0.0186678 0.4482845 0.0339582 3.4826352 0.4508034 0.0364917 0.4268755 0.0101879 0.0069212 0.0003139 0.0000878 0.0000876 0.0000085 0.0000021 0.0000002 0.0000001 0.0000001 0.0000000 0.0000001 0.0000036 0.0000028 0.0000026 0.0000012 0.0000070 0.0000052 0.0031042 0.0004721 0.0002706 0.0003199 0.0000660 0.0000111 0.0000030 0.0000030 0.0000000
C16 0.0000001 0.0000000 0.0000000 0.0000001 0.0000001 0.0000007 0.0000030 0.0000124 0.0000932 0.0004413 0.0144427 0.0014242 0.0180151 0.0050084 0.4508034 3.5117466 0.4482969 0.0422781 0.0035988 0.0009706 0.0002407 0.0000329 0.0000110 0.0000008 0.0000008 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000005 0.0000022 0.0000014 0.0000096 0.0000035 0.0006290 0.0001227 0.0001454 0.0000354 0.0000355 0.0000161 0.0000024 0.0000035 0.0000000
O17 0.0000003 0.0000000 0.0000000 0.0000006 0.0000002 0.0000015 0.0000033 0.0000084 0.0000861 0.0001014 0.0041221 0.0005243 0.0035093 0.0688494 0.0364917 0.4482969 8.0467709 0.0081867 0.0008234 0.0004022 0.0000592 0.0000098 0.0000064 0.0000005 0.0000006 0.0000001 0.0000001 0.0000003 0.0000001 0.0000004 0.0000004 0.0000007 0.0000005 0.0000009 0.0000019 0.0000040 0.0002019 0.0000561 0.0000234 0.0002715 0.0000078 0.0000062 0.0000025 0.0000097 0.0000001
O18 0.0000002 0.0000001 0.0000002 0.0000006 0.0000002 0.0000043 0.0000035 0.0000179 0.0005415 0.0000874 0.0025452 0.0055018 0.0383838 0.0074194 0.4268755 0.0422781 0.0081867 7.9576433 0.3962945 0.0761809 0.0100433 0.0012746 0.0006215 0.0000712 0.0000196 0.0000015 0.0000010 0.0000006 0.0000002 0.0000005 0.0000193 0.0000137 0.0000258 0.0000122 0.0001094 0.0000995 0.0447325 0.0093967 0.0000615 0.0001097 0.0000098 0.0000089 0.0000079 0.0000054 0.0000000
C19 0.0000001 0.0000001 0.0000001 0.0000003 0.0000003 0.0000101 0.0000119 0.0000382 0.0019024 0.0003531 0.0181507 0.0200764 0.0032430 0.0005312 0.0101879 0.0035988 0.0008234 0.3962945 3.1580986 0.4070797 0.0168158 0.0024891 0.0008201 0.0000363 0.0000298 0.0000021 0.0000007 0.0000005 0.0000004 0.0000003 0.0000361 0.0000193 0.0000723 0.0000313 0.0003175 0.0001323 0.4242086 0.0374059 0.0003537 0.0003393 0.0000581 0.0000251 0.0000288 0.0000086 0.0000000
O20 0.0000010 0.0000003 0.0000010 0.0000023 0.0000010 0.0000238 0.0000036 0.0000094 0.0003886 0.0000884 0.0025654 0.0043507 0.0005376 0.0002768 0.0069212 0.0009706 0.0004022 0.0761809 0.4070797 7.9072105 0.4343913 0.0318206 0.0317310 0.0011930 0.0003032 0.0000286 0.0000077 0.0000046 0.0000057 0.0000033 0.0005825 0.0002764 0.0005316 0.0002053 0.0024909 0.0023994 0.0343237 0.0259173 0.0000729 0.0001150 0.0000148 0.0000083 0.0000060 0.0000041 0.0000003
C21 0.0000004 0.0000007 0.0000048 0.0000025 0.0000004 0.0000075 0.0000013 0.0000012 0.0000418 0.0000077 0.0002326 0.0007472 0.0001562 0.0000465 0.0003139 0.0002407 0.0000592 0.0100433 0.0168158 0.4343913 3.5340142 0.4620787 0.0293238 0.0037612 0.0005027 0.0000434 0.0000413 0.0000092 0.0000051 0.0000022 0.0012116 0.0003082 0.0034179 0.0010967 0.0224352 0.0114231 0.0047744 0.0008409 0.0000114 0.0000223 0.0000013 0.0000010 0.0000008 0.0000005 0.0000002
C22 0.0000016 0.0000036 0.0000187 0.0000081 0.0000028 0.0000155 0.0000013 0.0000006 0.0000145 0.0000012 0.0000200 0.0001103 0.0000284 0.0000062 0.0000878 0.0000329 0.0000098 0.0012746 0.0024891 0.0318206 0.4620787 3.5129093 0.4286416 0.0126909 0.0056565 0.0002839 0.0001841 0.0000457 0.0000281 0.0000134 0.0162210 0.0021574 0.0195074 0.0045149 0.4403795 0.0403850 0.0004327 0.0001712 0.0000016 0.0000027 0.0000002 0.0000003 0.0000003 0.0000004 0.0000004
O23 0.0000131 0.0000176 0.0001059 0.0000811 0.0000357 0.0005643 0.0000146 0.0000055 0.0001801 0.0000052 0.0000138 0.0000555 0.0000156 0.0000102 0.0000876 0.0000110 0.0000064 0.0006215 0.0008201 0.0317310 0.0293238 0.4286416 7.8271065 0.4062550 0.0780055 0.0069811 0.0009472 0.0003187 0.0008693 0.0003513 0.0339842 0.0096154 0.0183044 0.0028006 0.0449985 0.0098495 0.0001572 0.0022040 0.0000027 0.0000024 0.0000005 0.0000015 0.0000022 0.0000029 0.0000025
C24 0.0000249 0.0000532 0.0005295 0.0002608 0.0001289 0.0006167 0.0000175 0.0000024 0.0000063 0.0000002 0.0000007 0.0000008 0.0000017 0.0000008 0.0000085 0.0000008 0.0000005 0.0000712 0.0000363 0.0011930 0.0037612 0.0126909 0.4062550 3.1528479 0.4047164 0.0100005 0.0058409 0.0007003 0.0041500 0.0008270 0.4418257 0.0410206 0.0199282 0.0043367 0.0021728 0.0005411 0.0000038 0.0000433 0.0000001 0.0000001 0.0000002 0.0000002 0.0000006 0.0000010 0.0000083
O25 0.0001854 0.0004532 0.0021505 0.0067903 0.0039598 0.0256132 0.0007615 0.0000614 0.0002614 0.0000072 0.0000030 0.0000016 0.0000007 0.0000006 0.0000021 0.0000008 0.0000006 0.0000196 0.0000298 0.0003032 0.0005027 0.0056565 0.0780055 0.4047164 7.9253956 0.4249445 0.0372604 0.0090524 0.0411191 0.0067706 0.0391678 0.0041148 0.0057970 0.0014295 0.0012099 0.0003037 0.0000056 0.0001445 0.0000043 0.0000023 0.0000050 0.0000021 0.0000173 0.0000209 0.0000196
C26 0.0009127 0.0031876 0.0173657 0.0089221 0.0167946 0.0019063 0.0003908 0.0000481 0.0000133 0.0000006 0.0000004 0.0000001 0.0000001 0.0000001 0.0000002 0.0000000 0.0000001 0.0000015 0.0000021 0.0000286 0.0000434 0.0002839 0.0069811 0.0100005 0.4249445 3.4688950 0.4533292 0.0467538 0.4375367 0.0350468 0.0049297 0.0079986 0.0005026 0.0001164 0.0001202 0.0000502 0.0000001 0.0000037 0.0000003 0.0000002 0.0000022 0.0000006 0.0000050 0.0000040 0.0000452
C27 0.0084556 0.0217282 0.4365822 0.0386693 0.0034315 0.0005983 0.0001638 0.0000392 0.0000085 0.0000006 0.0000002 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000001 0.0000010 0.0000007 0.0000077 0.0000413 0.0001841 0.0009472 0.0058409 0.0372604 0.4533292 3.5029224 0.4378388 0.0202870 0.0044369 0.0005946 0.0097459 0.0000829 0.0000631 0.0000222 0.0000067 0.0000001 0.0000010 0.0000003 0.0000002 0.0000025 0.0000006 0.0000056 0.0000031 0.0003582
O28 0.0418626 0.0028551 0.0463162 0.0103270 0.0006393 0.0002274 0.0000234 0.0000048 0.0000042 0.0000003 0.0000003 0.0000001 0.0000000 0.0000002 0.0000001 0.0000000 0.0000003 0.0000006 0.0000005 0.0000046 0.0000092 0.0000457 0.0003187 0.0007003 0.0090524 0.0467538 0.4378388 8.0065064 0.0027164 0.0163483 0.0006018 0.0182566 0.0002579 0.0000701 0.0000652 0.0000228 0.0000001 0.0000019 0.0000001 0.0000003 0.0000004 0.0000008 0.0000009 0.0000025 0.0025084
C29 0.0001881 0.0009420 0.0110267 0.0340464 0.4405207 0.0392355 0.0039251 0.0009200 0.0000928 0.0000127 0.0000044 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000001 0.0000002 0.0000004 0.0000057 0.0000051 0.0000281 0.0008693 0.0041500 0.0411191 0.4375367 0.0202870 0.0027164 3.4953500 0.4361744 0.0004866 0.0009195 0.0000720 0.0000227 0.0000173 0.0000066 0.0000001 0.0000049 0.0000040 0.0000016 0.0000338 0.0000062 0.0000799 0.0000451 0.0000103
O30 0.0002473 0.0015017 0.0144608 0.0046722 0.0417509 0.0097740 0.0006356 0.0002699 0.0000336 0.0000032 0.0000019 0.0000002 0.0000001 0.0000004 0.0000001 0.0000001 0.0000004 0.0000005 0.0000003 0.0000033 0.0000022 0.0000134 0.0003513 0.0008270 0.0067706 0.0350468 0.0044369 0.0163483 0.4361744 8.0948487 0.0000786 0.0001255 0.0000232 0.0000106 0.0000109 0.0000078 0.0000003 0.0000053 0.0000019 0.0000016 0.0000162 0.0000049 0.0000519 0.0000176 0.0000692
C31 0.0000103 0.0000193 0.0000917 0.0000757 0.0001389 0.0003120 0.0000119 0.0000011 0.0000040 0.0000001 0.0000004 0.0000025 0.0000003 0.0000002 0.0000036 0.0000004 0.0000004 0.0000193 0.0000361 0.0005825 0.0012116 0.0162210 0.0339842 0.4418257 0.0391678 0.0049297 0.0005946 0.0006018 0.0004866 0.0000786 3.5227301 0.4409068 0.4418790 0.0334250 0.0176838 0.0020287 0.0000061 0.0000282 0.0000000 0.0000001 0.0000002 0.0000001 0.0000004 0.0000008 0.0000014
O32 0.0001148 0.0000719 0.0011297 0.0001735 0.0001507 0.0000433 0.0000046 0.0000008 0.0000021 0.0000001 0.0000003 0.0000009 0.0000002 0.0000005 0.0000028 0.0000005 0.0000007 0.0000137 0.0000193 0.0002764 0.0003082 0.0021574 0.0096154 0.0410206 0.0041148 0.0079986 0.0097459 0.0182566 0.0009195 0.0001255 0.4409068 7.9978598 0.0442305 0.0335830 0.0064547 0.0014431 0.0000018 0.0000136 0.0000001 0.0000003 0.0000001 0.0000007 0.0000002 0.0000010 0.0000096
C33 0.0000030 0.0000016 0.0000128 0.0000173 0.0000249 0.0000639 0.0000029 0.0000002 0.0000008 0.0000001 0.0000019 0.0000039 0.0000005 0.0000003 0.0000026 0.0000022 0.0000005 0.0000258 0.0000723 0.0005316 0.0034179 0.0195074 0.0183044 0.0199282 0.0057970 0.0005026 0.0000829 0.0002579 0.0000720 0.0000232 0.4418790 0.0442305 3.4753846 0.4430238 0.4477122 0.0359372 0.0000308 0.0000063 0.0000002 0.0000002 0.0000001 0.0000001 0.0000001 0.0000003 0.0000003
O34 0.0000047 0.0000012 0.0000090 0.0000073 0.0000055 0.0000202 0.0000010 0.0000003 0.0000011 0.0000001 0.0000011 0.0000026 0.0000004 0.0000006 0.0000012 0.0000014 0.0000009 0.0000122 0.0000313 0.0002053 0.0010967 0.0045149 0.0028006 0.0043367 0.0014295 0.0001164 0.0000631 0.0000701 0.0000227 0.0000106 0.0334250 0.0335830 0.4430238 8.0672979 0.0379340 0.0390790 0.0000179 0.0000044 0.0000002 0.0000005 0.0000001 0.0000005 0.0000001 0.0000009 0.0000003
C35 0.0000012 0.0000004 0.0000023 0.0000021 0.0000010 0.0000093 0.0000002 0.0000001 0.0000024 0.0000002 0.0000058 0.0000158 0.0000018 0.0000009 0.0000070 0.0000096 0.0000019 0.0001094 0.0003175 0.0024909 0.0224352 0.4403795 0.0449985 0.0021728 0.0012099 0.0001202 0.0000222 0.0000652 0.0000173 0.0000109 0.0176838 0.0064547 0.4477122 0.0379340 3.4845397 0.4409824 0.0001195 0.0000363 0.0000005 0.0000007 0.0000001 0.0000001 0.0000000 0.0000003 0.0000002
O36 0.0000019 0.0000004 0.0000012 0.0000022 0.0000006 0.0000046 0.0000003 0.0000003 0.0000023 0.0000003 0.0000034 0.0000131 0.0000033 0.0000018 0.0000052 0.0000035 0.0000040 0.0000995 0.0001323 0.0023994 0.0114231 0.0403850 0.0098495 0.0005411 0.0003037 0.0000502 0.0000067 0.0000228 0.0000066 0.0000078 0.0020287 0.0014431 0.0359372 0.0390790 0.4409824 8.0671291 0.0000761 0.0000369 0.0000004 0.0000013 0.0000001 0.0000005 0.0000002 0.0000010 0.0000004
C37 0.0000001 0.0000000 0.0000000 0.0000009 0.0000006 0.0000343 0.0000095 0.0001014 0.0021263 0.0011227 0.0370177 0.4434383 0.0221287 0.0069272 0.0031042 0.0006290 0.0002019 0.0447325 0.4242086 0.0343237 0.0047744 0.0004327 0.0001572 0.0000038 0.0000056 0.0000001 0.0000001 0.0000001 0.0000001 0.0000003 0.0000061 0.0000018 0.0000308 0.0000179 0.0001195 0.0000761 3.4694048 0.4459101 0.0004024 0.0009595 0.0000578 0.0000300 0.0000319 0.0000530 0.0000000
O38 0.0000013 0.0000005 0.0000011 0.0000236 0.0000298 0.0008767 0.0001479 0.0014786 0.0384852 0.0011974 0.0045661 0.0396090 0.0057453 0.0022344 0.0004721 0.0001227 0.0000561 0.0093967 0.0374059 0.0259173 0.0008409 0.0001712 0.0022040 0.0000433 0.0001445 0.0000037 0.0000010 0.0000019 0.0000049 0.0000053 0.0000282 0.0000136 0.0000063 0.0000044 0.0000363 0.0000369 0.4459101 8.0341631 0.0015341 0.0005510 0.0002194 0.0000607 0.0002872 0.0001090 0.0000002
C39 0.0000002 0.0000003 0.0000008 0.0000067 0.0000206 0.0001437 0.0007763 0.0064317 0.0386585 0.4389712 0.0331369 0.0087014 0.0006847 0.0003522 0.0002706 0.0001454 0.0000234 0.0000615 0.0003537 0.0000729 0.0000114 0.0000016 0.0000027 0.0000001 0.0000043 0.0000003 0.0000003 0.0000001 0.0000040 0.0000019 0.0000000 0.0000001 0.0000002 0.0000002 0.0000005 0.0000004 0.0004024 0.0015341 3.4986383 0.4372292 0.4402345 0.0451308 0.0175327 0.0027191 0.0000000
O40 0.0000004 0.0000001 0.0000003 0.0000030 0.0000055 0.0000537 0.0002133 0.0009235 0.0085099 0.0360057 0.0202132 0.0087147 0.0006115 0.0134725 0.0003199 0.0000354 0.0002715 0.0001097 0.0003393 0.0001150 0.0000223 0.0000027 0.0000024 0.0000001 0.0000023 0.0000002 0.0000002 0.0000003 0.0000016 0.0000016 0.0000001 0.0000003 0.0000002 0.0000005 0.0000007 0.0000013 0.0009595 0.0005510 0.4372292 8.0530688 0.0481259 0.0085858 0.0056449 0.0007103 0.0000002
C41 0.0000011 0.0000021 0.0000042 0.0000380 0.0001470 0.0008947 0.0041914 0.0183985 0.0052665 0.0211704 0.0050462 0.0010695 0.0001159 0.0002217 0.0000660 0.0000355 0.0000078 0.0000098 0.0000581 0.0000148 0.0000013 0.0000002 0.0000005 0.0000002 0.0000050 0.0000022 0.0000025 0.0000004 0.0000338 0.0000162 0.0000002 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000578 0.0002194 0.4402345 0.0481259 3.5090570 0.4363494 0.4520193 0.0418223 0.0000001
O42 0.0000010 0.0000005 0.0000010 0.0000091 0.0000237 0.0001396 0.0006998 0.0042273 0.0011469 0.0055455 0.0020156 0.0001475 0.0000208 0.0000422 0.0000111 0.0000161 0.0000062 0.0000089 0.0000251 0.0000083 0.0000010 0.0000003 0.0000015 0.0000002 0.0000021 0.0000006 0.0000006 0.0000008 0.0000062 0.0000049 0.0000001 0.0000007 0.0000001 0.0000005 0.0000001 0.0000005 0.0000300 0.0000607 0.0451308 0.0085858 0.4363494 8.0937756 0.0463963 0.0093957 0.0000004
C43 0.0000038 0.0000070 0.0000187 0.0001706 0.0006192 0.0044711 0.0214775 0.4556943 0.0359165 0.0087954 0.0009489 0.0000862 0.0000266 0.0000435 0.0000030 0.0000024 0.0000025 0.0000079 0.0000288 0.0000060 0.0000008 0.0000003 0.0000022 0.0000006 0.0000173 0.0000050 0.0000056 0.0000009 0.0000799 0.0000519 0.0000004 0.0000002 0.0000001 0.0000001 0.0000000 0.0000002 0.0000319 0.0002872 0.0175327 0.0056449 0.4520193 0.0463963 3.4971306 0.4297904 0.0000001
O44 0.0000035 0.0000028 0.0000123 0.0001237 0.0001561 0.0036150 0.0228465 0.0378803 0.0074320 0.0118217 0.0016291 0.0003780 0.0000397 0.0000178 0.0000030 0.0000035 0.0000097 0.0000054 0.0000086 0.0000041 0.0000005 0.0000004 0.0000029 0.0000010 0.0000209 0.0000040 0.0000031 0.0000025 0.0000451 0.0000176 0.0000008 0.0000010 0.0000003 0.0000009 0.0000003 0.0000010 0.0000530 0.0001090 0.0027191 0.0007103 0.0418223 0.0093957 0.4297904 8.1085123 0.0000004
