

C1 3.6588960 0.4405148 0.0142101 0.0121960 0.0011290 0.0005664 0.0001614 0.0000270 0.0012062 0.0045206 0.4602119
O2 0.4405148 7.9223657 0.4535963 0.0541357 0.0078320 0.0098408 0.0028787 0.0001568 0.0068552 0.0513264 0.0388022
C3 0.0142101 0.4535963 3.5686511 0.6578689 0.0357557 0.0372963 0.0098759 0.0005600 0.0356617 0.6603980 0.0025540
C4 0.0121960 0.0541357 0.6578689 3.9389342 0.7001040 0.0360532 0.0066429 0.0011310 0.0466725 0.0346516 0.0049269
C5 0.0011290 0.0078320 0.0357557 0.7001040 3.9352638 0.6576078 0.0504016 0.0042769 0.0343699 0.0519089 0.0004719
C6 0.0005664 0.0098408 0.0372963 0.0360532 0.6576078 3.5665699 0.4488590 0.0139457 0.6611469 0.0357969 0.0006548
O7 0.0001614 0.0028787 0.0098759 0.0066429 0.0504016 0.4488590 7.9501049 0.4386017 0.0559848 0.0081286 0.0001986
C8 0.0000270 0.0001568 0.0005600 0.0011310 0.0042769 0.0139457 0.4386017 3.6370273 0.0123431 0.0011911 0.0000099
C9 0.0012062 0.0068552 0.0356617 0.0466725 0.0343699 0.6611469 0.0559848 0.0123431 3.9478017 0.6954449 0.0003669
C10 0.0045206 0.0513264 0.6603980 0.0346516 0.0519089 0.0357969 0.0081286 0.0011911 0.6954449 3.9329101 0.0009343
