

C1 3.9533216 0.4999313 0.0242464 0.0099000 0.0009256 0.0001068 0.0000671 0.0000756 0.0002782 0.0001528 0.0005129 0.0000254 0.0000068 0.4734594
C2 0.4999313 3.8587002 0.4824302 0.0254991 0.0056616 0.0008641 0.0008136 0.0000767 0.0004280 0.0001963 0.0016617 0.0000735 0.0000142 0.0201411
C3 0.0242464 0.4824302 3.8774872 0.4940251 0.0206636 0.0069125 0.0049398 0.0009521 0.0035306 0.0005599 0.0165596 0.0004911 0.0001322 0.0016480
C4 0.0099000 0.0254991 0.4940251 3.8614301 0.4750767 0.0211608 0.0234469 0.0094655 0.0255513 0.0093126 0.0043250 0.0001937 0.0001778 0.0069092
C5 0.0009256 0.0056616 0.0206636 0.4750767 3.7556522 0.4691549 0.4723145 0.0218192 0.4558242 0.0468689 0.0272555 0.0037841 0.0003706 0.0007171
C6 0.0001068 0.0008641 0.0069125 0.0211608 0.4691549 3.9725070 0.0232595 0.0088166 0.0328692 0.0110270 0.0124325 0.0004655 0.0002513 0.0000616
C7 0.0000671 0.0008136 0.0049398 0.0234469 0.4723145 0.0232595 3.8478583 0.4954871 0.0208475 0.0346381 0.0038059 0.0006018 0.0001072 0.0000877
C8 0.0000756 0.0000767 0.0009521 0.0094655 0.0218192 0.0088166 0.4954871 3.9605537 0.0047716 0.0038531 0.0009409 0.0002190 0.0000271 0.0002733
C9 0.0002782 0.0004280 0.0035306 0.0255513 0.4558242 0.0328692 0.0208475 0.0047716 2.9759735 0.6677586 0.4453165 0.0121404 0.0049106 0.0001959
O10 0.0001528 0.0001963 0.0005599 0.0093126 0.0468689 0.0110270 0.0346381 0.0038531 0.6677586 8.0448708 0.1265522 0.0199795 0.0264238 0.0001317
O11 0.0005129 0.0016617 0.0165596 0.0043250 0.0272555 0.0124325 0.0038059 0.0009409 0.4453165 0.1265522 7.8284974 0.4114788 0.0407648 0.0000409
C12 0.0000254 0.0000735 0.0004911 0.0001937 0.0037841 0.0004655 0.0006018 0.0002190 0.0121404 0.0199795 0.4114788 3.6127377 0.4876228 0.0000050
C13 0.0000068 0.0000142 0.0001322 0.0001778 0.0003706 0.0002513 0.0001072 0.0000271 0.0049106 0.0264238 0.0407648 0.4876228 3.9562657 0.0000030
