

C1 3.9625047 0.4938419 0.0382342 0.0046270 0.0016080 0.0001550 0.0000260 0.0000131 0.0000006 0.0000005 0.0000004 0.0000009 0.0000002 0.0000002 0.0000063 0.0001268 0.0001746 0.0006383 0.0001135 0.4783012
C2 0.4938419 3.5643781 0.4257238 0.0141244 0.0126295 0.0011204 0.0000591 0.0000911 0.0000035 0.0000019 0.0000018 0.0000014 0.0000006 0.0000004 0.0000155 0.0005950 0.0009043 0.0039622 0.0009462 0.0223537
O3 0.0382342 0.4257238 7.8723462 0.4596764 0.0535529 0.0075109 0.0009436 0.0002770 0.0000241 0.0000039 0.0000307 0.0000554 0.0000133 0.0000114 0.0005181 0.0107873 0.0058940 0.0419527 0.0233737 0.0030876
C4 0.0046270 0.0141244 0.4596764 3.5490639 0.6744215 0.0334288 0.0040301 0.0014799 0.0001006 0.0000110 0.0001028 0.0001518 0.0000404 0.0000293 0.0014968 0.0406006 0.0311950 0.6142590 0.0472070 0.0002758
C5 0.0016080 0.0126295 0.0535529 0.6744215 3.9570424 0.6643865 0.0225194 0.0160682 0.0012477 0.0001535 0.0002433 0.0005834 0.0001394 0.0001457 0.0051324 0.0360259 0.0457740 0.0352684 0.0066097 0.0002348
C6 0.0001550 0.0011204 0.0075109 0.0334288 0.6643865 3.8971176 0.4544387 0.0458242 0.0033593 0.0008982 0.0010882 0.0029562 0.0006792 0.0004028 0.0442491 0.6882688 0.0363043 0.0427734 0.0123209 0.0000345
C7 0.0000260 0.0000591 0.0009436 0.0040301 0.0225194 0.4544387 3.0901640 0.4041382 0.0100314 0.0038633 0.0037113 0.0091735 0.0031683 0.0042509 0.4043782 0.0215221 0.0041068 0.0023087 0.0008213 0.0000029
O8 0.0000131 0.0000911 0.0002770 0.0014799 0.0160682 0.0458242 0.4041382 7.9437021 0.4190611 0.0482091 0.0366062 0.0120999 0.0118067 0.0012093 0.0657189 0.0065487 0.0014000 0.0016606 0.0005677 0.0000035
C9 0.0000006 0.0000035 0.0000241 0.0001006 0.0012477 0.0033593 0.0100314 0.4190611 3.4783487 0.4692440 0.4724447 0.0199897 0.0031759 0.0048640 0.0066402 0.0007325 0.0000997 0.0002270 0.0000825 0.0000004
C10 0.0000005 0.0000019 0.0000039 0.0000110 0.0001535 0.0008982 0.0038633 0.0482091 0.4692440 3.9743456 0.0271987 0.0016020 0.0050969 0.0004365 0.0008650 0.0001960 0.0000393 0.0000335 0.0000125 0.0000003
C11 0.0000004 0.0000018 0.0000307 0.0001028 0.0002433 0.0010882 0.0037113 0.0366062 0.4724447 0.0271987 3.8843935 0.4593081 0.0227303 0.0276243 0.0466779 0.0008308 0.0000570 0.0000973 0.0000348 0.0000002
C12 0.0000009 0.0000014 0.0000554 0.0001518 0.0005834 0.0029562 0.0091735 0.0120999 0.0199897 0.0016020 0.4593081 3.4323117 0.4701974 0.4660732 0.4041670 0.0006730 0.0000645 0.0000363 0.0000132 0.0000002
C13 0.0000002 0.0000006 0.0000133 0.0000404 0.0001394 0.0006792 0.0031683 0.0118067 0.0031759 0.0050969 0.0227303 0.4701974 3.9720168 0.0274181 0.0431039 0.0004440 0.0000654 0.0000557 0.0000223 0.0000001
C14 0.0000002 0.0000004 0.0000114 0.0000293 0.0001457 0.0004028 0.0042509 0.0012093 0.0048640 0.0004365 0.0276243 0.4660732 0.0274181 3.9603407 0.0444641 0.0002363 0.0000236 0.0000137 0.0000056 0.0000001
O15 0.0000063 0.0000155 0.0005181 0.0014968 0.0051324 0.0442491 0.4043782 0.0657189 0.0066402 0.0008650 0.0466779 0.4041670 0.0431039 0.0444641 7.9364939 0.0254867 0.0022050 0.0010672 0.0003577 0.0000012
C16 0.0001268 0.0005950 0.0107873 0.0406006 0.0360259 0.6882688 0.0215221 0.0065487 0.0007325 0.0001960 0.0008308 0.0006730 0.0004440 0.0002363 0.0254867 3.9557455 0.6859985 0.0359847 0.0091733 0.0000390
C17 0.0001746 0.0009043 0.0058940 0.0311950 0.0457740 0.0363043 0.0041068 0.0014000 0.0000997 0.0000393 0.0000570 0.0000645 0.0000654 0.0000236 0.0022050 0.6859985 3.9418984 0.6742446 0.0620282 0.0000390
C18 0.0006383 0.0039622 0.0419527 0.6142590 0.0352684 0.0427734 0.0023087 0.0016606 0.0002270 0.0000335 0.0000973 0.0000363 0.0000557 0.0000137 0.0010672 0.0359847 0.6742446 3.5489613 0.4544776 0.0000728
O19 0.0001135 0.0009462 0.0233737 0.0472070 0.0066097 0.0123209 0.0008213 0.0005677 0.0000825 0.0000125 0.0000348 0.0000132 0.0000223 0.0000056 0.0003577 0.0091733 0.0620282 0.4544776 8.1382748 0.0000301
